Probabilities,predicted labels,label
0.1820033,Kenya,Kenya
0.6952611,France,France
0.36318472,South Africa,Brazil
0.27546865,Argentina,Spain
0.6294019,New Zealand,New Zealand
0.07783286,United States,United States
0.26955298,Japan,Thailand
0.32160383,Canada,Canada
0.42586496,Philippines,Thailand
0.06128138,Australia,Switzerland
0.8143345,France,France
0.17506585,New Zealand,Spain
0.8852227,Japan,Japan
0.72726023,New Zealand,Australia
0.5394967,Japan,Japan
0.15618142,Latvia,France
0.37516028,Finland,Sweden
0.16943549,Malaysia,Singapore
0.32958236,South Korea,Malaysia
0.14281492,South Korea,Japan
0.9369858,New Zealand,New Zealand
0.48943394,Australia,Australia
0.10631591,South Korea,Thailand
0.7792253,South Africa,South Africa
0.10376931,Slovakia,Russia
0.84575665,United Kingdom,United Kingdom
0.28864217,Malta,Tunisia
0.19227673,Slovakia,United States
0.093113154,Canada,France
0.31211498,Portugal,Bulgaria
0.5775958,South Africa,United Arab Emirates
0.48221913,Finland,Canada
0.1928324,New Zealand,Chile
0.16554132,Palestine,Spain
0.5345853,Japan,Taiwan
0.36486313,Cambodia,Thailand
0.093746,Netherlands,Argentina
0.4670481,New Zealand,Japan
0.94933116,New Zealand,New Zealand
0.54659826,Philippines,Laos
0.22213155,Latvia,Poland
0.19047073,Russia,Greece
0.5135289,Finland,Russia
0.1431848,Chile,Brazil
0.1376037,Slovakia,Slovakia
0.6302829,United Kingdom,United Kingdom
0.60253316,Italy,Italy
0.20452158,Cambodia,Senegal
0.37163508,Ireland,France
0.18454172,Latvia,Finland
0.24874832,South Korea,South Korea
0.08592923,Senegal,India
0.21510103,United Kingdom,Germany
0.13398097,Italy,Italy
0.2568728,United States,United States
0.6315738,Finland,Finland
0.62838,Canada,Canada
0.18002649,Slovakia,Poland
0.39803785,United States,United States
0.14343643,Laos,Thailand
0.77616453,Italy,France
0.52057964,Cambodia,Cambodia
0.28885373,Finland,Finland
0.82495624,Japan,Japan
0.094983034,Philippines,Russia
0.37621725,Japan,Austria
0.18886214,Canada,United States
0.057590764,Russia,Argentina
0.21522924,United Kingdom,Argentina
0.39641058,Puerto Rico,Brazil
0.14240445,Bulgaria,Turkey
0.49525362,South Africa,South Africa
0.93016857,New Zealand,New Zealand
0.1277915,Costa Rica,United States
0.20933063,Japan,Japan
0.5490374,Israel,Palestine
0.17681743,France,Austria
0.28452644,Italy,Romania
0.1403233,Canada,Canada
0.3230592,Senegal,Spain
0.4804283,Italy,United States
0.40464172,Belgium,France
0.5113033,Mongolia,Peru
0.67734987,Canada,Canada
0.520873,South Africa,South Africa
0.57436085,United Kingdom,United Kingdom
0.30129078,Philippines,Malaysia
0.42496714,Lesotho,Brazil
0.23372743,Australia,Australia
0.6832648,Australia,Australia
0.066942215,Uruguay,Argentina
0.42693123,New Zealand,Turkey
0.12190212,United States,United States
0.645433,Japan,Japan
0.1885315,Israel,Japan
0.18728253,Ireland,United Kingdom
0.45025977,United Kingdom,United Kingdom
0.25539494,Slovakia,Japan
0.14254318,United Kingdom,United Kingdom
0.3481803,New Zealand,New Zealand
0.2511219,Finland,Poland
0.63938653,New Zealand,New Zealand
0.19394544,Ireland,Russia
0.24877614,Slovakia,Romania
0.47352013,Malta,India
0.412598,Norway,Norway
0.7881455,Philippines,Philippines
0.13624312,Belgium,Finland
0.84229195,South Africa,South Africa
0.21487169,Dominican Republic,United States
0.22554159,Slovakia,Slovenia
0.26861715,Taiwan,Singapore
0.53120816,Italy,Spain
0.7761939,Japan,Japan
0.5297527,France,France
0.15075396,Uganda,Brazil
0.76693296,Ireland,Norway
0.7976356,New Zealand,Australia
0.3598488,Spain,Spain
0.12972638,Canada,United States
0.5068469,Singapore,Singapore
0.32836294,Indonesia,Indonesia
0.08019462,Latvia,Brazil
0.7068129,Mongolia,Lesotho
0.15131845,South Korea,Brazil
0.6205779,Finland,Sweden
0.30804333,Latvia,Finland
0.26471004,Brazil,Portugal
0.337239,Canada,United States
0.14178799,Canada,United States
0.7580645,Japan,Japan
0.13702126,Latvia,Poland
0.10983723,United States,United States
