Probabilities,predicted labels,label
0.8116883,Singapore,Singapore
0.22020745,Italy,Austria
0.17161356,United States,United States
0.30811074,New Zealand,New Zealand
0.20807292,Puerto Rico,Brazil
0.4442614,Australia,Australia
0.9345692,Japan,Japan
0.33051088,Brazil,Brazil
0.1865347,Lesotho,United States
0.5584967,France,France
0.41650164,Ireland,Denmark
0.30689627,France,Sweden
0.053342536,Bulgaria,Japan
0.907497,Singapore,Singapore
0.3568728,Italy,Italy
0.7407073,South Africa,South Africa
0.29420787,United Kingdom,France
0.2642461,Philippines,Japan
0.39429548,United Kingdom,France
0.121657535,Spain,Botswana
0.2098706,Thailand,Thailand
0.07381604,South Africa,Mexico
0.16433135,Greece,Turkey
0.15697335,Uganda,Nigeria
0.2976725,Australia,South Africa
0.08502406,France,Mexico
0.22213227,Uruguay,Brazil
0.23103718,Uruguay,Brazil
0.4290314,United Kingdom,United Kingdom
0.40511614,United States,United States
0.4417096,Iceland,Ireland
0.15834299,Slovakia,Austria
0.27219298,United States,United States
0.5670658,Philippines,Philippines
0.25131923,Japan,Japan
0.4852045,Philippines,Taiwan
0.11529267,Brazil,Argentina
0.37359327,Puerto Rico,United States
0.23623371,Russia,Germany
0.3491359,Puerto Rico,Greece
0.7504511,Japan,Japan
0.7960464,Finland,Finland
0.42028266,United States,United States
0.22149405,Italy,United States
0.34310952,Costa Rica,Peru
0.21253766,Latvia,Poland
0.27786458,Tunisia,Tunisia
0.30497494,Ireland,Italy
0.4447886,France,France
0.14739726,Kyrgyzstan,Spain
0.25704166,Norway,France
0.20461069,Mexico,Brazil
0.07305311,Russia,Taiwan
0.30163488,Malaysia,United Arab Emirates
0.2355746,Puerto Rico,Japan
0.13621318,Italy,Greece
0.5592198,Uganda,Brazil
0.8470935,Canada,Canada
0.44103128,Netherlands,Poland
0.96500635,Japan,Japan
0.7359884,Ireland,Ireland
0.34805822,Sweden,Sweden
0.36972222,New Zealand,United Kingdom
0.41415742,United Kingdom,United Kingdom
0.10722752,Thailand,Thailand
0.5932718,Japan,Japan
0.33050516,Puerto Rico,United States
0.2843956,Canada,Russia
0.11534085,Puerto Rico,Guatemala
0.1339267,Germany,Poland
0.20256342,Belgium,Poland
0.97655255,Japan,Japan
0.18595581,United States,United States
