Probabilities,predicted labels,label
0.5499498,Philippines,Nigeria
0.58055484,Finland,Finland
0.42683548,Reunion,Canada
0.3875232,Canada,United States
0.21897002,Australia,Argentina
0.46735454,United States,United States
0.43902284,Japan,Japan
0.111314654,Italy,Brazil
0.28670692,United States,United States
0.16034754,Singapore,Singapore
0.13665456,Kyrgyzstan,Canada
0.3714027,Philippines,Indonesia
0.8965214,Australia,Australia
0.23570487,Dominican Republic,Brazil
0.7803127,United Kingdom,United Kingdom
0.38820276,Finland,Finland
0.5578203,United Kingdom,United Kingdom
0.5294378,Uruguay,Argentina
0.110307254,United States,Argentina
0.1436434,Australia,Colombia
0.07818262,United Kingdom,New Zealand
0.61195153,Malaysia,Singapore
0.82516956,Japan,Japan
0.1149707,Poland,Czechia
0.13319829,Latvia,Thailand
0.2738818,Belgium,Taiwan
0.2559521,United States,Uruguay
0.70541054,Singapore,Singapore
0.32676128,Reunion,United States
0.28216463,Eswatini,Brazil
0.18783683,Philippines,Bangladesh
0.13938448,Denmark,France
0.12860289,Latvia,Argentina
0.10532048,Reunion,Japan
0.348297,Lesotho,Peru
0.38781723,South Korea,South Korea
0.32595816,South Africa,Australia
0.8225248,Lesotho,South Africa
0.14646877,Senegal,France
0.34789434,Malaysia,South Africa
0.23995152,Albania,Israel
0.43636802,Latvia,Finland
0.6777347,United Kingdom,United Kingdom
0.095879205,Italy,Netherlands
0.91563445,Ireland,United Kingdom
0.6188048,United States,United States
0.75461084,Netherlands,Germany
0.20275311,Netherlands,Japan
0.15673369,Serbia,Greece
0.18385874,Luxembourg,France
0.8378241,New Zealand,New Zealand
0.36073565,Reunion,Japan
0.639487,Singapore,Singapore
0.24726607,Canada,United States
0.774288,Ireland,United Kingdom
0.18868987,Uruguay,Argentina
0.5767178,United States,United States
0.50778496,Malaysia,Brazil
0.6864181,Ireland,France
0.42998213,France,France
0.13228887,Finland,Russia
0.22241895,Reunion,United States
0.1387486,South Korea,United States
0.20747554,Luxembourg,Germany
0.17426945,Laos,Taiwan
0.19279905,Italy,Italy
0.32331428,Latvia,Poland
0.3229035,Portugal,Bolivia
0.3746951,Italy,Spain
0.3320321,France,France
0.55688643,Australia,Australia
0.2934858,Japan,Japan
0.17493542,Costa Rica,Thailand
0.16559727,Reunion,Japan
0.12530416,Latvia,Russia
0.121804945,Ukraine,Ukraine
0.98185873,Japan,Japan
0.3741251,New Zealand,New Zealand
0.21714085,Reunion,Canada
0.445579,United Kingdom,United Kingdom
0.10867212,United States,United Kingdom
0.1309902,Belgium,Czechia
0.40243015,Canada,Norway
0.6908439,Australia,Australia
0.86258847,Japan,Japan
0.13316773,Uruguay,Brazil
0.21877283,Luxembourg,Spain
0.3917376,Eswatini,South Africa
0.27337724,Israel,Spain
0.65814054,New Zealand,New Zealand
0.14995293,United States,United States
0.56623125,France,France
0.1911146,Costa Rica,Japan
0.8421236,France,France
0.3634398,Spain,France
