Probabilities,predicted labels,label
0.24774167,Belgium,Poland
0.14795281,Bolivia,Peru
0.17638046,Greece,Turkey
0.6851256,New Zealand,Australia
0.71573377,Australia,Australia
0.40910834,Ireland,France
0.16129404,Portugal,Portugal
0.2775725,Singapore,Japan
0.37878996,New Zealand,United States
0.3610588,Netherlands,Netherlands
0.17960149,United States,United States
0.3476772,Singapore,South Korea
0.40196064,Uganda,Nigeria
0.18027347,Reunion,United States
0.17214033,Belgium,Finland
0.70165694,Australia,Australia
0.32348678,Luxembourg,France
0.3245115,Bolivia,Argentina
0.18780452,Kenya,Brazil
0.12415198,Uruguay,Argentina
0.67123145,Puerto Rico,Colombia
0.14851432,Canada,Poland
0.43987107,Canada,United States
0.16317333,Puerto Rico,Greece
0.314744,United Kingdom,United Kingdom
0.12507026,Thailand,Taiwan
0.8217915,Japan,Japan
0.39366955,Denmark,Denmark
0.267672,Portugal,Australia
0.2206535,Bolivia,Lesotho
0.609195,United Kingdom,United Kingdom
0.13871604,Poland,Russia
0.46468067,Ireland,United Kingdom
0.33439633,Philippines,Singapore
0.15539743,Belgium,Poland
0.4170876,Belgium,Netherlands
0.31817698,Lesotho,Lesotho
0.33072186,Ireland,Ireland
0.16192974,Estonia,Russia
0.9761997,Japan,Japan
0.8099464,Canada,United States
0.35531977,Bulgaria,Bulgaria
0.25177568,Brazil,Brazil
0.35402256,Japan,Japan
0.524325,Malta,Greece
0.6846902,Philippines,Sri Lanka
0.21950844,Chile,South Korea
0.8819029,South Korea,South Korea
0.7722095,France,France
0.77021986,France,France
0.71837544,United States,United States
0.6137644,Singapore,Singapore
0.14868434,Japan,Hungary
0.20671917,South Africa,Brazil
0.7568423,Japan,Japan
0.29795438,Australia,Botswana
0.1676011,Denmark,Canada
0.37428117,Australia,South Africa
0.5511051,New Zealand,Australia
0.50655174,United States,United States
0.9547916,Japan,Japan
0.1454796,United States,United States
0.21833009,Israel,Israel
0.41777125,Puerto Rico,Puerto Rico
0.75766087,Mexico,United States
0.27876493,Finland,Norway
0.15944126,Italy,Hungary
0.55020916,Canada,United States
0.1332821,Philippines,Taiwan
0.8067843,Netherlands,Netherlands
0.1918631,Sweden,United States
0.07962392,Uruguay,Germany
0.2536786,Italy,Mexico
0.27933404,Italy,Italy
0.98404294,Japan,Japan
0.4071634,Puerto Rico,United States
0.39801198,Finland,Finland
0.6123622,Japan,Japan
0.320921,Philippines,Malaysia
0.5651728,Taiwan,Taiwan
0.24222697,United Kingdom,Russia
0.5733646,Finland,Finland
0.5128814,Finland,Finland
0.95133406,New Zealand,New Zealand
0.19445781,Sri Lanka,Nigeria
0.4212424,South Africa,South Africa
0.19369303,Canada,United States
0.58998275,Norway,Germany
0.36509404,Puerto Rico,Mexico
0.24247704,New Zealand,New Zealand
0.27316004,Belgium,Belgium
0.70707995,New Zealand,New Zealand
0.55192745,Philippines,Japan
0.52794105,France,France
0.18274623,Estonia,United Kingdom
0.3452661,Botswana,South Africa
0.17096697,Sweden,Poland
0.15825474,Mexico,Israel
0.3857596,United States,United States
0.56034845,Ireland,France
0.22902016,France,France
0.42208722,Bolivia,Mexico
0.22626252,Uganda,Brazil
0.2675679,Eswatini,Mexico
0.6289603,Japan,Japan
0.34452632,Germany,Germany
0.14512378,Chile,Japan
0.1547725,Denmark,Norway
0.49634996,Canada,United States
0.11781252,Italy,Switzerland
0.20250812,Belgium,France
0.83171207,United Kingdom,United Kingdom
0.13316825,Puerto Rico,France
0.17738329,Iceland,Mongolia
0.12373597,Latvia,France
0.2672736,Puerto Rico,Japan
0.2592537,Mexico,South Korea
0.9018788,United Kingdom,United Kingdom
0.6606288,Finland,Sweden
0.43375885,Finland,Sweden
0.42975438,Italy,Italy
0.33963302,Belgium,Poland
0.13123977,Dominican Republic,Mexico
0.3786817,Philippines,Japan
0.37191212,Germany,Germany
0.5115795,Senegal,Brazil
0.16554736,Italy,Russia
0.5886734,Lesotho,South Africa
0.1472901,Japan,Germany
0.3419384,Brazil,Brazil
0.31775355,Luxembourg,France
0.18824199,Italy,Spain
0.14094742,Italy,Brazil
0.1162365,Malaysia,Singapore
0.9078577,United Kingdom,United Kingdom
0.46075755,Russia,Russia
0.2846342,Canada,Finland
0.6690263,Belgium,Netherlands
0.41767657,Spain,Greece
0.9760399,Japan,Japan
0.19843915,Puerto Rico,United States
0.6398595,Ireland,Ireland
0.59553367,Belgium,Czechia
0.13654849,Chile,Greece
0.072149485,New Zealand,Guatemala
0.21998957,Belgium,Germany
0.25263762,Japan,United States
0.18278402,United Kingdom,France
0.19035363,South Africa,Brazil
0.1529634,Germany,Germany
0.35417256,Sweden,Finland
0.42081067,Puerto Rico,United States
0.49163288,Finland,Sweden
0.19041732,Latvia,Russia
0.32151294,Russia,Russia
0.39847893,United Kingdom,United Kingdom
0.45369306,Italy,Italy
0.49769408,United States,United States
0.8301489,Canada,Canada
0.11557878,Mexico,United States
0.17609707,Mongolia,United States
0.17840673,France,Portugal
0.31279996,Sweden,Lithuania
0.6059998,Greece,Jordan
0.12314721,Chile,United States
0.27340713,Costa Rica,Thailand
0.5961435,Singapore,Singapore
0.14222518,United States,United States
0.87302727,Ireland,United Kingdom
0.28156736,United States,United States
0.13165946,South Africa,South Africa
0.19760473,Malaysia,Malaysia
0.5015063,Canada,United States
0.1873067,New Zealand,Reunion
0.5072346,United Kingdom,New Zealand
0.2025444,Finland,Latvia
0.31085092,Belgium,United States
0.4720634,Ireland,United Kingdom
0.30393982,Belgium,France
0.114724934,United States,United States
0.19897886,New Zealand,New Zealand
0.20735693,Italy,Mexico
0.6746372,Canada,United States
0.22530958,Brazil,Brazil
0.90984684,Japan,Japan
0.2018413,Singapore,Singapore
0.17587651,Mexico,Peru
0.18498354,United States,United States
0.11720041,Singapore,Argentina
0.25761858,United States,United States
0.9177083,Canada,Canada
0.16719663,Japan,Belgium
0.08361708,United States,United States
0.13066404,Italy,Japan
0.37272942,Puerto Rico,Brazil
0.75361353,United Kingdom,United Kingdom
0.37025952,Eswatini,Eswatini
0.464244,Argentina,Brazil
0.13194795,France,Austria
0.5223098,Japan,Japan
0.22114974,Mongolia,Chile
0.39338824,Netherlands,France
0.20192169,Belgium,Finland
0.57142437,Malaysia,Malaysia
0.15487367,Brazil,Ghana
0.22916158,Brazil,Germany
0.9123573,Canada,Canada
0.49442056,South Korea,Sweden
0.43434063,South Africa,South Africa
0.363202,Puerto Rico,United States
0.26988646,Puerto Rico,Brazil
0.9215447,United Kingdom,United Kingdom
0.15937497,Latvia,Lithuania
0.6194599,United Kingdom,France
0.29317155,Dominican Republic,Mexico
0.12780587,Canada,Canada
0.26425233,Brazil,Brazil
0.60448897,United Kingdom,United Kingdom
0.42719162,Philippines,Indonesia
0.120378725,Russia,Germany
0.38789177,Sweden,Sweden
0.2151438,Argentina,Ecuador
0.43673378,New Zealand,Japan
0.11037577,Uganda,United States
0.1945103,Philippines,Ecuador
0.10744199,Canada,Japan
0.20716292,Argentina,Mexico
0.93916315,Japan,Japan
0.273337,Belgium,France
0.32451895,Canada,United States
0.88521004,Japan,Japan
0.1889962,France,New Zealand
0.34021583,Ireland,Ireland
0.29362306,Italy,Slovenia
0.50499773,Japan,Taiwan
0.8040266,Ireland,Ireland
0.34054598,Sweden,Finland
0.19021286,Belgium,Poland
0.92687654,United Kingdom,United Kingdom
0.92721516,United Kingdom,United Kingdom
0.107569985,United Kingdom,Norway
0.48580348,Brazil,Brazil
0.900722,France,France
0.3117833,Canada,Canada
0.47294748,United Kingdom,United Kingdom
0.44198698,Spain,Spain
0.15258257,Uruguay,Argentina
0.21538417,Uruguay,Tunisia
0.91295165,United Kingdom,United Kingdom
0.0889647,Greece,Spain
0.36467674,United Kingdom,United Kingdom
0.18201306,Australia,Australia
0.11882532,Dominican Republic,Japan
0.7194412,Finland,Finland
0.39391795,Norway,Finland
0.16270275,Colombia,Mexico
0.065959156,France,France
0.300212,Italy,United States
0.4126362,Belgium,Poland
0.32836124,Costa Rica,Brazil
0.8691889,Singapore,Singapore
0.18505432,Argentina,Russia
0.15116136,Argentina,Lesotho
0.86043084,United Kingdom,United Kingdom
0.2704111,Portugal,Spain
0.20578837,Thailand,Thailand
0.22337769,Mongolia,Mexico
0.3700023,Spain,Spain
0.2229964,Sweden,Sweden
0.34872147,Sweden,Lithuania
0.41171402,Italy,Russia
0.5628732,Malaysia,Malaysia
0.36253133,United Kingdom,Sweden
0.17446053,Belgium,Croatia
0.15620755,Latvia,Russia
0.33865014,Portugal,Spain
0.49038735,United Kingdom,France
0.3924432,South Africa,South Africa
0.14116345,United Kingdom,Russia
0.24169974,Canada,United States
0.1828561,New Zealand,New Zealand
0.30661362,Italy,Italy
0.3666868,Brazil,Brazil
0.23027392,Eswatini,South Africa
0.47509435,Italy,United States
0.43049192,Sweden,Sweden
0.16799149,Philippines,Mexico
0.14498317,Latvia,Japan
0.20902467,Thailand,Bangladesh
0.9450986,United Kingdom,United Kingdom
0.4534478,Ireland,New Zealand
0.140255,France,France
0.21432883,Belgium,Poland
0.11081314,Canada,Canada
0.22002824,Brazil,Taiwan
0.19836876,United States,United States
0.26982957,Puerto Rico,Brazil
0.98688823,Japan,Japan
0.29271093,New Zealand,Czechia
0.06977984,Luxembourg,United Kingdom
0.4763989,Uganda,Uganda
0.90323263,Japan,Japan
0.08680511,Bulgaria,Thailand
0.19631097,New Zealand,Argentina
0.3628219,Ireland,Germany
0.4265332,Japan,Japan
0.46387696,Australia,South Africa
0.5995721,South Korea,South Korea
0.12556086,Latvia,Poland
0.14157459,Italy,Argentina
0.36092874,Russia,Bulgaria
0.85875297,Italy,United Kingdom
0.58976245,New Zealand,New Zealand
0.53288275,Canada,Canada
0.20491186,Estonia,Estonia
0.23833461,Luxembourg,France
0.15323853,United Kingdom,United States
0.91172785,Japan,Japan
0.4356133,Japan,Japan
0.18067704,Canada,France
0.13983642,Canada,Germany
0.8582843,Australia,Australia
0.5748536,Mexico,Mexico
0.56196195,New Zealand,Sweden
0.38565597,Argentina,Chile
0.27967116,Singapore,Singapore
0.12172148,Reunion,Japan
0.82556254,Australia,Australia
0.09402677,Singapore,New Zealand
0.53424346,Puerto Rico,Mexico
0.46171632,Spain,Spain
0.26804003,Singapore,Singapore
0.3037834,Singapore,Singapore
0.16150515,Italy,Russia
0.6745845,Japan,Japan
0.30857292,Spain,Spain
0.245798,Mexico,Argentina
0.112935565,Norway,Japan
0.19312342,Costa Rica,Ecuador
0.13982008,Germany,Czechia
0.13604984,Australia,New Zealand
0.18908624,Malta,Spain
0.51631755,South Africa,Brazil
0.3532784,Belgium,Poland
0.35053876,Indonesia,Indonesia
0.3200439,Sweden,Austria
0.24587737,Thailand,Thailand
0.11494069,Dominican Republic,Mexico
0.24122436,Argentina,Australia
0.4408326,Spain,Spain
0.26812506,Greece,Greece
0.4571037,Thailand,Taiwan
0.19896182,Belgium,Denmark
0.18639232,Norway,Iceland
0.36749515,United States,United States
0.1216559,Sweden,Finland
0.618937,Ireland,France
0.17675377,Italy,Montenegro
0.331267,Canada,Lithuania
0.1821544,Netherlands,Poland
0.24878299,Mexico,Brazil
0.13229762,Portugal,Australia
0.6527893,France,France
0.18090947,Chile,United States
0.4975838,Italy,France
0.28379935,Brazil,Brazil
0.58074254,New Zealand,Chile
0.18415414,Belgium,France
0.8376652,United Kingdom,United Kingdom
0.37773776,Finland,Russia
0.38785347,United Kingdom,Lithuania
0.2502521,Japan,Japan
0.35955212,Latvia,Hungary
0.5406484,Sweden,Sweden
0.08426783,Puerto Rico,South Korea
0.22589886,Luxembourg,Austria
0.5978545,Puerto Rico,Japan
0.17706335,Italy,Bulgaria
0.12903589,Costa Rica,Malaysia
0.38671628,Canada,Romania
0.69793546,Italy,Italy
0.20731339,Canada,Canada
0.27019712,Philippines,Thailand
0.151383,United Kingdom,United Kingdom
0.83350104,Australia,Australia
0.67814445,Australia,Australia
0.18660247,Russia,Romania
0.6384264,Belgium,Netherlands
0.46695223,Puerto Rico,Mexico
0.09538223,Latvia,Argentina
0.16123416,Australia,United States
0.16238458,Austria,Austria
0.90499467,United Kingdom,United Kingdom
0.16595007,Belgium,Canada
0.17974001,Kyrgyz Republic,Japan
0.36821222,Russia,Russia
0.78227574,France,France
0.39165476,Canada,United States
0.91200346,United Kingdom,United Kingdom
0.42557642,Belgium,United Kingdom
0.23257953,Uganda,Brazil
0.73427904,United States,United States
0.51544774,South Africa,United Arab Emirates
0.42965665,Russia,Russia
0.46774134,Philippines,Indonesia
0.5489175,Ireland,United Kingdom
0.37748754,France,France
0.6923188,New Zealand,New Zealand
0.70061326,Ireland,Ireland
