Probabilities,predicted labels,label
0.13316773,Uruguay,Brazil
0.59686726,Eswatini,South Africa
0.18586649,Slovenia,Norway
0.3344443,Sweden,Finland
0.53600013,United States,United States
0.20725583,Eswatini,Uruguay
0.51398325,United Kingdom,United Kingdom
0.83329123,Japan,Japan
0.73334324,United Kingdom,United Kingdom
0.651125,Japan,Japan
0.23234165,Italy,Poland
0.6981993,South Korea,South Korea
0.6320434,United Kingdom,United Kingdom
0.97924894,Japan,Japan
0.20153035,Japan,Japan
0.6922242,France,France
0.44127804,Ireland,France
0.25810182,Latvia,Spain
0.34217396,Montenegro,Spain
0.6751065,Australia,Australia
0.54090965,United States,United States
0.24639352,United States,United States
0.21550377,Latvia,Estonia
0.4581153,Eswatini,Colombia
0.39925358,Colombia,Bangladesh
0.19726487,United Kingdom,France
0.80134726,Ireland,United Kingdom
0.49182352,United States,United States
0.4209472,Costa Rica,Brazil
0.15719353,Mexico,Colombia
0.34411266,Japan,Japan
0.32372063,Singapore,Singapore
0.32220763,Latvia,Finland
0.5093758,Philippines,Philippines
0.14763676,Netherlands,United Kingdom
0.8449166,Lesotho,South Africa
0.08999242,Canada,Kyrgyzstan
0.631,Netherlands,Australia
0.28739774,Uruguay,United States
0.6332818,Lesotho,Lesotho
0.3102934,Canada,United States
0.32890186,Laos,Japan
0.21897002,Australia,Argentina
0.18337512,Eswatini,Australia
0.2001746,United Kingdom,United Kingdom
0.67659354,Japan,Japan
0.29531813,Ecuador,Colombia
0.07844157,Albania,Sweden
0.31080386,South Africa,South Africa
0.40580985,Finland,Sweden
0.23680508,Uruguay,Uruguay
0.6468578,Australia,Australia
0.27036306,Austria,Switzerland
0.2527214,Spain,Israel
0.115194194,Estonia,Japan
0.3948292,Malaysia,Singapore
0.19164443,Latvia,Finland
0.35264233,Canada,Romania
0.36249417,Japan,Japan
0.23258421,Eswatini,France
0.12117458,Reunion,United States
0.3610771,Reunion,United States
0.7660415,Ireland,Denmark
0.1597216,Belgium,France
0.33003587,Latvia,Lithuania
0.14693421,Albania,Italy
0.90151703,Japan,Japan
0.32691106,Ireland,Ireland
0.32694402,Norway,Sweden
0.14413257,Latvia,Poland
0.2861249,Belgium,United States
0.13808152,Japan,Japan
0.3716735,Italy,Singapore
0.22108206,Belgium,France
0.11799988,North Macedonia,Russia
0.6036039,Japan,Japan
0.34610415,Japan,Japan
0.32670426,Reunion,Mexico
0.09654139,North Macedonia,India
0.13989899,Slovenia,Italy
0.17806621,Canada,South Africa
0.099172585,Bulgaria,Thailand
0.25072747,United States,Mexico
0.6682602,United States,United States
0.44032007,Mongolia,Canada
0.17383984,Denmark,Austria
0.37827048,Luxembourg,France
0.32796872,Thailand,Thailand
0.5252998,Malta,Israel
0.101490274,Bulgaria,Russia
0.13515095,United Kingdom,United Kingdom
0.30185106,Finland,Norway
0.35507402,Reunion,Japan
0.9370369,Japan,Japan
0.49241677,Netherlands,Poland
0.72856724,United Kingdom,United Kingdom
0.44816747,Sweden,Sweden
0.3544368,Finland,Finland
0.38752773,Singapore,Singapore
0.1612622,Sweden,Norway
0.104438365,France,United States
0.1149407,Luxembourg,Japan
0.3267012,Reunion,United States
0.15793358,Canada,United States
0.5133547,New Zealand,Australia
0.11746501,Australia,Australia
0.14746086,Latvia,Russia
0.5000056,Canada,Russia
0.40417987,Albania,Albania
0.19642636,Canada,United Kingdom
0.65681577,Japan,Japan
0.25279203,Mexico,Brazil
0.2787967,France,France
0.10233405,Kyrgyzstan,Laos
0.08600686,Malaysia,Thailand
0.12833871,Poland,Czechia
0.17222504,Spain,Spain
0.4614081,Montenegro,South Africa
0.17310724,Ukraine,Russia
0.11172474,Latvia,Canada
0.48922065,Eswatini,Australia
0.12983286,Spain,Greece
0.12085498,Eswatini,Brazil
0.72827834,Singapore,Singapore
0.14711359,Luxembourg,Norway
0.6228578,Canada,Canada
0.38103417,United States,United States
0.1622153,Hungary,Hungary
0.38372213,Nigeria,Nigeria
0.13842483,Eswatini,Mexico
0.5254479,United States,United States
0.63369054,United Kingdom,Germany
0.21707441,Montenegro,Turkey
0.47283942,Sweden,Sweden
0.7096092,Lesotho,South Africa
0.1788294,Lithuania,Poland
0.37304202,Finland,Norway
0.76437414,United States,United States
0.26188293,Eswatini,Brazil
0.82317615,Japan,Japan
0.144485,Reunion,Australia
0.67838407,United States,United States
0.38299865,Australia,Australia
0.2762442,Canada,Russia
0.4758498,United States,United States
0.73360604,United Kingdom,United Kingdom
0.6767877,United Kingdom,United Kingdom
0.23601028,Albania,Portugal
0.37908596,Croatia,Croatia
0.21018665,Ghana,Brazil
0.68832123,Canada,Canada
0.18559632,Montenegro,Romania
0.43368357,United States,United States
0.2850767,Latvia,Russia
0.16780008,Latvia,France
0.22841446,Reunion,Turkey
0.36913678,France,Germany
0.31840006,Greece,Israel
0.16668418,Senegal,Mexico
0.37826693,Ireland,United Kingdom
0.78534955,Canada,Canada
0.45611173,United Kingdom,United Kingdom
0.207576,Eswatini,United States
0.52459764,Luxembourg,France
0.24045427,France,France
0.54911196,United States,United States
0.28728378,Belgium,France
0.6194032,United Kingdom,United Kingdom
0.31424743,Ireland,France
0.09978639,Uruguay,Bangladesh
0.771866,Netherlands,Netherlands
0.1904597,Eswatini,Senegal
0.17866947,Spain,Turkey
0.12216165,Canada,United States
0.19129694,Ghana,Nigeria
0.17833434,Reunion,United States
0.48122045,United States,United States
0.166363,Serbia,Slovakia
0.085341536,United Kingdom,Argentina
0.2667855,Brazil,Brazil
0.3229035,Portugal,Bolivia
0.38718566,United Kingdom,Ireland
0.19152546,Albania,Italy
0.36542684,Laos,Cambodia
0.1388839,Slovakia,Germany
0.18787944,Reunion,Czechia
0.18413293,Poland,Germany
0.2995489,United States,United States
0.2414794,United States,United States
0.0800606,Denmark,France
0.21643528,United States,United States
0.53720725,United Kingdom,United Kingdom
0.06047154,United States,Japan
0.37215233,Japan,Japan
0.10480467,Reunion,Hungary
0.33834556,Canada,Canada
0.31040826,Spain,Malta
0.21513988,United States,United States
0.5197149,Iceland,Iceland
0.24251594,Ukraine,Russia
0.38284022,New Zealand,New Zealand
0.84455323,France,France
0.1636902,United Kingdom,Netherlands
0.3205407,Finland,Norway
0.10715663,Ecuador,Ecuador
0.3666911,Canada,United States
0.4887335,Reunion,United States
0.23204888,Hong Kong,Singapore
0.37751994,United States,United States
0.37122995,United States,United States
0.37914723,Ireland,Luxembourg
0.35367697,Senegal,Ghana
0.30483416,Botswana,Ghana
0.14369659,Latvia,Austria
0.28004533,Kenya,South Africa
0.41025674,Sweden,Finland
0.54502195,Mexico,Mexico
0.27663276,Latvia,Latvia
0.5816603,United States,United States
0.12734985,Albania,Spain
0.23990932,Latvia,Germany
0.36193174,Latvia,Sweden
0.1638978,Albania,Brazil
0.2795436,Albania,Peru
0.6778293,Israel,Israel
0.21447547,Costa Rica,Mexico
0.55073035,France,France
0.20028587,Netherlands,Germany
0.13739318,Uruguay,Argentina
0.15625457,Poland,Japan
0.2034687,United Kingdom,Sweden
0.3122917,Japan,France
0.26024106,France,France
0.07033978,Australia,Costa Rica
0.23751381,Denmark,Belgium
0.14959319,Guatemala,Brazil
0.10589572,Serbia,Slovakia
0.4368344,France,France
0.23392843,Eswatini,Malaysia
0.11370132,Latvia,Russia
0.5459955,Ireland,United Kingdom
0.22131099,Italy,Colombia
0.72492534,Canada,Canada
0.7728255,Lesotho,South Africa
0.15163243,Lithuania,Lithuania
0.4943528,Portugal,Spain
0.19371367,Thailand,Ghana
0.62993497,France,France
0.37112474,Latvia,Poland
0.24919404,Kyrgyzstan,Peru
0.23383695,Albania,Peru
0.7862172,France,France
0.20339116,Philippines,Taiwan
0.28193355,Eswatini,Brazil
0.18129578,Greece,Turkey
0.52780527,France,Italy
0.21652013,Eswatini,Kenya
0.15123987,Japan,France
0.51648176,United States,United States
0.1691223,Mongolia,Australia
0.17125854,United States,United States
0.335508,United States,United States
0.8280756,Singapore,Singapore
0.2057039,Poland,Czechia
0.16640201,Japan,Japan
0.121637635,Reunion,Japan
0.30584353,Canada,Japan
0.2157772,Uruguay,Ecuador
0.49487475,United Kingdom,United Kingdom
0.26795435,United States,United States
0.27490544,Slovakia,Russia
0.11570775,Nigeria,Kenya
0.12825839,Italy,Japan
0.23429385,Netherlands,Serbia
0.44886172,Uruguay,Mexico
0.30036736,United States,United States
0.16372202,France,United Kingdom
0.21936718,Guatemala,Chile
0.3695648,Japan,Japan
0.1525689,Sweden,Russia
0.16682279,Malta,Kenya
0.32825214,United States,United States
0.1862219,Cambodia,Thailand
0.12487675,Malta,Brazil
0.23163444,Montenegro,Russia
0.3601905,Portugal,France
0.25914335,United States,United States
0.28164488,Canada,United States
0.10433198,Denmark,Norway
0.45630732,Tunisia,Spain
0.6500686,United States,United States
0.43123516,Senegal,United Arab Emirates
0.16546683,Reunion,Taiwan
0.3313432,Canada,Canada
0.63705695,Palestine,Palestine
0.12483382,Eswatini,Philippines
0.47808513,Lesotho,Bolivia
0.7713341,Netherlands,Netherlands
0.10354527,Nigeria,Guatemala
0.19372459,Netherlands,Denmark
0.35730463,Malaysia,Thailand
0.6613193,Canada,Canada
0.39385584,Laos,Sri Lanka
0.4159876,United Kingdom,United Kingdom
0.59600455,Japan,Japan
0.35862583,Reunion,United States
0.43752185,Netherlands,Denmark
0.23522851,Thailand,Thailand
0.095879205,Italy,Netherlands
0.4641728,United Kingdom,United Kingdom
0.19511051,Reunion,United States
0.14144826,Latvia,Finland
0.24170612,Denmark,Sweden
0.37947363,Montenegro,Italy
0.5788528,United Kingdom,United Kingdom
0.8815067,Japan,Japan
0.21810158,Eswatini,Brazil
0.31293285,United States,United States
0.24956805,Portugal,Russia
0.8966666,Italy,Italy
0.4265381,Thailand,Malaysia
0.21480611,Ukraine,Russia
0.22272572,South Africa,South Africa
0.14397092,Eswatini,Australia
0.47156274,Finland,Finland
0.1417855,Turkey,India
0.33244917,Netherlands,United Kingdom
0.12494876,Eswatini,Thailand
0.736439,Australia,Australia
0.2627304,Reunion,United States
0.36309794,Eswatini,Senegal
0.64237964,France,France
0.7274009,Singapore,Singapore
0.12664026,New Zealand,South Africa
0.09582366,Hungary,Russia
0.3905692,Albania,Greece
0.20039994,Sweden,Sweden
0.91563445,Ireland,United Kingdom
0.23252714,Ghana,Ghana
0.08990045,Montenegro,South Africa
0.14015023,Lithuania,Poland
0.15783389,Dominican Republic,Colombia
0.6165713,Italy,Italy
0.17090127,Luxembourg,United States
0.21752454,Lesotho,Argentina
0.32532895,France,France
0.12425086,Portugal,Japan
0.49634737,Malaysia,Singapore
0.7059774,United Arab Emirates,United Arab Emirates
0.19042726,Luxembourg,Netherlands
0.46384498,Australia,Australia
0.08260896,Slovakia,Russia
0.16694523,United Kingdom,United States
0.31429392,Norway,Norway
0.45955738,Sweden,Sweden
0.15046111,Ghana,Uganda
0.37483957,Canada,United States
0.055986047,France,Argentina
0.8538671,Singapore,Singapore
0.18949252,United Kingdom,United Kingdom
0.16556574,Italy,Japan
0.4856942,Israel,Israel
0.14347951,Canada,Bulgaria
0.36965412,Botswana,Brazil
0.13351756,Denmark,Belgium
0.8402115,Japan,Japan
0.18048245,Costa Rica,Japan
0.50211024,Lesotho,Mexico
0.13953784,Uruguay,United States
0.30036703,United Kingdom,Netherlands
0.19895542,Mongolia,Argentina
0.7324479,United States,United States
0.40132204,Luxembourg,France
0.6619028,Malaysia,Singapore
0.73468405,Australia,Australia
0.11813492,Serbia,Slovakia
0.098081216,Israel,Indonesia
0.21981062,Sweden,Norway
0.27295175,Singapore,Bangladesh
0.39666477,Luxembourg,Germany
0.5226661,Latvia,Romania
0.1423965,Kyrgyzstan,Argentina
