Probabilities,Predicted labels,label,All-Probs
0.24398999,A google streetview image from This image shows the country Italy,France,"[0.0004463506047613919, 7.145677227526903e-05, 0.01146464329212904, 0.017678048461675644, 0.004558893386274576, 0.004242100287228823, 0.03412918373942375, 0.002876728307455778, 0.0004381626204121858, 0.004780915565788746, 0.00039283011574298143, 0.04773309826850891, 0.0531156100332737, 6.819375266786665e-05, 0.02549321949481964, 0.00034262597910128534, 0.004769048187881708, 0.0004133142065256834, 0.00032440785435028374, 0.014986318536102772, 0.056355226784944534, 2.4968741854536347e-05, 0.2439899891614914, 0.0052697011269629, 0.007931910455226898, 5.281831181491725e-05, 0.00020252735703252256, 0.06455997377634048, 6.75007831887342e-05, 0.008637409657239914, 7.924024248495698e-05, 0.0003850058710668236, 0.0011735886801034212, 0.024562692269682884, 0.0005527338362298906, 0.015742627903819084, 0.03622985631227493, 0.00029068475123494864, 5.0175240176031366e-05, 0.00022000957687851042, 0.000323469314025715, 1.302044347539777e-05, 4.9332658818457276e-05, 0.00011007987632183358, 8.733483991818503e-05, 0.005733007565140724, 0.013334371149539948, 0.0005293139256536961, 0.0008882670081220567, 3.582970384741202e-05, 8.747904939809814e-05, 0.00418628565967083, 0.00012650532880797982, 0.0006823113071732223, 0.020702965557575226, 2.0812485672649927e-05, 0.00012369014439173043, 0.0005999468849040568, 0.0843166634440422, 0.0038101952522993088, 0.0023872354067862034, 0.00021319219376891851, 0.025169940665364265, 0.0008640140877105296, 0.0003722824912983924, 0.000854792189784348, 0.00012690044241026044, 0.00833877269178629, 0.0001312447275267914, 3.0306136977742426e-05, 0.005884205922484398, 1.010542382573476e-05, 0.0012331660836935043, 0.0010854459833353758, 0.00703484658151865, 0.00026988392346538603, 0.011616523377597332, 0.019575878977775574, 2.9377415557974018e-05, 0.006089313887059689, 0.0009805549634620547, 0.014784203842282295, 0.012319300323724747, 0.005005494691431522, 9.229519491782412e-05, 0.005234648939222097, 0.03980141505599022]"
0.35979497,A google streetview image from This image shows the country Reunion,United Kingdom,"[0.0012911082012578845, 6.069273149478249e-05, 0.0011515090009197593, 0.23833124339580536, 0.002411431400105357, 2.6240997613058425e-05, 0.00019273915677331388, 6.232928717508912e-05, 0.001659656991250813, 0.005651507060974836, 0.002109627705067396, 0.0014232804533094168, 0.3597949743270874, 2.8986032702960074e-05, 0.0037614493630826473, 0.006123266648501158, 0.00784777756780386, 0.006950782611966133, 0.0014748096000403166, 0.10911412537097931, 2.0053736079717055e-05, 7.642922719242051e-05, 0.005335676483809948, 0.0021863183937966824, 0.00011932414054172114, 0.00033150872332043946, 0.0003925860801246017, 0.036127809435129166, 0.003805701155215502, 0.0034058433957397938, 0.00017146204481832683, 0.0001448804250685498, 0.02363690920174122, 0.005668920930474997, 0.0009868446504697204, 0.00030394853092730045, 0.0006106061046011746, 0.002418764866888523, 5.8012134104501456e-05, 6.474721885751933e-05, 0.0032062132377177477, 0.003912057261914015, 0.00014483206905424595, 0.000272423931164667, 0.002514671301469207, 0.00022534176241606474, 0.0017506550066173077, 3.066689896513708e-05, 0.0015725999837741256, 3.886091144522652e-05, 0.0008723053615540266, 0.0024507236666977406, 0.001700865919701755, 0.0003929741505999118, 0.0019307848997414112, 0.0003466107009444386, 7.505166286136955e-05, 0.0008294546278193593, 0.0005234848358668387, 0.02746284194290638, 0.0009378179674968123, 0.0004654168151319027, 0.015697387978434563, 0.0017647120403125882, 0.003008950036019087, 0.013611282221972942, 0.0018208411056548357, 0.004057542886584997, 0.001792857889086008, 0.00013217327068559825, 0.00016288815822917968, 0.0007458932232111692, 0.00020979699911549687, 0.010897554457187653, 0.019530795514583588, 1.8781804101308808e-05, 7.259315316332504e-05, 0.0019636007491499186, 2.834304905263707e-05, 0.0284410547465086, 0.0005194724071770906, 0.0018611365230754018, 0.0004300437867641449, 0.00010635137732606381, 0.00013203469279687852, 0.005009833257645369, 0.0009935530833899975]"
0.25165,A google streetview image from This image shows the country United Kingdom,Japan,"[0.0024438833352178335, 0.0015498221619054675, 0.002411995315924287, 0.25165000557899475, 0.004735392052680254, 0.01154818944633007, 0.009890151210129261, 0.004366634413599968, 0.00705800112336874, 0.007377869449555874, 0.002001384738832712, 0.004389071371406317, 0.02332157827913761, 0.00035616516834124923, 0.06797955930233002, 0.0029996188823133707, 0.03206683695316315, 0.0021072577219456434, 0.00013626714644487947, 0.0025951717980206013, 0.0017481811810284853, 0.0018283046083524823, 0.0064348094165325165, 0.048189833760261536, 0.021043747663497925, 0.006911685224622488, 0.0022316756658256054, 0.05036485567688942, 0.013166881166398525, 0.004345613531768322, 0.003361740615218878, 0.002072305651381612, 0.023497052490711212, 0.0038453403394669294, 0.015263336710631847, 0.015423886477947235, 0.003942766692489386, 0.009845638647675514, 0.0012192080030217767, 0.0065955412574112415, 0.004412018693983555, 0.021763864904642105, 0.000982627272605896, 0.002902233274653554, 0.0007387989899143577, 0.007841023616492748, 0.0038449077401310205, 0.0037022619508206844, 0.01765812560915947, 0.0006946585490368307, 0.00017451985331717879, 0.011067638173699379, 0.004445520229637623, 0.004009297117590904, 0.0016037775203585625, 0.0006534556741826236, 0.0008055890793912113, 0.0011289065005257726, 0.0010412419214844704, 0.003548816777765751, 0.016000019386410713, 0.007973209954798222, 0.0016774649266153574, 0.0009428841294720769, 0.004347189329564571, 0.00439958181232214, 0.0006977632292546332, 0.02644122950732708, 0.0023591252975165844, 0.0017681102035567164, 0.010686422698199749, 0.0006593223661184311, 0.04453984275460243, 0.0011362208751961589, 0.0026639248244464397, 0.029548566788434982, 0.005404872819781303, 0.015102585777640343, 0.0009244320099242032, 0.0056129260919988155, 0.002211059210821986, 0.0012814212823286653, 0.0062705278396606445, 0.0034815375693142414, 0.013409172184765339, 0.01271030493080616, 0.0024137257132679224]"
0.50948095,A google streetview image from This image shows the country Italy,Brazil,"[0.0009652131702750921, 4.676363005273743e-06, 0.00732379499822855, 0.0029880967922508717, 0.0008746325620450079, 0.00013808795483782887, 0.001645585522055626, 0.00498242536559701, 0.00040348348557017744, 0.04887140169739723, 0.0005612679524347186, 0.010195348411798477, 0.0031978939659893513, 5.932904514338588e-06, 0.010500902310013771, 6.264045077841729e-05, 0.00021723956160712987, 0.0005644769407808781, 1.5863472071941942e-05, 0.0008091744966804981, 0.04912222921848297, 9.330819011665881e-05, 0.5094809532165527, 0.0047203972935676575, 0.0009347924496978521, 0.0005078299436718225, 0.0016878288006410003, 0.08769653737545013, 7.600007666042075e-05, 0.0016267923638224602, 0.0004030335112474859, 0.001877100090496242, 0.00768256513401866, 0.00700803566724062, 0.0006278892979025841, 0.0029017641209065914, 0.00028705006116069853, 0.0027785904239863157, 0.0002569755306467414, 0.003972903825342655, 0.003568679327145219, 3.1552917789667845e-05, 1.7391706933267415e-05, 0.00037394993705675006, 4.200310286250897e-05, 0.0044841761700809, 0.0034208812285214663, 6.81322708260268e-05, 0.0013611790491268039, 3.365369775565341e-05, 2.328825939912349e-05, 0.001562463934533298, 0.0006523339543491602, 0.0008321577915921807, 0.012336231768131256, 7.394813292194158e-05, 6.424222374334931e-05, 0.0002879779494833201, 0.022061871364712715, 0.0012392376083880663, 0.0022192862816154957, 0.00015799344691913575, 0.015905125066637993, 0.0007919178460724652, 1.5843213986954652e-05, 0.0030672771390527487, 2.1289222786435857e-05, 0.012230661697685719, 0.00067935447441414, 6.317667430266738e-05, 0.0012087611248716712, 2.778884481813293e-05, 0.013036518357694149, 0.00017470677266828716, 0.0024055596441030502, 3.7934776628389955e-05, 0.008097738958895206, 0.0015480206348001957, 4.042790169478394e-05, 0.0009700485970824957, 0.0017067344160750508, 0.010808765888214111, 0.0076353223994374275, 0.007393494714051485, 0.0007678811089135706, 0.006374102085828781, 0.07200825959444046]"
0.32709163,A google streetview image from This image shows the country Eswatini,Japan,"[0.32709163427352905, 0.00010981243394780904, 0.00024262418446596712, 0.0008648627554066479, 0.00017461771494708955, 5.870576205779798e-05, 0.00017943911370821297, 3.3132982935057953e-06, 0.002745688194409013, 0.00013420132745523006, 0.006366612855345011, 0.00024643883807584643, 0.002567565068602562, 0.04387382045388222, 5.455804421217181e-05, 0.0043514687567949295, 0.0009911502711474895, 0.1108638197183609, 1.324355343967909e-05, 0.0006087124347686768, 3.0224669899325818e-05, 0.0019718974363058805, 6.128675886429846e-05, 2.2373073079506867e-05, 5.918660008319421e-06, 0.003744002664461732, 0.00906043965369463, 8.259832975454628e-05, 0.0008833600440993905, 0.00091906962916255, 0.013767067342996597, 0.007117739878594875, 0.032119594514369965, 0.0002546028408687562, 2.893253622460179e-05, 0.0017275569261983037, 9.023040911415592e-05, 0.0005177053972147405, 0.0012927480274811387, 0.011078998446464539, 0.03481578081846237, 0.00022671464830636978, 0.004310915246605873, 0.002506399294361472, 0.00022976892068982124, 4.6253378968685865e-05, 4.371821341919713e-05, 9.420834976481274e-05, 0.04681367427110672, 5.992074511596002e-05, 4.137657379033044e-05, 1.158921168098459e-05, 0.01577625423669815, 0.004426920786499977, 2.409702392469626e-05, 0.023767855018377304, 0.001272118533961475, 0.08981844782829285, 2.578791645646561e-05, 0.00011000194353982806, 6.91583045409061e-05, 0.0016117349732667208, 6.526405923068523e-05, 1.9566319679142907e-05, 0.000138304807478562, 0.004775553941726685, 0.04653484746813774, 2.6260348022333346e-05, 0.012673601508140564, 0.002339061116799712, 0.0004426091618370265, 0.0009643936064094305, 0.0008908998570404947, 0.06535210460424423, 7.198873936431482e-05, 2.7209533072891645e-05, 0.0002780352660920471, 3.697670399560593e-05, 0.008175157941877842, 0.0007796829449944198, 0.024953387677669525, 0.0006005773902870715, 0.0005853851907886565, 1.6950494682532735e-05, 0.01746865175664425, 5.1624771003844216e-05, 0.0003105318464804441]"
0.41541424,A google streetview image from This image shows the country Italy,Slovenia,"[0.0004108418070245534, 8.680805876792874e-06, 0.011741183698177338, 0.0003421031578909606, 0.0004090996226295829, 1.0058701263915282e-05, 5.056407462689094e-05, 0.0028608182910829782, 1.513190090918215e-05, 0.016635151579976082, 0.0007107217679731548, 0.03744758665561676, 0.0004074129683431238, 1.1300923574708577e-07, 2.6470836019143462e-05, 4.962685488862917e-05, 9.486299677519128e-05, 3.640965951490216e-05, 3.2707637728890404e-05, 0.0002917964884545654, 0.0677938163280487, 4.8042878916021436e-05, 0.4154142439365387, 0.0018166856607422233, 9.505443449597806e-05, 0.004606551490724087, 0.0014566273894160986, 0.030115244910120964, 0.0001825155777623877, 0.000701826938893646, 0.01395039539784193, 0.0015978922601789236, 0.00012778487871401012, 0.010152913630008698, 3.5128141462337226e-05, 0.0003275478957220912, 3.842825390165672e-05, 0.0002736754540819675, 0.00041974958730861545, 0.002272843848913908, 0.0016466351225972176, 0.0009366205194965005, 7.483183435397223e-05, 0.006813484709709883, 4.5039403630653396e-05, 0.002653526607900858, 0.004865413531661034, 6.823842704761773e-05, 0.004919264931231737, 0.0004707629850599915, 5.120664809510345e-06, 6.236093759071082e-05, 0.0007698055705986917, 0.0003621422511059791, 0.05876944586634636, 5.454655911307782e-05, 7.226765319501283e-06, 0.00021387329616118222, 0.028765231370925903, 0.0004147295840084553, 0.00040787170291878283, 0.011397105641663074, 0.014658253639936447, 0.00029352467390708625, 3.535896439643693e-06, 0.00014003539399709553, 7.647473830729723e-05, 0.0012035074178129435, 1.835757757362444e-05, 1.4975533304095734e-05, 8.85266563273035e-05, 1.9452363630989566e-05, 0.00011066349543398246, 0.00015369000902865082, 0.020911050960421562, 5.046247224527178e-07, 0.00962089467793703, 0.00014488128363154829, 0.0019539697095751762, 0.0005054905777797103, 0.0007222886779345572, 0.026606330648064613, 0.0013020316837355494, 0.006271586287766695, 0.0002696371520869434, 0.008228026330471039, 0.15995070338249207]"
0.5505941,A google streetview image from This image shows the country Botswana,South Africa,"[0.21173270046710968, 0.00024044830934144557, 8.319630433106795e-05, 6.34482130408287e-05, 4.792694380739704e-05, 8.88333215698367e-06, 1.4671525605081115e-05, 4.504479704792175e-07, 0.0008330909186042845, 0.0016669104807078838, 4.4177722884342074e-05, 0.00019805162446573377, 0.000650986039545387, 0.5505940914154053, 2.0769907678186428e-06, 0.004333626478910446, 0.0003081299364566803, 0.014338736422359943, 0.00023004866670817137, 0.0016064803348854184, 7.164715611907013e-07, 0.0006583532667718828, 7.630416803294793e-05, 5.767331572315015e-07, 4.305804850446293e-06, 8.47055434860522e-06, 3.9776052290108055e-05, 8.077993697952479e-05, 1.7199482726937276e-07, 0.00032263051252812147, 6.9249770604074e-05, 0.0003420511493459344, 0.002697958843782544, 0.00016725021123420447, 8.531618732376955e-06, 0.0001399220054736361, 3.0784776754444465e-05, 0.004444865509867668, 2.122538717230782e-05, 4.899410851066932e-05, 0.0011894300114363432, 6.976940767344786e-07, 0.0002550377685111016, 2.0287573079258436e-06, 0.0008812462328933179, 1.7972226487472653e-05, 0.00021417101379483938, 0.0002062465500785038, 2.658271841937676e-05, 7.274661129486049e-06, 4.652695861295797e-05, 3.852184090646915e-05, 0.00018663161608856171, 0.009266935288906097, 2.2441921828431077e-05, 5.4565214668400586e-05, 0.013373179361224174, 0.0013402537442743778, 0.00024051344371400774, 0.00013158252113498747, 2.8307522370596416e-05, 2.1162892153370194e-05, 0.0004102954117115587, 0.00016901492199394852, 0.00014202356396708637, 0.007747748401015997, 0.0024242489598691463, 4.6703512452950235e-06, 0.15473096072673798, 0.003121156245470047, 4.90194397571031e-05, 1.2103323570045177e-05, 2.4318649593624286e-05, 0.003656023647636175, 0.0004549332952592522, 7.409515092149377e-06, 6.233683234313503e-05, 7.484286470571533e-05, 0.000135994196170941, 0.000497500179335475, 0.0006051075761206448, 0.0004446152306627482, 0.0001229580375365913, 2.587589506219956e-06, 7.841925253160298e-05, 0.0010602198308333755, 0.0002492191852070391]"
0.15415797,A google streetview image from This image shows the country Italy,Canada,"[0.0073525505140423775, 0.0002909507311414927, 0.050501707941293716, 0.017156895250082016, 0.007398636545985937, 0.00030219426844269037, 0.007124297320842743, 0.0027717645280063152, 0.00022460169566329569, 0.002541196532547474, 0.0019200111273676157, 0.028000453487038612, 0.0018105979543179274, 0.0006814613589085639, 0.0032855805475264788, 0.0024935570545494556, 0.003675551386550069, 0.0015652870060876012, 0.00015257112681865692, 0.00839196052402258, 0.018253948539495468, 0.0010063376976177096, 0.15415796637535095, 0.000858664105180651, 0.00020402335212565958, 0.0066260891035199165, 0.06262638419866562, 0.0262248907238245, 0.003551855217665434, 0.027592910453677177, 0.06766027212142944, 0.0020007004495710135, 0.005126303061842918, 0.012292999774217606, 0.008022417314350605, 0.016461433842778206, 0.0035901882220059633, 0.000176014713360928, 0.013418937101960182, 0.0016123492969200015, 0.003927288111299276, 0.0002162566379411146, 0.0029817514587193727, 0.017264239490032196, 0.0006996685988269746, 0.008062699809670448, 0.03791099414229393, 0.00380836077965796, 0.0035413161385804415, 3.46518172591459e-05, 0.0004909168346785009, 0.008434822782874107, 0.00229736533947289, 0.0025504124350845814, 0.006818270776420832, 0.0008011984173208475, 6.220177601790056e-05, 0.0030905113089829683, 0.01181090623140335, 0.0007108114659786224, 0.004317397717386484, 0.0024501734878867865, 0.0030461628921329975, 0.001689714496023953, 0.0013572602765634656, 0.002091280184686184, 0.0028122577350586653, 0.023103469982743263, 0.00042986610787920654, 0.0001100602385122329, 0.008090119808912277, 0.001376400818116963, 0.004052966367453337, 0.0020907975267618895, 0.003933180123567581, 0.00025976248434744775, 0.03269902616739273, 0.001394310500472784, 0.002778285415843129, 0.003536185948178172, 0.008803173899650574, 0.04140188544988632, 0.05518227443099022, 0.006623688153922558, 0.0013946295948699117, 0.0012459007557481527, 0.08910856395959854]"
0.21566229,A google streetview image from This image shows the country Italy,Italy,"[0.000980324693955481, 2.40091703744838e-05, 0.03709162399172783, 0.0006383573054336011, 0.00020196368859615177, 0.0005181421292945743, 0.0019213786581531167, 0.011291136965155602, 0.00018328844453208148, 0.010293765924870968, 0.0002623583422973752, 0.0456610843539238, 0.000656929740216583, 1.2937409337610006e-05, 0.00015494873514398932, 7.242988795042038e-05, 0.00045151973608881235, 0.00021588829986285418, 1.570591666677501e-05, 0.0005341636715456843, 0.11978712677955627, 0.00013395046698860824, 0.21566228568553925, 0.0014301204355433583, 0.0006369659095071256, 0.0007704980671405792, 0.014573018997907639, 0.1708771139383316, 3.6634828575188294e-05, 0.0036918113473802805, 0.005723903421312571, 0.002085807966068387, 0.006248177960515022, 0.007439905311912298, 0.00024664110969752073, 0.006319177336990833, 0.0009693175088614225, 0.0013545482652261853, 0.00040832351078279316, 0.00440312409773469, 0.0035480516962707043, 9.42558983751951e-07, 0.00033361627720296383, 0.00036055600503459573, 3.142353307339363e-05, 0.00850529596209526, 0.02825153060257435, 7.842046034056693e-05, 0.0004383379709906876, 1.5598145182593726e-05, 1.4943068435968598e-06, 0.0017147572943940759, 0.003224800108000636, 0.0015951712848618627, 0.008811848238110542, 8.508013706887141e-05, 5.762432010669727e-06, 0.0005618921713903546, 0.06375426799058914, 6.341181870084256e-05, 0.0011012040777131915, 9.89181935437955e-05, 0.001813405309803784, 0.00022824846382718533, 9.464686627325136e-06, 0.0038734450936317444, 6.592917634407058e-05, 0.004669398069381714, 7.925849786261097e-05, 8.41831206344068e-05, 0.003934352658689022, 1.930122380144894e-05, 0.0012678795028477907, 8.964563312474638e-05, 0.0009536019060760736, 5.8542518672766164e-05, 0.06732123345136642, 0.004105431493371725, 0.0018407892202958465, 0.0003809203626587987, 0.008764177560806274, 0.03013722039759159, 0.004785548429936171, 0.027041740715503693, 0.001781658036634326, 0.008881297893822193, 0.0312504842877388]"
0.16483726,A google streetview image from This image shows the country Albania,United States,"[0.0023322675842791796, 6.986374046391575e-06, 0.0030305692926049232, 0.00019253321806900203, 0.008456314913928509, 0.00028207615832798183, 0.005720552522689104, 9.742994006955996e-05, 0.0011079775867983699, 0.019041014835238457, 0.09449734538793564, 0.0013108337298035622, 0.0026179361157119274, 0.0011338111944496632, 7.606224244227633e-05, 0.011695372872054577, 0.0017369934357702732, 0.0013042970094829798, 4.3853426177520305e-05, 0.028923094272613525, 0.009394611231982708, 0.0012598064495250583, 0.03765668720006943, 3.455922706052661e-05, 0.00011466681462479755, 0.0014459987869486213, 0.0024039163254201412, 0.006885106209665537, 0.0013433507410809398, 0.002556267660111189, 0.026406701654195786, 0.03125203028321266, 0.11027795821428299, 0.002434053458273411, 0.0002423027908662334, 0.005133859347552061, 0.0018141281325370073, 0.0032126381993293762, 0.002377750352025032, 0.01144396886229515, 0.038072969764471054, 8.414764306508005e-05, 0.003745981492102146, 0.004883994348347187, 0.00022549806453753263, 0.0006188232800923288, 0.001199573278427124, 0.00020693338592536747, 0.0015261113876476884, 7.82803999754833e-06, 0.00021553240367211401, 0.0009541112231090665, 0.003830107394605875, 0.04950123652815819, 0.011352183297276497, 0.0004800987080670893, 2.3210984636534704e-06, 0.0008658514707349241, 0.023695342242717743, 0.0023151508066803217, 0.0004903097869828343, 7.792796532157809e-05, 0.02022090181708336, 0.01432283129543066, 0.00034245202550664544, 0.02029048278927803, 0.004611240234225988, 0.00047687525511719286, 0.0003913588880095631, 0.0005307340179570019, 0.0023323209024965763, 0.0004527399141807109, 0.0007450678967870772, 0.009708740748465061, 0.0013743893941864371, 6.310820481303381e-06, 0.003934645559638739, 0.0011929927859455347, 0.0022321564611047506, 0.021951718255877495, 0.12080863118171692, 0.005736023187637329, 0.005355666391551495, 0.0013739332789555192, 0.006754743866622448, 0.004366051405668259, 0.16483725607395172]"
