Probabilities,Predicted labels,label,All-Probs
0.4009149,A google streetview image from This image shows the country Uruguay,Australia,"[0.021671703085303307, 3.290714857939747e-06, 0.00010964987450279295, 0.000971229572314769, 0.0025103329680860043, 9.701621820568107e-06, 0.00017605011817067862, 5.526173026737524e-06, 0.1743302047252655, 0.007386445999145508, 0.03804460167884827, 4.990807792637497e-05, 0.012959414161741734, 0.002817645436152816, 7.784376794006675e-05, 0.004502653609961271, 0.00021884356101509184, 0.0023144453298300505, 1.816294388845563e-05, 0.015088049694895744, 3.737001316039823e-05, 0.005774424411356449, 0.000380560290068388, 4.804208401765209e-06, 1.4633303180744406e-05, 0.001281644101254642, 0.0018463139422237873, 0.0007285017636604607, 0.001087847864255309, 0.00014993421791587025, 0.003879043273627758, 0.008458658121526241, 0.40091490745544434, 0.0001166420042864047, 9.007036715047434e-05, 0.000291394186206162, 0.00034538237378001213, 0.023770088329911232, 0.0012894512619823217, 0.018875086680054665, 0.051807064563035965, 0.00012352461635600775, 0.0014920340618118644, 0.0010194446658715606, 0.0002414687623968348, 3.846723848255351e-05, 5.211550887906924e-05, 1.3796781786368228e-05, 0.0037221095990389585, 2.3767727270751493e-06, 9.382214193465188e-05, 0.00018827857275027782, 0.0046956841833889484, 0.018604159355163574, 0.00014802442456129938, 0.0007182724075391889, 2.7105221306555904e-05, 0.0005338593036867678, 0.00024911813670769334, 0.0010444206418469548, 7.455113518517464e-05, 8.032903861021623e-05, 0.0011108218459412456, 0.0013263036962598562, 0.0003236464108340442, 0.03939319774508476, 0.0033488841727375984, 5.822661114507355e-05, 0.008402426727116108, 0.0011297640157863498, 0.00017952478083316237, 0.0004416403826326132, 0.03892860561609268, 0.003938724286854267, 0.00017801427748054266, 1.0627340998325963e-05, 9.586075611878186e-05, 0.00010385441419202834, 0.0009629676933400333, 0.00612248107790947, 0.043533243238925934, 0.00038728310028091073, 0.00010370160453021526, 8.553641237085685e-05, 0.010478811338543892, 0.0008632728131487966, 0.0009201065986417234]"
0.054673333,A google streetview image from This image shows the country Eswatini,Japan,"[0.05467333272099495, 0.002118314616382122, 0.014789354987442493, 0.011277790181338787, 0.002473973436281085, 0.028051510453224182, 0.028673768043518066, 0.004766889847815037, 0.005215590354055166, 0.009218825027346611, 0.01537224929779768, 0.01728549599647522, 0.013128910213708878, 0.005002188496291637, 0.00318615953437984, 0.006861310452222824, 0.03751853108406067, 0.0077879298478364944, 0.0003607443650253117, 0.04532388225197792, 0.006193666718900204, 0.002154025947675109, 0.01673598401248455, 0.0033624449279159307, 0.011594533920288086, 0.0010349925141781569, 0.0040608677081763744, 0.02224375307559967, 0.0005145629402250051, 0.03646755963563919, 0.008326608687639236, 0.010392243042588234, 0.012394973076879978, 0.013556857593357563, 0.005490508861839771, 0.04385323449969292, 0.05227075517177582, 0.004828786943107843, 0.0014085202710703015, 0.011241902597248554, 0.012979071587324142, 0.00039427485899068415, 0.0019102622754871845, 0.001192558091133833, 0.0011254620039835572, 0.012347685173153877, 0.011252093128859997, 0.006092968862503767, 0.00695158401504159, 0.002016500337049365, 0.00016561980010010302, 0.007423856761306524, 0.009285389445722103, 0.016212349757552147, 0.00720937829464674, 0.0004503206582739949, 0.0011939009418711066, 0.008380078710615635, 0.011140787973999977, 0.0022975148167461157, 0.0127880172803998, 0.003678196342661977, 0.005766045302152634, 0.0011223664041608572, 0.0005430039600469172, 0.007987257093191147, 0.002238410757854581, 0.006149113643914461, 0.0027388150338083506, 0.0016247878083959222, 0.042478565126657486, 0.0009694726322777569, 0.00853752437978983, 0.005030202679336071, 0.007379808463156223, 0.0018887239275500178, 0.032285675406455994, 0.03217815235257149, 0.002704780548810959, 0.006612543482333422, 0.014683754183351994, 0.02329844981431961, 0.024841787293553352, 0.008411192335188389, 0.01272895559668541, 0.006227283738553524, 0.02387189492583275]"
0.34969908,A google streetview image from This image shows the country Mexico,Greece,"[0.0031026415526866913, 0.01929173804819584, 0.002913650358095765, 4.119942968827672e-05, 4.730290675070137e-05, 0.00013495587336365134, 0.00016195383796002716, 7.290383655345067e-05, 0.0002830136218108237, 0.000247431977186352, 0.009762601926922798, 0.005933300592005253, 0.00030705079552717507, 0.0005083766882307827, 4.1685771066113375e-06, 0.00011679033923428506, 0.0018973374972119927, 0.00013727290206588805, 7.373774133156985e-05, 0.008005554787814617, 6.64525359752588e-05, 0.06059243157505989, 0.00041935418266803026, 8.188367814909725e-07, 0.0005586728220805526, 0.00020832840527873486, 0.008133732713758945, 0.0001659270201344043, 1.6489800600538729e-06, 0.0002943645231425762, 0.010614236816763878, 0.15040139853954315, 0.0053043123334646225, 0.0015123806660994887, 7.976019333000295e-06, 0.0004216030356474221, 0.0125590730458498, 0.061295218765735626, 0.0035754533018916845, 0.004940636921674013, 0.0019970128778368235, 3.0259295726864366e-06, 0.0032028276473283768, 0.0002303892542840913, 3.3482057915534824e-05, 0.00020691110694315284, 6.621165084652603e-05, 0.05540604516863823, 0.0012287714052945375, 0.0004026956157758832, 9.016857075039297e-05, 3.9799018850317225e-05, 0.011790689080953598, 0.34969907999038696, 0.00018260609067510813, 9.647192200645804e-06, 0.0012807309394702315, 0.00012186690582893789, 0.0004209409235045314, 4.6040076995268464e-05, 4.097396958968602e-05, 0.0015808282187208533, 0.0022293166257441044, 0.0011392621090635657, 4.5524266170104966e-05, 0.01926342584192753, 0.00028047076193615794, 1.8590344552649185e-05, 0.0002418182702967897, 0.09736238420009613, 0.00013192796905059367, 7.187682513176696e-06, 0.00048765778774395585, 0.0008940891711972654, 0.002591681433841586, 0.00047642120625823736, 0.0011955362278968096, 0.0003801549901254475, 0.00758186262100935, 6.726729043293744e-05, 0.017126578837633133, 0.0024847444146871567, 0.00021533129620365798, 0.00027555529959499836, 0.029973240569233894, 0.0006118956371210515, 0.01272030733525753]"
0.13483928,A google streetview image from This image shows the country Guatemala,Indonesia,"[0.020974604412913322, 0.00013337242125999182, 0.00298991147428751, 0.017311057075858116, 0.00015115062706172466, 0.0010691015049815178, 0.00043677364010363817, 0.020843476057052612, 0.0017563612200319767, 0.003414879087358713, 0.03734537586569786, 0.007786647882312536, 0.0050251176580786705, 1.742897256917786e-05, 0.03216401860117912, 0.0004895636811852455, 0.005519264377653599, 0.004085422959178686, 0.0002378264325670898, 0.0018693194724619389, 0.010060423985123634, 0.02847563847899437, 0.014042630791664124, 0.011429041624069214, 0.007481378968805075, 0.030181776732206345, 0.009912993758916855, 0.012809100560843945, 0.0016392584657296538, 0.0023598612751811743, 0.00720482412725687, 0.1348392814397812, 0.00043850988731719553, 0.0016963663510978222, 0.0018626782111823559, 0.0004434868460521102, 0.0021483502350747585, 0.0065933335572481155, 0.028971271589398384, 0.10406939685344696, 0.013547802343964577, 0.006629841402173042, 0.0008437277283519506, 0.011979815550148487, 0.006237492430955172, 0.013108784332871437, 0.001055167755112052, 0.0007522398373112082, 0.043038081377744675, 0.023825164884328842, 0.00010100983490701765, 0.0003012607048731297, 0.06066575646400452, 0.01187992561608553, 0.014175786636769772, 0.00092844053870067, 0.0016645521391183138, 0.0008874597842805088, 0.0014602325391024351, 0.000823675247374922, 0.0031819853466004133, 0.005721748806536198, 0.003606610931456089, 0.00010151587048312649, 8.500009425915778e-05, 0.004393171053379774, 0.0007429699180647731, 0.001834370195865631, 0.0005546467727981508, 0.005438497290015221, 0.0008674211567267776, 0.0018693729070946574, 0.032368339598178864, 0.004574121441692114, 0.00457399059087038, 0.008120433427393436, 0.008282269351184368, 0.0017375685274600983, 0.0053818561136722565, 0.0011129158083349466, 0.009368818253278732, 0.0050306799821555614, 0.002260061213746667, 0.009772364981472492, 0.07188191264867783, 0.0019325207686051726, 0.011018361896276474]"
0.23102346,A google streetview image from This image shows the country Israel,Spain,"[0.002036872087046504, 0.00016655560466460884, 0.0022231400944292545, 0.000960403005592525, 0.05789025500416756, 8.819690265227109e-05, 0.0006133918068371713, 0.0028013004921376705, 0.0010366562055423856, 0.08743426203727722, 0.007235318887978792, 0.0024531532544642687, 0.01954714022576809, 0.0003124109352938831, 0.00013264946755953133, 0.12984749674797058, 0.0009049881482496858, 0.0005388872814364731, 0.0016990486765280366, 0.01845053769648075, 0.0028045829385519028, 0.001475492026656866, 0.021505627781152725, 0.0029415220487862825, 0.0003389669000171125, 0.001350577687844634, 0.00029887203709222376, 0.031830210238695145, 0.0015802235575392842, 0.0013858531601727009, 0.0007529064314439893, 0.0006710232701152563, 0.007836416363716125, 0.004944940097630024, 0.0002775017637759447, 0.0006041528540663421, 0.0005531416973099113, 0.007024331018328667, 7.335274858633056e-05, 0.0003323149576317519, 0.004093678202480078, 0.005283506587147713, 6.690804002573714e-05, 0.00011875843483721837, 0.0005644141347147524, 0.00046972741256468, 0.0019453956047073007, 0.00025083828950300813, 0.008300303481519222, 0.00018597710004542023, 0.0007079528295435011, 0.001187684596516192, 0.0008223807672038674, 0.009262784384191036, 0.009612501598894596, 0.00012933762627653778, 7.624148565810174e-05, 0.00014038797235116363, 0.009602935053408146, 0.03162989020347595, 0.0008788728737272322, 0.005757407750934362, 0.034883782267570496, 0.09218848496675491, 0.004357232712209225, 0.0038870251737535, 0.002224285388365388, 0.001156804384663701, 0.002076412085443735, 0.0003839240234810859, 0.00011960270057898015, 0.00022030717809684575, 0.0013044438092038035, 0.007774498779326677, 0.0041456641629338264, 0.00017458174261264503, 0.002977575408294797, 0.0009435388492420316, 0.00015097354480531067, 0.23102346062660217, 0.0020898657385259867, 0.00522315688431263, 0.0007854758878238499, 0.0051470170728862286, 0.0009946139762178063, 0.06870338320732117, 0.011021312326192856]"
0.16108677,A google streetview image from This image shows the country Ireland,United Kingdom,"[0.03856353461742401, 4.353160329628736e-05, 0.0023121510166674852, 0.11234713345766068, 0.007222968153655529, 2.6787905881064944e-05, 0.0002657697186805308, 0.0014770779525861144, 0.001056498265825212, 0.030591804534196854, 0.01292510237544775, 0.010268923826515675, 0.01338791474699974, 0.0009034537361003458, 0.161086767911911, 0.0024754242040216923, 0.00012878137931693345, 0.08780699223279953, 0.00028299837140366435, 0.000514925573952496, 0.002808020915836096, 0.000734867004211992, 0.009765519760549068, 0.016160152852535248, 0.0011489548487588763, 0.07392384111881256, 0.014153974130749702, 0.033842798322439194, 0.0019521431531757116, 0.0004378643643576652, 0.010861836373806, 0.003052149899303913, 0.006509545724838972, 0.0026065176352858543, 0.0028674593195319176, 0.0006630592397414148, 3.7610279832733795e-05, 0.0017077536322176456, 0.0039937435649335384, 0.015544654801487923, 0.0071189794689416885, 0.0030447598546743393, 0.0018951953388750553, 0.004053441807627678, 0.005293959751725197, 0.0011827029520645738, 0.0019815615378320217, 0.00019993966270703822, 0.03483898565173149, 0.0011879978701472282, 9.45221254369244e-05, 0.0033886185847222805, 0.0143048744648695, 0.0027207706589251757, 0.005930287763476372, 0.021300381049513817, 0.0009254537289962173, 0.006441393867135048, 0.0064851692877709866, 0.004678662400692701, 0.0011920654214918613, 0.0036891100462526083, 0.0033240721095353365, 0.002391770016402006, 0.0002680309989955276, 0.00122540513984859, 0.0014141338178887963, 0.0027743696700781584, 0.002018025377765298, 0.00030996924033388495, 0.00018971618555951864, 0.001853215042501688, 0.03505321219563484, 0.0014614074025303125, 0.009358365088701248, 0.0005713094142265618, 0.0033466883469372988, 0.0016062975628301501, 0.007596391718834639, 0.017627038061618805, 0.04384355992078781, 0.0020030008163303137, 0.0006524682394228876, 0.000886011403053999, 0.012372991070151329, 0.011038906872272491, 0.018403835594654083]"
0.2708303,A google streetview image from This image shows the country France,Spain,"[0.0013273981167003512, 4.610151154338382e-05, 0.0037779163103550673, 0.005694346968084574, 0.009337316267192364, 0.000883403408806771, 0.0029233258683234453, 0.0008452177862636745, 0.0010312894592061639, 0.24678106606006622, 0.00022817128046881407, 0.003608641680330038, 0.0010267614852637053, 0.0007579952944070101, 0.000292660464765504, 0.005540772341191769, 0.000938684563152492, 0.0001356457214569673, 0.00013206749281380326, 0.0025655075442045927, 0.002541632391512394, 0.00012684465036727488, 0.05195861682295799, 0.0030422720592468977, 0.0013802651083096862, 0.00010582169488770887, 8.521292329533026e-05, 0.27083030343055725, 1.2926522686029784e-05, 0.0016395869897678494, 0.00037968409014865756, 3.052894680877216e-05, 0.01788153499364853, 0.001199629856273532, 0.015643952414393425, 0.006189023144543171, 0.00021074237884022295, 0.002053143922239542, 9.213393241225276e-06, 4.7805497160879895e-05, 0.004210328217595816, 2.915493860200513e-05, 4.017274113721214e-05, 2.7154510462423787e-05, 0.000131528518977575, 0.0018556644208729267, 0.010869410820305347, 7.73372667026706e-05, 0.0007040271884761751, 1.55837039983453e-06, 5.503586362465285e-05, 0.019244996830821037, 0.00038667747867293656, 0.001025497098453343, 0.0027354727499186993, 1.2198827789688949e-05, 5.107334436615929e-05, 0.00023169108317233622, 0.02529929205775261, 0.0001927539415191859, 0.0037501039914786816, 0.00011801885557360947, 0.0036396372597664595, 0.0013982171658426523, 0.0003556259034667164, 0.0049210200086236, 0.00015149268438108265, 0.01828206516802311, 0.0017576819518581033, 0.00017883357941173017, 0.0021962206810712814, 8.48256422614213e-06, 0.0006072405376471579, 0.0001241615682374686, 0.0028394872788339853, 0.00019832032558042556, 0.006204092409461737, 0.017401665449142456, 6.410824425984174e-05, 0.00703081488609314, 0.0003196394827682525, 0.007188915740698576, 0.005102325230836868, 0.0016729808412492275, 0.00011138478294014931, 0.18088185787200928, 0.0030715474858880043]"
0.36205462,A google streetview image from This image shows the country United Kingdom,United Kingdom,"[0.0027333302423357964, 1.089910620066803e-05, 0.009379659779369831, 0.36205461621284485, 0.0005160795408301055, 0.0011398171773180366, 0.003478164318948984, 0.013039815239608288, 0.00030648347456008196, 0.013423957861959934, 0.0006310500320978463, 0.006964855827391148, 0.04664591699838638, 3.6289370655140374e-06, 0.02013392187654972, 0.0005421532550826669, 0.0019190962193533778, 0.0008042899426072836, 2.671533184184227e-05, 0.004385504871606827, 0.006047467701137066, 6.172008579596877e-05, 0.032695919275283813, 0.03791317343711853, 0.0016742200823500752, 0.0019216309301555157, 0.0011066235601902008, 0.12563112378120422, 0.0024361570831388235, 0.005215371493250132, 0.0046478756703436375, 0.0005804220563732088, 0.0007540171500295401, 0.005472922697663307, 0.009513657540082932, 0.007975991815328598, 0.0013620428508147597, 0.0004326794296503067, 0.00034427587524987757, 0.0049980403855443, 0.0024985994677990675, 0.004296754486858845, 0.00017836967890616506, 0.001773811411112547, 0.0008520195260643959, 0.010525397025048733, 0.011162931099534035, 0.00017056323122233152, 0.026100393384695053, 0.0002656646247487515, 5.881682227482088e-05, 0.007913936860859394, 0.0011774509912356734, 0.00021836516680195928, 0.0035030378494411707, 0.0005852288450114429, 6.338108505588025e-05, 0.0021138626616448164, 0.002226870274171233, 0.0013378300936892629, 0.019694847986102104, 0.0034014962147921324, 0.002578808693215251, 0.00015120550233405083, 0.0001745307818055153, 0.00036720186471939087, 0.0006289927405305207, 0.07067957520484924, 0.00029804144287481904, 1.3455595762934536e-05, 0.004563231486827135, 0.0017821401124820113, 0.008130930364131927, 0.002550189383327961, 0.0032035568729043007, 5.6005454098340124e-05, 0.006419324781745672, 0.004701281897723675, 0.0005211252137087286, 0.0009191746357828379, 0.0007776140118949115, 0.006720840930938721, 0.022172588855028152, 0.012014903128147125, 0.00042618915904313326, 0.0015739514492452145, 0.009530129842460155]"
0.19943853,A google streetview image from This image shows the country Uruguay,Brazil,"[0.04423316940665245, 0.00012944714399054646, 0.002626502187922597, 0.004161046352237463, 0.01822900027036667, 0.0035598441027104855, 0.005036806222051382, 3.40865517500788e-05, 0.03364928066730499, 0.05272282287478447, 0.005580279044806957, 0.0020308969542384148, 0.0012695727637037635, 0.06308519095182419, 0.0005181714077480137, 0.034023988991975784, 0.005561217200011015, 0.018031030893325806, 0.0007211036281660199, 0.016942592337727547, 0.0002813742321450263, 0.0005157359992153943, 0.002589078852906823, 0.000536666251718998, 0.00071709044277668, 0.002713010413572192, 0.001696334220468998, 0.015440358780324459, 0.00018188243848271668, 0.00966902170330286, 0.007605270948261023, 0.0017358663026243448, 0.19943852722644806, 0.0027106828056275845, 0.0031388981733471155, 0.015183331444859505, 0.0067225308157503605, 0.005105460062623024, 0.0002876592334359884, 0.0037955758161842823, 0.0458688922226429, 5.334493107511662e-05, 0.002934347605332732, 0.0004910975694656372, 0.0009730624733492732, 0.0012868210906162858, 0.011333678849041462, 0.0003070725651923567, 0.004728412255644798, 1.6094531019916758e-05, 0.00010658577230060473, 0.017999829724431038, 0.002728048013523221, 0.026607047766447067, 0.0009730049641802907, 0.0005043167620897293, 0.00020759862673003227, 0.0042331404983997345, 0.02458905801177025, 0.0019429214298725128, 0.0020827017724514008, 0.0010850514518097043, 0.004629833158105612, 0.007885261438786983, 0.00044282255112193525, 0.024999823421239853, 0.004929503425955772, 0.0011759513290598989, 0.04410335049033165, 0.0013412967091426253, 0.024049710482358932, 0.00024252689036075026, 0.004832369741052389, 0.00149728381074965, 0.014625665731728077, 0.0001305066980421543, 0.0055718026123940945, 0.021548975259065628, 0.0017822245135903358, 0.0342838428914547, 0.024318072944879532, 0.009381499141454697, 0.008046798408031464, 0.0002665044739842415, 0.0015581914922222495, 0.009766348637640476, 0.005327289458364248]"
0.3394549,A google streetview image from This image shows the country Ireland,France,"[0.0004269731289241463, 0.0001339952868875116, 0.0032367203384637833, 0.20123009383678436, 0.0004709424392785877, 5.76641941734124e-05, 0.001057555084116757, 0.0003674972103908658, 0.00029618071857839823, 0.01853230781853199, 1.789705675037112e-05, 0.0015251757577061653, 0.018444852903485298, 1.0462583304615691e-05, 0.33945488929748535, 0.0013733631931245327, 0.0008949437760747969, 0.0004392312839627266, 2.625100751174614e-05, 0.0007779292645864189, 0.00029296919819898903, 0.00016651795885991305, 0.004055345430970192, 0.003388115903362632, 0.00026868420536629856, 0.0005025861319154501, 0.000480555318063125, 0.11548225581645966, 1.4404627108888235e-05, 0.0026622707955539227, 0.0004345382621977478, 2.347987174289301e-05, 0.006595306564122438, 0.0007999244844540954, 0.024940991774201393, 0.004851687699556351, 0.0001337853609584272, 0.0005664831842295825, 8.416873606620356e-05, 0.0001388078526360914, 0.0009947210783138871, 4.46513786300784e-06, 5.473559576785192e-05, 3.387188553460874e-05, 0.00020026414131280035, 0.004047316499054432, 0.0030396373476833105, 0.00013195612700656056, 0.005302692763507366, 5.344457804312697e-06, 3.4111573768313974e-05, 0.010368197225034237, 0.0005235277349129319, 0.0001790737733244896, 3.5904628020944074e-05, 2.5073550204979256e-05, 0.00030421296833083034, 0.00031226882128976285, 0.0002795494219753891, 0.00014946087321732193, 0.005556114949285984, 0.00015842076390981674, 0.0006282703834585845, 0.0007782335742376745, 6.99396914569661e-05, 0.0018735950579866767, 0.00013531230797525495, 0.17182011902332306, 0.0011714554857462645, 6.935347482794896e-05, 0.0030806807335466146, 6.557343294844031e-05, 0.004955282900482416, 0.0005653044790960848, 0.0009904310572892427, 0.007360417395830154, 0.003056648653000593, 0.0010170037858188152, 8.63608656800352e-05, 0.001010129344649613, 0.0002685633080545813, 0.0008720707846805453, 0.00857673678547144, 0.0006046236958354712, 0.00037408628850243986, 0.0033122384920716286, 0.0008588485652580857]"
