Probabilities,predicted labels,label
0.16356885,Slovakia,Czechia
0.38528603,Italy,Japan
0.27837637,Spain,Spain
0.6134327,United States,United States
0.18970376,Japan,Japan
0.253811,Cambodia,Thailand
0.1633377,Portugal,Singapore
0.15362628,Uruguay,Germany
0.11709538,Albania,Malaysia
0.5894523,Australia,Australia
0.12878972,Romania,Greece
0.18731831,United States,United States
0.07892674,Ireland,France
0.36325058,United States,United States
0.31587535,Malaysia,Singapore
0.15888113,Serbia,Germany
0.40299234,Montenegro,Croatia
0.27136377,Thailand,Brazil
0.24453783,Italy,Russia
0.1936815,Colombia,Brazil
0.18826053,Thailand,Malaysia
0.14048678,Slovakia,Japan
0.5729342,Malaysia,Singapore
0.19347414,Canada,Canada
0.16123755,Eswatini,Brazil
0.18321581,Ecuador,Brazil
0.28417265,Netherlands,United Kingdom
0.19935705,Denmark,Netherlands
0.09500403,France,Spain
0.92109203,Japan,Japan
0.18342303,Italy,United States
0.30076298,Latvia,Lithuania
0.14566772,Bulgaria,Russia
0.73317313,Japan,Japan
0.2049586,Reunion,Australia
0.24308476,Canada,Turkey
0.37077868,Reunion,United States
0.10356194,France,Brazil
0.26414824,Finland,Finland
0.13317278,Canada,Russia
0.25140756,Netherlands,France
0.22749695,France,Japan
0.12993184,Latvia,Belgium
0.3118117,Israel,United States
0.28883103,Eswatini,Colombia
0.1193447,Slovakia,Russia
0.70696175,Japan,Japan
0.524024,Eswatini,Brazil
0.38736647,Australia,Australia
0.33696815,United Kingdom,United Kingdom
0.14944376,Uruguay,South Africa
0.7759421,United Kingdom,United Kingdom
0.3632921,Belgium,France
0.28210086,Latvia,Russia
0.34302184,Spain,Hong Kong
0.5955378,United Kingdom,France
0.23730198,Malta,Spain
0.15789574,Latvia,Russia
0.20069174,United States,United States
0.71915454,Lesotho,South Africa
0.25970295,Sweden,Austria
0.2471244,Mongolia,Peru
0.086629145,Colombia,Brazil
0.3622814,Canada,Canada
0.34991732,Reunion,Norway
0.32995588,Taiwan,Taiwan
0.3252086,Botswana,Botswana
0.28085396,Philippines,Brazil
0.12779763,Eswatini,Spain
0.3661454,Ireland,United Kingdom
0.14573267,France,France
0.16457227,Ukraine,Bulgaria
0.37267655,Japan,Japan
0.21474181,Eswatini,Brazil
0.37545788,Eswatini,Philippines
0.11670999,Lithuania,United Kingdom
0.14518215,Lithuania,Germany
0.18676293,United Kingdom,United States
0.19807802,Netherlands,Germany
0.1219112,Netherlands,Japan
0.1435352,Sweden,Norway
0.13364488,Canada,Canada
0.63265,United Kingdom,United Kingdom
0.61772776,United States,United States
0.26185158,Japan,Japan
0.17885247,Italy,Malaysia
0.1703399,Austria,Austria
0.45331243,United States,United States
0.11530376,Colombia,Ukraine
0.26261258,Malaysia,Singapore
0.7636259,France,France
0.72045267,Singapore,Singapore
0.26574457,Thailand,Thailand
0.386,Lesotho,South Africa
0.1725786,Albania,Spain
0.36162296,Italy,Italy
0.1731594,Romania,Russia
0.14384429,Netherlands,France
0.12873067,Latvia,Spain
0.58227426,Montenegro,Switzerland
0.14858097,Uruguay,Argentina
0.11877434,Hungary,France
0.774288,Ireland,United Kingdom
0.11515691,Luxembourg,Russia
0.5474519,Italy,Italy
0.34793496,Bangladesh,Singapore
0.2353456,Eswatini,Brazil
0.21414548,Latvia,Russia
0.31157207,Eswatini,Brazil
0.18783683,Philippines,Bangladesh
0.5965432,France,France
0.1720401,Luxembourg,United Kingdom
0.17057173,New Zealand,Chile
0.54906994,New Zealand,New Zealand
0.053042345,United Arab Emirates,South Korea
0.23504406,United States,Brazil
