Probabilities,predicted labels,label
0.31544852,Uruguay,Australia
0.11637083,Canada,Japan
0.27816975,Mexico,Greece
0.12187216,New Zealand,Indonesia
0.12882213,France,Spain
0.17432934,Ireland,United Kingdom
0.23457292,France,Spain
0.25650796,United Kingdom,United Kingdom
0.1593924,Uruguay,Brazil
0.618937,Ireland,France
0.20020027,Kenya,Indonesia
0.26112816,Puerto Rico,Bolivia
0.51992035,France,France
0.20666833,Canada,Thailand
0.23631485,Canada,Japan
0.112110496,Uganda,Ukraine
0.28989363,Latvia,Russia
0.29469112,Malta,Spain
0.19771983,Dominican Republic,Colombia
0.33848223,France,France
0.96307015,Australia,Australia
0.16819228,New Zealand,Australia
0.35382217,Puerto Rico,Brazil
0.71411264,Australia,Senegal
0.1339267,Germany,Poland
0.16317333,Puerto Rico,Greece
0.28079614,United States,United States
0.7012689,Italy,France
0.19654788,Brazil,Brazil
0.7265662,Australia,Australia
0.2272493,Costa Rica,Brazil
0.22909966,Uganda,Brazil
0.1265058,Uruguay,Bolivia
0.09822358,Belgium,Japan
0.7004173,South Korea,South Korea
0.21318959,Japan,Japan
0.18988591,United Kingdom,South Africa
0.57890016,Canada,Japan
0.5898917,Russia,Russia
0.18210477,Belgium,Sweden
0.24425742,Philippines,Indonesia
0.20293592,France,Spain
0.17433494,Chile,Argentina
0.26643163,Philippines,Bangladesh
0.11926563,Sweden,Serbia
0.4753505,Japan,Taiwan
0.6456888,Netherlands,Netherlands
0.26364735,Puerto Rico,Japan
0.5146593,South Africa,South Africa
0.37207842,Sweden,Norway
0.0851902,Brazil,United States
0.295377,Puerto Rico,Greece
0.32960755,Senegal,Mexico
0.20469205,Puerto Rico,Mexico
0.12172148,Reunion,Japan
0.5564235,Ireland,United Kingdom
0.21494243,Botswana,Botswana
0.34932557,Finland,Finland
0.15782599,France,Australia
0.3734166,New Zealand,Australia
0.7178922,Netherlands,Netherlands
0.23168509,Japan,Hong Kong
0.23438407,Mongolia,South Africa
0.5829821,United Kingdom,United Kingdom
0.21742153,United States,United States
0.17038476,Switzerland,Italy
0.12927052,Puerto Rico,Colombia
0.4064824,Japan,Italy
0.33942136,Tunisia,Tunisia
0.940715,Japan,Japan
0.49867925,Canada,United States
0.58043337,United States,United States
0.14355518,Colombia,Brazil
0.2535158,Luxembourg,France
0.85675186,United Kingdom,United Kingdom
0.16834398,Italy,United States
0.3859466,Puerto Rico,Mexico
0.24745432,United Kingdom,United Kingdom
0.1290665,Serbia,Russia
0.7358252,Australia,Australia
0.4489824,Ireland,United Kingdom
0.72905934,South Africa,South Africa
0.33075434,Belgium,United States
0.35719764,Lesotho,Turkey
0.50724447,Ireland,United Kingdom
0.6448569,South Africa,South Africa
0.3557438,Canada,United Kingdom
0.1524415,United States,United States
0.10531952,Argentina,Israel
0.32322714,United Kingdom,United Kingdom
0.20313886,Costa Rica,Brazil
0.15607773,Belgium,United States
0.16152102,Canada,United States
0.47241446,United States,United States
0.6123622,Japan,Japan
0.5506581,Italy,Italy
0.15697335,Uganda,Nigeria
0.5173709,Italy,Reunion
0.8706395,Singapore,Singapore
0.15514188,Luxembourg,France
0.7701882,United Kingdom,United Kingdom
0.3717615,United Kingdom,France
0.28092897,Belgium,France
0.97172666,Japan,Japan
0.18432434,Finland,United States
0.34387505,Belgium,Netherlands
0.30331704,Spain,Spain
0.6059998,Greece,Jordan
0.31489202,United States,United States
0.5126122,Ireland,Norway
0.10898308,Bulgaria,Romania
0.5400343,United Kingdom,France
0.35291728,Canada,Argentina
0.1655549,Canada,United States
0.29549584,New Zealand,Chile
0.97122216,Canada,Canada
0.21068212,Argentina,Argentina
0.1316961,Bulgaria,Ukraine
0.37969556,France,France
0.31828395,Italy,Spain
0.22783053,Brazil,Brazil
0.2839012,Estonia,Poland
0.24237782,Brazil,Brazil
0.1731761,Taiwan,Taiwan
0.42161843,Mexico,Mexico
0.47426465,Ireland,Denmark
0.20338094,Thailand,Brazil
0.3893529,Sweden,Czechia
0.16150515,Italy,Russia
0.56710106,United Kingdom,United Kingdom
0.23829857,Norway,Norway
0.09794883,Canada,Ireland
0.3749402,France,France
0.12025972,Switzerland,Poland
0.3295756,United Kingdom,Netherlands
