Probabilities,Predicted labels,label,All-Probs
0.32931945,This image shows the country France,France,"[0.00012111246905988082, 6.331808890536195e-06, 0.007439844310283661, 0.00847978051751852, 0.0014196726260706782, 8.761372737353668e-05, 0.014896620996296406, 0.050452131778001785, 4.9186604883288965e-05, 0.004222681745886803, 6.404592568287626e-05, 0.0027178272139281034, 0.01081180665642023, 5.295260052662343e-06, 0.004102916456758976, 0.00021142039622645825, 0.0001754619734128937, 0.0007743812748230994, 0.0002997351111844182, 0.00012912609963677824, 0.006625634618103504, 8.247283403761685e-05, 0.1838260442018509, 0.22653120756149292, 0.001539119053632021, 6.598890468012542e-05, 0.00016488911933265626, 0.32931944727897644, 2.7915675673284568e-05, 0.00075884023681283, 6.950726674403995e-05, 0.0005856843199580908, 0.00033089492353610694, 0.013549616560339928, 0.00037487654481083155, 0.001115370774641633, 0.0004119208606425673, 0.0003555655712261796, 1.780612365109846e-05, 8.115984383039176e-05, 0.0004599324893206358, 2.7625732400338165e-05, 2.4821329134283587e-05, 7.514104254369158e-06, 5.819347643409856e-05, 0.009519899263978004, 0.009234643541276455, 1.8654571249498986e-05, 0.0003187695110682398, 0.0002297447354067117, 4.5526718167820945e-05, 0.001645100535824895, 0.00035421858774498105, 0.0006111342809163034, 0.007631849963217974, 5.9395930293248966e-05, 6.616607151954668e-06, 0.00019907415844500065, 0.01753537543118, 0.0008452679612673819, 0.007213049102574587, 5.5184500524774194e-05, 0.0035751000978052616, 0.0012054168619215488, 5.210612289374694e-05, 0.00013937594485469162, 1.0251021194562782e-05, 0.016274835914373398, 2.4476999897160567e-05, 5.131590296514332e-05, 0.0009269209112972021, 2.4434788429061882e-05, 0.00034683439298532903, 2.8449818273657e-05, 0.006045010406523943, 1.5303343388950452e-05, 0.004591377917677164, 0.002348465844988823, 3.9256588934222236e-05, 0.000561172142624855, 0.00020582404977176338, 0.005808364134281874, 0.0034667719155550003, 0.018362831324338913, 0.00018916210683528334, 0.0021833733189851046, 0.005121084861457348]"
0.19071688,This image shows the country France,Austria,"[0.00017589284107089043, 0.00012206000974401832, 0.05411359295248985, 0.01453104056417942, 0.00011155038373544812, 0.0005161659209989011, 0.0014961702981963754, 0.14323429763317108, 0.0003426223120186478, 0.016755234450101852, 0.00010580896196188405, 0.010272515937685966, 0.006433368194848299, 5.88093314490834e-07, 0.0005635886336676776, 0.001518106204457581, 0.0018400682602077723, 0.0002928519679699093, 0.0002969795896206051, 0.0025820506270974874, 0.006631144322454929, 0.00025831282255239785, 0.12197106331586838, 0.005499865859746933, 0.0037645441479980946, 0.00011136267858091742, 0.0013001977931708097, 0.19071687757968903, 0.00021384192223194987, 0.001530471141450107, 0.0008686331566423178, 0.00035938917426392436, 0.0012497155694290996, 0.06206130608916283, 0.003424833295866847, 0.005412389058619738, 0.004770652856677771, 0.020154813304543495, 0.00034102561767213047, 0.00027507750201039016, 0.002978635486215353, 4.404417995829135e-05, 4.672182330978103e-05, 0.00011711582192219794, 0.00016181523096747696, 0.005286164116114378, 0.01772969216108322, 0.0043638418428599834, 0.0077606565319001675, 0.00040835124673321843, 0.0005184115143492818, 0.002806073985993862, 0.0003363692376296967, 0.0009127728408202529, 0.005790465045720339, 3.818058394244872e-05, 1.7166930774692446e-05, 0.0003188946866430342, 0.003588208695873618, 0.0004009383264929056, 0.01711009442806244, 0.0017599997809156775, 0.028802840039134026, 0.0021567463409155607, 8.76814010553062e-05, 0.0020263695623725653, 6.406337342923507e-05, 0.021519973874092102, 9.920929005602375e-05, 0.0001195002332678996, 0.001568215317092836, 0.00017534047947265208, 0.01746547408401966, 0.00015822907153051347, 0.03226214274764061, 0.00015100512246135622, 0.006221783813089132, 0.004742953460663557, 0.00015293614706024528, 0.0023658734280616045, 3.4869870432885364e-05, 0.05180107429623604, 0.006921402178704739, 0.030891450121998787, 0.0003475700505077839, 0.005362736061215401, 0.02578582428395748]"
0.7019261,This image shows the country United Kingdom,United Kingdom,"[0.0005420369561761618, 1.106528998207068e-06, 0.0003149957046844065, 0.7019261121749878, 0.0001050342689268291, 0.00041170374606736004, 0.0013472378486767411, 0.00222873967140913, 0.00021105520136188716, 0.0005253396811895072, 0.0005224408814683557, 0.0005031658802181482, 0.05350562185049057, 1.5993863371477346e-06, 0.10935171693563461, 0.00015434488886967301, 0.0003273604088462889, 0.0007057470502331853, 6.021173612680286e-05, 0.0008657407015562057, 0.0009362887940369546, 1.8420194464852102e-05, 0.002964823739603162, 0.028863515704870224, 0.003525472478941083, 0.0013606094289571047, 0.0003047062491532415, 0.004642116837203503, 0.013713757507503033, 0.00019497740140650421, 0.0009160417830571532, 0.0001407193049089983, 0.0002935226075351238, 0.0005345339886844158, 0.005972545128315687, 0.0012345724971964955, 0.0004360484308563173, 0.00010203072451986372, 0.00026921360404230654, 0.00022363524476531893, 0.000753357307985425, 0.0031390548683702946, 1.9868186427629553e-05, 0.0035832177381962538, 0.00014554789231624454, 0.0010358277941122651, 0.001072723651304841, 2.5324654416181147e-05, 0.005313084926456213, 5.703479109797627e-05, 2.600564039312303e-05, 0.004933916497975588, 0.0003189641865901649, 0.0001257654366781935, 0.00043505572830326855, 0.00032847494003362954, 3.5946200114267413e-06, 0.0015673547750338912, 0.0004341782187111676, 7.567123975604773e-05, 0.009505422785878181, 0.002138621173799038, 0.0006840230198577046, 2.927617788373027e-05, 5.203799810260534e-05, 7.631508924532682e-05, 0.0003236440534237772, 0.00453626923263073, 6.0947935708099976e-05, 8.22863876237534e-06, 0.0010429667308926582, 0.0011971433414146304, 0.0030110133811831474, 0.0007520279614254832, 0.0018652532016858459, 0.0003724299604073167, 0.0007600223179906607, 0.005577514413744211, 7.43186756153591e-05, 0.00044232382788322866, 4.317069033277221e-05, 0.0009505780762992799, 0.0011552872601896524, 0.0008375488105230033, 0.0002361223305342719, 0.00027724303072318435, 0.0003374129009898752]"
0.4027641,This image shows the country Puerto Rico,Dominican Republic,"[3.45853331964463e-05, 1.94455060409382e-06, 2.9356950108194724e-05, 6.18434714851901e-05, 0.000276572274742648, 1.2728021374641685e-06, 3.6289304716774495e-06, 7.2597053986100946e-06, 1.4366884897754062e-05, 8.018509834073484e-05, 0.40276411175727844, 3.5214703530073166e-05, 0.0001226921594934538, 1.462248206962613e-07, 1.7290909454459324e-05, 3.820814163191244e-05, 7.78573885327205e-05, 2.8607297281268984e-05, 2.244115421490278e-05, 0.00010470244887983426, 1.003924808173906e-06, 0.0037885108031332493, 0.0003680706722661853, 9.584497320247465e-07, 2.2901098418515176e-05, 0.0009577905875630677, 0.1353735774755478, 0.00010269004269503057, 0.00012910913210362196, 8.787294063949957e-06, 0.0011344276135787368, 0.029118316248059273, 0.0009083602926693857, 0.00012575945584103465, 9.265759786103445e-07, 1.8711511984292883e-06, 8.200385491363704e-05, 0.005963166244328022, 0.00022693572100251913, 0.06312601268291473, 0.005371040664613247, 2.734923327807337e-05, 7.730101788183674e-05, 8.392995368922129e-05, 4.981681740900967e-06, 2.3622706066817045e-06, 1.9830431483569555e-06, 1.1615788935159799e-05, 0.0003513481642585248, 5.880871867702808e-06, 2.0571293134707958e-05, 2.5684130378067493e-06, 0.03591807559132576, 0.05287924408912659, 0.00019327420159243047, 8.549607446184382e-05, 4.5323074004954833e-07, 8.700802936800756e-06, 5.244683779892512e-05, 2.2058455215301365e-05, 8.377476660825778e-06, 0.00010802667384268716, 0.0019306835019961, 0.00012013058585580438, 4.95343783768476e-06, 0.0021103620529174805, 3.83527840313036e-05, 1.8795354890244198e-06, 2.647164592417539e-06, 0.0011997104156762362, 5.1524793889257126e-06, 2.4304263206431642e-06, 3.805170490522869e-05, 1.0022989954450168e-05, 0.00014858953363727778, 3.553416036083945e-06, 7.588830158056226e-06, 2.403111102466937e-05, 3.7910660466877744e-05, 0.00019660523685161024, 0.23538953065872192, 9.460232104174793e-05, 9.124169082497247e-07, 6.6395286921761e-06, 0.016789186745882034, 0.0008535322267562151, 0.0005824115360155702]"
0.30236506,This image shows the country Latvia,Poland,"[1.561851240694523e-05, 0.000271867320407182, 0.000641741557046771, 0.0006543887429870665, 2.3910226900625275e-06, 0.17425473034381866, 0.10107408463954926, 0.00018677809566725045, 2.007400689763017e-05, 2.1490062863449566e-05, 3.2897669370868243e-06, 0.00017807097174227238, 0.000518712738994509, 1.2293804729779367e-06, 0.0001523514074506238, 6.168160780362086e-06, 0.02865574136376381, 1.742394124448765e-05, 7.851739383113454e-07, 8.152325608534738e-05, 0.0003515615244396031, 2.52069253292575e-06, 0.00027267850236967206, 0.00015850442287046462, 0.07869315892457962, 6.3377096921612974e-06, 0.00011728225945262238, 0.0003652371815405786, 8.227520993386861e-06, 0.0015904627507552505, 0.00010220120748272166, 8.93846845428925e-07, 0.00013919247430749238, 0.0009578969911672175, 0.0054225311614573, 0.07167239487171173, 0.0014732145937159657, 1.3322858649189584e-05, 1.9817256543319672e-05, 8.622396308055613e-07, 5.2084302296862006e-05, 1.276271177630406e-07, 3.278606163803488e-05, 2.8453476261347532e-05, 3.0569224236387527e-06, 0.006353429518640041, 0.0007953750900924206, 0.0002456875517964363, 4.006625385954976e-05, 1.1565582553885179e-06, 2.123089643646381e-06, 0.037210676819086075, 1.870075720944442e-05, 1.3282567124406341e-05, 1.2120517567382194e-05, 3.879177711496595e-06, 1.1582118304431788e-06, 0.00012146281369496137, 0.00014280948380474, 1.788235834965235e-07, 0.004804985597729683, 4.149883807258448e-06, 3.080112219322473e-05, 6.392535851773573e-06, 1.2859712796853273e-06, 0.00012058288120897487, 4.505627202888718e-06, 0.0026344971265643835, 3.6898147754982347e-06, 1.1653342880890705e-05, 0.3023650646209717, 2.458326207488426e-06, 4.192665437585674e-05, 2.497196419426473e-06, 0.00014585799362976104, 0.004229593090713024, 0.003758514067158103, 0.14598233997821808, 8.648804396216292e-06, 5.107843207952101e-06, 6.0554025367309805e-06, 0.001621850416995585, 0.02066091075539589, 0.0002876380749512464, 2.8827269034081837e-06, 2.463979399180971e-05, 2.6047006031149067e-05]"
0.51714927,This image shows the country Finland,Finland,"[0.0002901405096054077, 0.004222439602017403, 0.00043722798000089824, 0.0005065136938355863, 6.646583187830402e-06, 0.5171492695808411, 0.017264334484934807, 0.00013131645391695201, 0.00043754998478107154, 0.00010244877921650186, 2.6407000405015424e-05, 8.122518192976713e-05, 0.00019449336105026305, 1.566154242027551e-05, 0.00023990902991499752, 3.643543823272921e-05, 0.012457325123250484, 0.000373969494830817, 2.0400455468916334e-05, 0.0004304066824261099, 7.360539893852547e-05, 1.7895154087455012e-05, 0.00019239066750742495, 5.254244024399668e-05, 0.07036413252353668, 1.0174981980526354e-05, 0.00018133444245904684, 0.000814484606962651, 5.418126534095791e-07, 0.0004344241169746965, 9.605851664673537e-05, 1.4557456779584754e-05, 0.0001232874783454463, 0.0003591569548007101, 0.0004386120126582682, 0.006901786662638187, 0.03465186432003975, 0.00020408716227393597, 9.581605991115794e-05, 2.169123945350293e-06, 0.00017319561447948217, 6.7927715008409e-08, 0.00010139823280042037, 1.0352990102546755e-05, 2.3860649889684282e-05, 0.0048689888790249825, 0.00016234729264397174, 0.0010334218386560678, 0.0002202423638664186, 9.726444841362536e-05, 5.670785412803525e-06, 0.008440518751740456, 0.00019161209638696164, 0.0003206953115295619, 1.906350371427834e-05, 9.439621862838976e-06, 7.22686672816053e-05, 0.0003702455142047256, 0.00010371277312515303, 1.766744162523537e-06, 0.002371281385421753, 5.089526439405745e-06, 0.00010926331742666662, 3.2711075618863106e-05, 3.0343512662511785e-06, 0.0009259241633117199, 2.4842165657901205e-05, 0.0006732189212925732, 2.6539391910773702e-05, 0.00035250457585789263, 0.03185722231864929, 9.02029569260776e-06, 0.0003751876065507531, 5.6260247220052406e-05, 0.00018829274631571025, 0.009236669167876244, 0.0026120587717741728, 0.26373228430747986, 5.0142942200182006e-05, 3.1475337891606614e-05, 1.720415457384661e-05, 0.00017009761359076947, 0.0008174385293386877, 0.0001788137888070196, 8.086392335826531e-05, 0.00035962581750936806, 2.3797927497071214e-05]"
0.12903589,This image shows the country Costa Rica,Malaysia,"[0.007748320698738098, 5.07471395394532e-06, 0.0002060062251985073, 0.006104586645960808, 0.0017722073243930936, 0.0003158709150739014, 0.0013302164152264595, 3.1700059480499476e-05, 0.06376990675926208, 0.012197867035865784, 0.057634610682725906, 6.971822585910559e-05, 0.0005141888977959752, 0.0003237108467146754, 0.004119169898331165, 0.03848670423030853, 0.00039361792732961476, 0.019903140142560005, 0.00010396290599601343, 0.0005180507432669401, 5.059764953330159e-05, 0.001969787059351802, 0.0038598496466875076, 0.0004754045803565532, 0.0007015927112661302, 0.02543121762573719, 0.06076651066541672, 0.010957270860671997, 0.0063111260533332825, 0.00022801723389420658, 0.10993576049804688, 0.005364955402910709, 0.012851119041442871, 0.0004836137522943318, 0.001380744157359004, 0.0014419711660593748, 0.0003074434935115278, 0.0018363550771027803, 0.019509321078658104, 0.12903589010238647, 0.07003259658813477, 0.00036207734956406057, 0.03428174555301666, 0.0030807878356426954, 0.0009749163291417062, 0.00020642313756980002, 0.00038693490205332637, 2.5349383577122353e-05, 0.017018409445881844, 4.154656926402822e-05, 0.0002088412584271282, 0.0031395202968269587, 0.015091284178197384, 0.006145287770777941, 7.429340621456504e-05, 0.02870669588446617, 0.00012910118675790727, 0.01791703701019287, 0.0006057758582755923, 0.00013501947978511453, 0.0009186623501591384, 0.0008800447685644031, 0.0006715208874084055, 0.00034676879295147955, 0.00011652956891339272, 0.0039512403309345245, 0.006542436312884092, 0.0023162972647696733, 0.005148908589035273, 0.00047222705325111747, 0.0017603489104658365, 0.005900832824409008, 0.050486862659454346, 0.0014331366401165724, 0.00010850899707293138, 0.00040386946056969464, 0.00014947119052521884, 0.001952829654328525, 0.041100841015577316, 0.0033757577184587717, 0.05301513895392418, 0.0008129851776175201, 0.00038902321830391884, 4.4773882109439e-05, 0.007867067120969296, 0.0025902786292135715, 0.00023288950615096837]"
0.26524115,This image shows the country Canada,Canada,"[0.002594056073576212, 1.609428545634728e-05, 0.007907204329967499, 0.007753969635814428, 0.0009073884575627744, 0.0009306817664764822, 0.007880539633333683, 0.004539132583886385, 0.02831084653735161, 0.0050628408789634705, 0.00966955628246069, 0.0015176896704360843, 0.05776999518275261, 0.0007393989944830537, 0.0029576667584478855, 0.006554852705448866, 0.0008491298067383468, 0.0026693500112742186, 0.0022799083963036537, 0.10934647172689438, 0.002210867591202259, 0.0004263105511199683, 0.022777190431952477, 0.011081359349191189, 0.0016877207672223449, 0.0006501966272480786, 0.007138156797736883, 0.038680918514728546, 0.010745770297944546, 0.002121844096109271, 0.0019196851644665003, 0.004540768917649984, 0.071589395403862, 0.005062667187303305, 0.00751245254650712, 0.008211910724639893, 0.2652411460876465, 0.008768217638134956, 0.0006629264098592103, 0.0014575920067727566, 0.02772093564271927, 0.00015544060443062335, 0.0011112510692328215, 0.0005661227041855454, 0.001242334023118019, 0.0018837654497474432, 0.00708175590261817, 0.0004974758485332131, 0.006018732208758593, 2.7634077923721634e-05, 0.0020106465090066195, 0.019391942769289017, 0.001280711847357452, 0.01781834475696087, 0.001375518855638802, 0.0009942986071109772, 2.078939178318251e-05, 0.006438218057155609, 0.012372080236673355, 0.0005224765627644956, 0.016285670921206474, 0.004251711070537567, 0.002007534960284829, 0.0017161794239655137, 0.0013784182956442237, 0.029436826705932617, 0.0024436672683805227, 0.01566646620631218, 0.0014485788997262716, 0.0010587605647742748, 0.005700964946299791, 0.002780495909973979, 0.010167470201849937, 0.0011855859775096178, 0.012339088134467602, 3.765654037124477e-05, 0.0011796039761975408, 0.0180610790848732, 9.35615025809966e-05, 0.002727808663621545, 0.008439859375357628, 0.010229209437966347, 0.0025779076386243105, 0.003866120707243681, 0.0003886150079779327, 0.0016576361376792192, 0.0015991945983842015]"
0.41861635,This image shows the country Italy,Slovenia,"[0.00016082654474303126, 9.230921023117844e-07, 0.036955077201128006, 0.0003000758297275752, 1.3320451216713991e-05, 0.00030151239479891956, 0.0027987018693238497, 0.06314944475889206, 7.269831257872283e-05, 0.009567695669829845, 0.0014371436554938555, 0.00374584854580462, 0.0010941848158836365, 1.5851406942601898e-07, 0.0001638006797293201, 0.00014610085054300725, 0.00252362759783864, 0.00011312129208818078, 3.294201633252669e-06, 4.8689809773350134e-05, 0.04303543642163277, 9.68512031249702e-05, 0.4186163544654846, 0.0008174474933184683, 0.001746242749504745, 0.0011582935694605112, 0.0033411532640457153, 0.047497984021902084, 0.0026182278525084257, 0.0012585490476340055, 0.0033036640379577875, 0.0005708727985620499, 0.0005934417131356895, 0.02413203753530979, 0.0003495184355415404, 0.0067374687641859055, 5.708986645913683e-05, 0.0008017803775146604, 0.002077503362670541, 0.004306744318455458, 0.08485732972621918, 0.0001351794635411352, 3.0681116186315194e-05, 0.004735630005598068, 2.7162681362824515e-05, 0.009767386130988598, 0.0033031406346708536, 2.5888572054100223e-05, 0.00492661539465189, 3.507075962261297e-05, 5.550545211008284e-06, 0.00044066121336072683, 0.003443644382059574, 0.0006583551876246929, 0.03336945176124573, 0.00047134776832535863, 1.3639867120218696e-06, 0.000567338487599045, 0.015545431524515152, 1.6720978237572126e-05, 0.007916662842035294, 0.0003809061017818749, 0.005267903674393892, 5.2082741603953764e-05, 3.5615075830719434e-06, 0.0009572545532137156, 0.00013543701788876206, 0.005124110262840986, 9.076731657842174e-05, 9.465133189223707e-05, 0.0017784950323402882, 2.50081666308688e-05, 0.0011987852631136775, 6.004401802783832e-05, 0.001903165248222649, 5.602667079074308e-05, 0.022495249286293983, 0.0009682004456408322, 0.00019156376947648823, 0.00020008812134619802, 0.0008632945828139782, 0.04108718782663345, 0.007275221403688192, 0.027896327897906303, 0.0006651089061051607, 0.0018616652814671397, 0.023374231532216072]"
0.9765638,This image shows the country Japan,Japan,"[5.626103529721149e-07, 2.8055833922735474e-07, 1.4677149238195852e-06, 4.9586305976845324e-05, 3.8661561120534316e-05, 3.0220755434129387e-05, 4.79370828543324e-06, 3.7243415135890245e-05, 4.672618524637073e-05, 2.2775866455049254e-05, 0.000380066194338724, 2.372143399043125e-06, 0.0007185215363278985, 3.595002961986893e-09, 1.4410360563488211e-05, 2.033861710515339e-05, 5.136391337146051e-05, 4.983916824130574e-06, 8.001228707144037e-06, 7.80739210313186e-05, 2.6006628104369156e-06, 4.4910575525136665e-06, 0.006064761430025101, 2.522976728869253e-06, 1.6670141121721826e-05, 0.002734332112595439, 0.004409713204950094, 0.0005628307117149234, 0.0001604336575837806, 3.52671236214519e-06, 0.00158749520778656, 2.732134635152761e-05, 2.5034682039404288e-05, 1.1842837011499796e-05, 3.322893007862149e-06, 2.0181446416245308e-06, 5.944787335465662e-05, 5.7430464948993176e-05, 9.640897769713774e-05, 3.970405668951571e-05, 0.002005519112572074, 5.715584848076105e-05, 9.144489922618959e-06, 2.494003092579078e-05, 1.831876943469979e-05, 2.283828052895842e-06, 2.239227569589275e-06, 1.4514907320517523e-07, 0.9765638113021851, 6.051437821952277e-07, 1.2920616427436471e-05, 1.0158873919863254e-05, 1.6294636225211434e-05, 0.0001597106602275744, 6.120590114733204e-06, 1.2012963452434633e-05, 4.240184647841261e-09, 3.2580817332927836e-06, 3.100700632785447e-05, 3.449737050686963e-06, 3.864371683448553e-05, 0.0018940635491162539, 0.0011500484542921185, 5.470786618388956e-06, 1.9027036159968702e-06, 0.00010629025200614706, 6.61785998090636e-06, 8.798465387371834e-06, 7.156523906814982e-07, 2.431808752589859e-06, 6.1965538407093845e-06, 6.07410584052559e-06, 5.39780012331903e-05, 2.0859530195593834e-05, 6.705433042952791e-05, 8.912219527701382e-06, 2.224696117991698e-06, 7.039574848022312e-05, 9.929564839694649e-06, 8.11377540230751e-05, 3.8554197089979425e-05, 4.3734294195019174e-06, 4.193741460767342e-06, 2.0930430764565244e-05, 1.1158042070746887e-05, 5.176587728783488e-05, 5.791344392491737e-06]"
