Probabilities,predicted labels,label
0.245798,Mexico,Argentina
0.22016588,United Kingdom,United Kingdom
0.6192091,United Kingdom,United Kingdom
0.18071528,Uruguay,Turkey
0.8960003,Japan,Japan
0.17676327,Belgium,Poland
0.49769562,France,France
0.82441664,United Kingdom,United Kingdom
0.10992817,Sweden,Mexico
0.12983595,Russia,Russia
0.7327968,United Kingdom,United States
0.7846677,Japan,Japan
0.22820337,France,United Kingdom
0.2548639,Cambodia,India
0.48943108,Canada,United States
0.16751823,Chile,Mexico
0.218681,Latvia,Finland
0.104176216,Serbia,Bulgaria
0.13133483,Canada,Czechia
0.6171672,Malta,Jordan
0.15620755,Latvia,Russia
0.36972222,New Zealand,United Kingdom
0.22634853,France,France
0.97035027,Japan,Japan
0.4478391,Italy,Japan
0.5744213,France,Italy
0.24435262,Ireland,Bhutan
0.19677903,Canada,Canada
0.78709227,Singapore,Singapore
0.2191548,Mexico,Portugal
0.73624533,Canada,Canada
0.14171965,Belgium,Germany
0.12943916,Latvia,Poland
0.314561,Ireland,Germany
0.646107,New Zealand,New Zealand
0.24870114,Norway,Norway
0.1293546,Latvia,Brazil
0.4783259,Ireland,France
0.21309625,Norway,Sweden
0.32576966,Norway,Italy
0.21528426,France,United Kingdom
0.4712624,Spain,Spain
0.20183356,United Kingdom,Brazil
0.29914284,Mexico,United States
0.172568,United States,United States
0.24407302,Egypt,Mongolia
0.3090464,Finland,Sweden
0.24513666,Thailand,Thailand
0.20048986,Uruguay,Australia
0.9564524,Canada,Canada
0.23234013,Canada,United States
0.88933426,Ireland,Denmark
0.9423605,Japan,Japan
0.16620338,France,Russia
0.1960712,United Kingdom,Slovakia
0.23016949,Mexico,United States
0.16907905,Bolivia,Sri Lanka
0.41526332,Finland,Japan
0.3672424,South Africa,South Africa
0.24531539,Netherlands,Netherlands
0.4534539,Senegal,South Africa
0.113896504,Mexico,Tunisia
0.44466683,Luxembourg,Japan
0.13258275,Brazil,Peru
0.42719162,Philippines,Indonesia
0.18498354,United States,United States
0.3873459,Italy,Japan
0.38491857,Sweden,Norway
0.40683863,Latvia,Canada
0.54433364,Japan,Japan
0.73842037,Canada,United States
0.73144597,Canada,United States
0.22446045,Canada,United States
0.2860084,Thailand,Thailand
0.22745343,Spain,France
0.14161973,Mexico,Romania
0.8773146,Norway,Norway
0.11225231,Eswatini,South Africa
0.35015917,United Kingdom,France
0.5916217,Australia,Australia
0.1298526,Malta,Portugal
0.15670724,Canada,United States
0.14127213,Greece,Palestine
0.07979359,Uruguay,Netherlands
0.33068094,Latvia,Chile
0.735833,Spain,Spain
0.37914032,United States,United States
0.32845947,Canada,United States
0.21777017,Belgium,France
0.9508843,Australia,Australia
0.36903486,Belgium,France
0.2670554,Dominican Republic,Malaysia
0.74384147,Puerto Rico,United States
0.086840004,France,Czechia
0.5009451,France,Russia
0.18036331,Spain,Portugal
0.12751505,Bulgaria,Kyrgyzstan
0.7683028,Australia,Australia
0.08303883,Brazil,South Africa
0.4831292,United Kingdom,France
0.4127562,Australia,Australia
0.16490255,Switzerland,Sweden
0.15673225,Norway,Finland
0.31927916,Argentina,Australia
0.13779931,Kyrgyzstan,United States
