Probabilities,Predicted labels,label,All-Probs
0.27687836,This image shows the country Bulgaria,Bulgaria,"[3.704822302097455e-05, 0.00027886914904229343, 0.07889121025800705, 0.00016828479419928044, 0.00039460824336856604, 0.00014510292385239154, 0.00018247361003886908, 0.016101043671369553, 1.559454540256411e-05, 0.0032354649156332016, 0.0005584944155998528, 0.1437050849199295, 0.0002478823880665004, 1.9879534463029813e-08, 5.0659204134717584e-05, 9.510094241704792e-05, 0.005661287810653448, 3.298337833257392e-05, 0.000272226840024814, 0.00011063615238526836, 0.0032087129075080156, 0.0001965077972272411, 0.20600199699401855, 0.00040591630386188626, 0.0005083344876766205, 2.7730377041734755e-05, 0.00026209925999864936, 0.01766347885131836, 9.01736075320514e-06, 0.001742817577905953, 4.406076914165169e-05, 0.00013339237193576992, 0.0004206034354865551, 0.27687835693359375, 1.3924892300565261e-05, 0.001212801900692284, 0.0004254615632817149, 0.012412412092089653, 1.0425085747556295e-05, 6.909423973411322e-05, 0.0017917760415002704, 9.328745363745838e-06, 1.8742841803032206e-06, 1.790472560969647e-05, 1.506812077423092e-05, 0.0032813926227390766, 0.0017411893932148814, 0.0052179694175720215, 0.00024790933821350336, 0.00022235888172872365, 5.4570329666603357e-05, 1.1201051165699027e-05, 0.0012981272302567959, 0.0008558097179047763, 0.03417659550905228, 6.635466434090631e-06, 9.905333172355313e-06, 6.166185630718246e-05, 0.004077221266925335, 3.988013486377895e-05, 0.0006637549377046525, 0.0006885523325763643, 0.025510331615805626, 0.0001952819002326578, 2.7372514523449354e-05, 0.001433118712157011, 1.6100466382340528e-05, 0.0005167869385331869, 1.1400533367122989e-05, 0.0006208899430930614, 0.0007829466485418379, 1.6503536244272254e-06, 4.1024602978723124e-05, 1.54529552673921e-05, 0.022321492433547974, 5.112132930662483e-05, 0.010861543007194996, 0.0004237486864440143, 5.816994871565839e-06, 0.0005540656857192516, 5.421272726380266e-05, 0.042347926646471024, 0.0006593260914087296, 0.003181805834174156, 0.0002642945328261703, 0.01867593452334404, 0.04510441794991493]"
0.23664618,This image shows the country France,Germany,"[0.00014046122669242322, 1.7324829968856648e-05, 0.006984272040426731, 0.108861543238163, 0.00023977852833922952, 0.002318484475836158, 0.0039496342651546, 0.050784990191459656, 0.001417834428139031, 0.0013975818874314427, 0.00021036395628470927, 0.0017590124625712633, 0.004192903637886047, 1.5054536106617888e-06, 0.04177642613649368, 0.0010962487431243062, 0.002236812375485897, 0.000401227327529341, 9.030297223944217e-05, 0.0017565181478857994, 0.006632166914641857, 3.340929833939299e-05, 0.17575353384017944, 0.012129931710660458, 0.004681565333157778, 0.0001266069884877652, 0.001166910631582141, 0.23664617538452148, 0.000760353694204241, 0.0021506701596081257, 0.001145607209764421, 8.448792505078018e-05, 0.0005404224502854049, 0.004524271935224533, 0.020728062838315964, 0.0048966375179588795, 0.0037449270021170378, 0.0009837099350988865, 0.0002614259428810328, 6.107483932282776e-05, 0.0022494851145893335, 5.5204101954586804e-05, 4.6541561459889635e-05, 0.00030778252403251827, 0.0005940509727224708, 0.00266291038133204, 0.008807770907878876, 0.0010183976264670491, 0.002471075626090169, 9.787250746740028e-06, 0.00028043700149282813, 0.014307498000562191, 0.00037995484308339655, 0.0009474456892348826, 0.0003434793616179377, 0.00017597933765500784, 5.709321612812346e-06, 0.0010891688289120793, 0.0018786119762808084, 7.584760896861553e-05, 0.09512656182050705, 0.0004506656841840595, 0.005790937691926956, 0.0003557885647751391, 0.00015925207117106766, 0.0009895964758470654, 0.00020793694420717657, 0.06815942376852036, 0.00016653607599437237, 9.381497875438072e-06, 0.0025550657883286476, 0.0002063353022094816, 0.014942683279514313, 0.0005467093433253467, 0.002763338154181838, 0.0009415890672244132, 0.006225449964404106, 0.01693360134959221, 7.24837082088925e-05, 0.0016359593719244003, 0.00012236835027579218, 0.0035899942740797997, 0.00774344289675355, 0.02077694609761238, 8.412933675572276e-05, 0.004111915361136198, 0.0009396012173965573]"
0.44603553,This image shows the country United Kingdom,United Kingdom,"[0.000594681070651859, 3.967072188970633e-05, 0.0010984354885295033, 0.4460355341434479, 3.734579149750061e-05, 0.0019819431472569704, 0.009885609149932861, 0.0010760440491139889, 0.0007199073443189263, 0.001936877379193902, 0.0001683317095739767, 0.0005331255961209536, 0.015713617205619812, 2.6898573196376674e-05, 0.020106995478272438, 0.0008729025721549988, 0.0025901482440531254, 0.001411719131283462, 0.00010228497558273375, 0.0009705296251922846, 0.00017797591863200068, 0.00017270246462430805, 0.0067884186282753944, 0.0026310626417398453, 0.007133346050977707, 0.0009561702609062195, 0.0004920356441289186, 0.037779077887535095, 0.0003770118928514421, 0.0009217560291290283, 0.0006833388470113277, 0.0001376791187794879, 0.011847376823425293, 0.0025349101051688194, 0.03082144819200039, 0.0055314647033810616, 0.0008688014349900186, 0.001064955024048686, 0.00014400604413822293, 0.00012893989332951605, 0.004609070252627134, 0.00016502785729244351, 0.0003130893164779991, 0.000517562497407198, 0.0007146375137381256, 0.0008392283925786614, 0.0008245281642302871, 8.53819728945382e-05, 0.007650700863450766, 0.00013157595822121948, 0.00045203734771348536, 0.024291813373565674, 0.0064840312115848064, 0.0005536740063689649, 0.0002429461310384795, 0.0035079545341432095, 9.14826596272178e-05, 0.00605662539601326, 0.00019416831491980702, 6.129836401669309e-05, 0.07476085424423218, 0.0008790224674157798, 0.0009259021608158946, 0.00013101812510285527, 0.0001338366128038615, 0.005467959679663181, 0.0004974208422936499, 0.17240537703037262, 0.00024346105055883527, 0.0007621741970069706, 0.01637433096766472, 0.0010126966517418623, 0.001290049054659903, 0.0029659513384103775, 0.0005920305266045034, 0.0001333245018031448, 0.00041445251554250717, 0.035563819110393524, 0.0001794048148440197, 0.0004925891989842057, 0.00020819521159864962, 0.0018448178889229894, 0.004458130802959204, 0.0006071693496778607, 0.0011240874882787466, 0.0014757065800949931, 0.00017435387417208403]"
0.24391365,This image shows the country Canada,Canada,"[0.005251949653029442, 0.00023051240714266896, 0.014708626084029675, 0.009829448536038399, 0.00017040430975612253, 0.0007999347290024161, 0.004656792152673006, 0.002043519401922822, 0.008517230860888958, 0.0026381679344922304, 0.0018512207316234708, 0.008505947887897491, 0.07234414666891098, 0.00225717737339437, 0.0018955729901790619, 0.023521898314356804, 0.0034249969758093357, 0.009860845282673836, 0.0061898441053926945, 0.047863006591796875, 0.0003226174449082464, 0.0009536895086057484, 0.021462200209498405, 0.005093812011182308, 0.0035503136459738016, 0.0010473770089447498, 0.001629860489629209, 0.028413332998752594, 0.0013495817547664046, 0.009619970805943012, 0.0010437355376780033, 0.0020634278189390898, 0.04842766374349594, 0.013801882974803448, 0.011313452385365963, 0.006018932908773422, 0.2439136505126953, 0.004417745862156153, 0.00047496915794909, 0.0011593992821872234, 0.011556301265954971, 0.0001425857626600191, 0.003319396171718836, 0.0002097320684697479, 0.0015274996403604746, 0.0015423102304339409, 0.020075226202607155, 0.001955564133822918, 0.006053275894373655, 0.00010056885366793722, 0.0037669397424906492, 0.029460839927196503, 0.003604345954954624, 0.009481562301516533, 0.0014625588664785028, 0.0014594156527891755, 0.0003493073454592377, 0.0342995710670948, 0.007230079732835293, 0.0005093984073027968, 0.021810494363307953, 0.002679897239431739, 0.0028739310801029205, 0.0016398857114836574, 0.0015909847570583224, 0.07011313736438751, 0.007911911234259605, 0.018091125413775444, 0.0012852351646870375, 0.005388261284679174, 0.0073896306566894054, 0.001131735392846167, 0.0007867612293921411, 0.008171123452484608, 0.01627509668469429, 9.717108332552016e-05, 0.0010464295046404004, 0.02706274762749672, 0.0001858899340732023, 0.0019310141215100884, 0.0021174391731619835, 0.01926763914525509, 0.005520271137356758, 0.001271587680093944, 0.0008265183423645794, 0.0022438534069806337, 0.0005449719610624015]"
0.21327835,This image shows the country Canada,South Korea,"[0.0007318889838643372, 0.00018676654144655913, 0.002321639098227024, 0.012354597449302673, 0.00021110469242557883, 0.00672179413959384, 0.007377308793365955, 0.007104709278792143, 0.001053009880706668, 0.005328962113708258, 0.03621154651045799, 0.0009222150547429919, 0.008844265714287758, 1.0043669362858054e-06, 0.0604182593524456, 0.00035925599513575435, 0.010999687947332859, 0.0008490562904626131, 0.00018658781482372433, 0.010125543922185898, 0.0006860435823909938, 0.0011347096879035234, 0.004185383673757315, 0.04933132603764534, 0.055561162531375885, 0.012796590104699135, 0.00648930249735713, 0.02425857074558735, 0.024540169164538383, 0.0013347852509468794, 0.0015300089726224542, 0.002699762349948287, 0.02547251433134079, 0.005697677377611399, 0.0036288690753281116, 0.003852345049381256, 0.21327835321426392, 0.03170879930257797, 0.0023477112408727407, 0.0009801064152270555, 0.02803853154182434, 0.013815739192068577, 2.6860610887524672e-05, 0.0013968938728794456, 0.00042252615094184875, 0.007547289598733187, 0.0006039204308763146, 0.0001792996481526643, 0.03490636497735977, 0.00014723476488143206, 0.00033252438879571855, 0.006506827659904957, 0.014867880381643772, 0.012608029879629612, 0.0011775821913033724, 0.00043606001418083906, 4.7384743083966896e-05, 0.0006152728456072509, 0.00038323577609844506, 0.00012954682460986078, 0.01457736175507307, 0.02525481954216957, 0.004475067835301161, 0.00010996100172633305, 0.00017722697521094233, 0.03194689005613327, 0.00016289306222461164, 0.03870538994669914, 0.00034442063770256937, 0.00048132851952686906, 0.0037008305080235004, 0.0050493646413087845, 0.0157722607254982, 0.0023684229236096144, 0.0009427190525457263, 0.00914102140814066, 0.001824250677600503, 0.04656648635864258, 3.1976498576113954e-05, 0.002613028511404991, 0.000562960805837065, 0.0025414363481104374, 0.0023561674170196056, 0.003000850323587656, 0.014060579240322113, 0.004232959356158972, 0.00098698353394866]"
0.44385156,This image shows the country Japan,Japan,"[0.00028222351102158427, 3.143849198750104e-06, 0.0003774342767428607, 0.0005963195580989122, 3.9493045278504724e-07, 8.478041127091274e-05, 0.00036474817898124456, 0.0022788785863667727, 1.4599057067243848e-05, 0.00015382026322185993, 0.009215377271175385, 0.00013636404764838517, 0.00012135805445723236, 3.589200048281782e-08, 0.0009034218383021653, 3.26752410728659e-06, 0.000455592293292284, 0.00020835394388996065, 4.0854029066395015e-06, 0.0002224631462013349, 0.000268440053332597, 7.7813419920858e-05, 0.0022899587638676167, 0.006756132934242487, 0.0021991259418427944, 0.2507869005203247, 0.016423016786575317, 0.002727980725467205, 0.0005687896627932787, 0.00017826013208832592, 0.008113810792565346, 0.002854306250810623, 8.004541450645775e-05, 0.00018032699881587178, 0.0004613629134837538, 8.746411913307384e-05, 0.0006525050266645849, 0.0002746178361121565, 0.00934774149209261, 0.01402879599481821, 0.01511073112487793, 0.001673996215686202, 0.00011588440247578546, 0.011122314259409904, 0.0004347914073150605, 0.00421146908774972, 0.00011603480379562825, 1.1937491763092112e-05, 0.4438515603542328, 0.0009191850549541414, 1.653999788686633e-05, 0.00020458060316741467, 0.0045822965912520885, 0.0005695279105566442, 0.0002481982810422778, 0.0015061087906360626, 9.002911610878073e-06, 0.0005677404697053134, 0.00010177336662309244, 3.08469429910474e-06, 0.0052827391773462296, 0.16638879477977753, 0.00015879569400567561, 4.169328349235002e-07, 1.9575541045924183e-06, 0.0001601416151970625, 2.9369488402153365e-05, 0.0020400090143084526, 9.227921509591397e-06, 5.6579654483357444e-05, 0.00026514416094869375, 0.0004319479630794376, 0.0008396039484068751, 7.178509986260906e-05, 0.0001897134934552014, 0.00010971129086101428, 0.00046082466724328697, 0.0006502339383587241, 0.0004667238681577146, 2.786514232866466e-05, 0.0005242095212452114, 0.00031980357016436756, 0.0003449087671469897, 0.00016744456661399454, 0.0016649370081722736, 0.00013949908316135406, 3.6919183912687004e-05]"
0.267672,This image shows the country Portugal,Australia,"[0.00017839412612374872, 1.879360388556961e-05, 0.0002275498118251562, 0.011410835199058056, 0.0004794615670107305, 0.00023061622050590813, 0.006859228014945984, 7.078914495650679e-05, 0.028154419735074043, 0.26767200231552124, 0.08040758222341537, 1.6699365005479194e-05, 0.002344947773963213, 4.222747520543635e-06, 0.006915162783116102, 0.00528018968179822, 0.0014847822021692991, 0.001998431282117963, 4.978367724106647e-05, 0.0025750529021024704, 0.00013335616677068174, 0.013985914178192616, 0.0037741861306130886, 2.697281161090359e-05, 0.0036862860433757305, 0.012286718003451824, 0.002573206787928939, 0.006229052320122719, 9.96458693407476e-05, 0.0008962579886429012, 0.0002641739265527576, 7.786612695781514e-05, 0.1913633495569229, 0.0018471013754606247, 0.00022552809969056398, 0.0031641204841434956, 0.0036669455002993345, 0.04464289918541908, 0.0006333662895485759, 0.0076444074511528015, 0.09822960197925568, 0.0005728670512326062, 3.354714863235131e-05, 0.00014571745123248547, 0.00014272741100285202, 0.00015126113430596888, 4.689543857239187e-05, 1.1963543329329696e-05, 0.003475961973890662, 4.989052104065195e-05, 0.00011611980880843475, 0.01550771202892065, 0.00823309924453497, 0.016961896792054176, 0.0010695381788536906, 0.007168734446167946, 0.00020279968157410622, 0.001683155889622867, 0.00048723031068220735, 0.000127277264255099, 0.0015128516824916005, 0.0032703066244721413, 0.0007189297466538846, 0.0013803048059344292, 7.747221388854086e-05, 0.016874544322490692, 0.0005530940252356231, 0.0019290521740913391, 0.017539722844958305, 0.003442477434873581, 0.003274126211181283, 4.754162728204392e-05, 0.036193836480379105, 0.0001449802948627621, 0.00019930132839363068, 0.0012690668227151036, 0.00017358655168209225, 0.0020111030898988247, 7.804487722751219e-06, 0.0011190593941137195, 0.0028605193365365267, 0.0003222614177502692, 0.0004557539359666407, 2.0554265574901365e-05, 0.014341686852276325, 0.022039389237761497, 0.00020240861340425909]"
0.2929318,This image shows the country Portugal,Spain,"[0.00504460372030735, 0.00011321352940285578, 0.004203002899885178, 0.004003150388598442, 0.060944925993680954, 4.185534635325894e-05, 0.0007142184185795486, 9.342989505967125e-05, 0.003916433546692133, 0.29293179512023926, 0.0009042061283253133, 0.0006008325726725161, 0.0001556049392092973, 0.0004506822442635894, 0.00302728614769876, 0.0012851335341110826, 0.0002815766492858529, 0.0018693982856348157, 0.00346689042635262, 0.0011700984323397279, 7.441453635692596e-05, 0.0013922109501436353, 0.0937456339597702, 0.00015151783009059727, 0.00020730502728838474, 0.00010333051613997668, 0.0007717050611972809, 0.05717083811759949, 1.0078766763399472e-06, 0.000602396612521261, 6.37939156149514e-05, 0.00010697192192310467, 0.058316670358181, 0.013045208528637886, 0.0007789720548316836, 0.001453111763112247, 0.000287432165350765, 0.03157887980341911, 4.557214924716391e-05, 0.00010866145748877898, 0.004810666665434837, 1.7749756580087706e-06, 6.368603862938471e-06, 8.610986697021872e-06, 4.5760461944155395e-05, 0.0006187793333083391, 0.0032558112870901823, 0.00022439529129769653, 0.0006617647595703602, 2.6840339160116855e-06, 0.0008958135149441659, 0.0067354291677474976, 0.0004138707008678466, 0.005859158001840115, 0.0005998134729452431, 2.8201508030178957e-05, 0.0009528613300062716, 0.0002007503353524953, 0.006414439063519239, 0.0011502166744321585, 0.0013757077977061272, 5.7013614423340186e-05, 0.011482750996947289, 0.031492624431848526, 0.0010002084309235215, 0.01662757433950901, 4.8087898903759196e-05, 0.008672712370753288, 0.06555718928575516, 0.001293038367293775, 0.0004756432317662984, 3.7994741433067247e-06, 0.04024266451597214, 1.2795751899830066e-05, 0.0016925691161304712, 0.0011391995940357447, 0.001172441872768104, 0.000618557445704937, 1.0382395885244478e-05, 0.017954295501112938, 0.00039407843723893166, 0.0056718760170042515, 0.0010552364401519299, 0.00013299420243129134, 0.0005588925560005009, 0.11070063710212708, 0.002445882186293602]"
0.22902016,This image shows the country France,France,"[0.017298158258199692, 0.0011331903515383601, 0.0399186871945858, 0.004561211913824081, 0.0051462301053106785, 0.0011677821166813374, 0.00200585532002151, 0.0036142910830676556, 0.00034241078537888825, 0.006285205017775297, 0.003408496966585517, 0.010740753263235092, 0.005868542939424515, 0.0003151741693727672, 0.0018555480055510998, 0.002517614746466279, 0.03780802711844444, 0.00046726633445359766, 0.0007265321910381317, 0.008011042140424252, 0.00047224888112396, 0.00023363929358310997, 0.04486484453082085, 0.03181624412536621, 0.002738950541242957, 0.0009530832758173347, 0.0004972449387423694, 0.2290201634168625, 0.00035621729330159724, 0.005484720692038536, 0.00033973835525102913, 6.03708867856767e-05, 0.016318976879119873, 0.02173212170600891, 0.020558496937155724, 0.005634257569909096, 0.015622546896338463, 0.005053542088717222, 5.244143176241778e-05, 1.7787811884772964e-05, 0.008242134936153889, 0.0004245348391123116, 3.5903936804970726e-05, 0.0002149391220882535, 0.00012787307787220925, 0.01651899516582489, 0.025385385379195213, 0.0026463910471647978, 0.005671325605362654, 8.15646126284264e-06, 0.0010381140746176243, 0.00934670865535736, 0.0012835366651415825, 0.00458570709452033, 0.0007313357782550156, 3.4801643778337166e-05, 0.0004111328162252903, 0.001298361923545599, 0.001671734033152461, 4.882315988652408e-05, 0.053399182856082916, 0.010214025154709816, 0.002510192571207881, 0.0008549006888642907, 0.0009173460421152413, 0.004703918471932411, 0.0007390396785922348, 0.13691861927509308, 0.013988744467496872, 5.944490112597123e-05, 0.008464252576231956, 6.817321991547942e-05, 0.00019836956926155835, 0.00098076940048486, 0.0024165345821529627, 0.0006007101037539542, 0.02313835732638836, 0.008297277614474297, 1.0264277989335824e-05, 0.006775503512471914, 0.00048531603533774614, 0.032406654208898544, 0.03300544247031212, 0.0028522382490336895, 0.00015618627367075533, 0.017571838572621346, 0.0035211711656302214]"
0.41534868,This image shows the country Australia,Australia,"[0.07983346283435822, 6.576537998626009e-05, 0.00034651177702471614, 0.0017687975196167827, 0.010640797205269337, 0.0006040800944902003, 0.0008138761040754616, 0.00025815729168243706, 0.41534867882728577, 0.006904778070747852, 0.0021648500114679337, 0.0004778010188601911, 0.0019049971597269177, 0.008755852468311787, 0.00011881843965966254, 0.015647567808628082, 0.0017376256873831153, 0.0463697724044323, 0.008289337158203125, 0.001979176653549075, 0.00025568605633452535, 7.505486428271979e-05, 0.0029063865076750517, 0.007027050014585257, 0.00019694826914928854, 0.0005249029491096735, 0.00017710617976263165, 0.02628403529524803, 0.002164259785786271, 0.000307840877212584, 0.003614339279010892, 4.257323234924115e-05, 0.010680466890335083, 0.0009343834244646132, 0.0006560354959219694, 0.0008959880797192454, 0.0017431627493351698, 0.0009588981629349291, 0.0003638324560597539, 4.8949084884952754e-05, 0.03265976533293724, 0.0006677342462353408, 0.0008088327012956142, 0.006945752073079348, 0.0026806925889104605, 0.00044411004637368023, 0.0009332951158285141, 0.00011516630911501125, 0.0013840566389262676, 6.6514709033072e-05, 0.001284474623389542, 0.0008602280868217349, 0.0006659294595010579, 0.0011383743258193135, 0.00025616929633542895, 0.0024410684127360582, 0.001665181596763432, 0.08523990213871002, 0.0014891359023749828, 0.0010694711236283183, 0.003793108742684126, 0.001879491494037211, 0.0030366263817995787, 0.0008270587422885001, 0.0023685519117861986, 0.0038542822003364563, 0.027027033269405365, 0.001819196972064674, 0.08892520517110825, 0.00013725413009524345, 0.0013911441201344132, 0.0005078555550426245, 0.002088466426357627, 0.01147824339568615, 0.0014996335376054049, 8.595481631346047e-06, 0.00047378806630149484, 0.0031044308561831713, 0.005009721964597702, 0.01901654526591301, 0.0001238593104062602, 0.0019583136308938265, 0.0003310672764200717, 0.000292352051474154, 5.3769381338497624e-05, 0.012151986360549927, 0.0001379183231620118]"
