Probabilities,Predicted labels,label,All-Probs
0.4962022,This image shows the country Spain,Spain,"[8.365421308553778e-06, 1.5037123375805095e-05, 0.0006572836427949369, 0.00015109495143406093, 0.038891587406396866, 1.782568324415479e-05, 0.00015094976697582752, 8.845489355735481e-05, 5.115521344123408e-05, 0.09197429567575455, 0.011644077487289906, 0.0006578166503459215, 0.0003858940617647022, 4.837108463107143e-06, 2.5206854843418114e-05, 0.018883051350712776, 0.00021500414004549384, 7.452003046637401e-05, 0.0007516801706515253, 6.86924540787004e-05, 3.5133758501615375e-05, 0.0034700108226388693, 0.00299588730558753, 0.0004300101427361369, 5.765132300439291e-05, 0.00024326339189428836, 3.332506457809359e-05, 0.016176657751202583, 3.3912867365870625e-05, 9.745026909513399e-05, 2.154535468434915e-05, 0.0017550310585647821, 0.06000757962465286, 0.0009924013866111636, 6.318006489891559e-05, 0.00011526861635502428, 1.178096772491699e-05, 0.03480100631713867, 3.2449859190819552e-06, 0.00011324801744194701, 0.006031795404851437, 9.424976451555267e-05, 3.344356446177699e-05, 4.245025138516212e-06, 2.203232179454062e-05, 0.00029487692518159747, 0.0014386436669155955, 3.969590397900902e-05, 5.749297633883543e-05, 3.373873551026918e-05, 0.00095884979236871, 0.00028295040829107165, 0.008660508319735527, 0.01862582378089428, 0.004827880300581455, 2.444199526507873e-05, 1.547113157585045e-07, 1.4856408597552218e-05, 0.002572552300989628, 0.00010987307905452326, 0.00029394644661806524, 1.6816609786474146e-05, 0.015849346294999123, 0.05768110603094101, 5.2985215006629005e-05, 0.058455392718315125, 2.069121546810493e-05, 0.0002791034639813006, 1.5555462596239522e-05, 0.019887270405888557, 0.0002470117760822177, 3.726189561348292e-06, 9.634768503019586e-06, 1.0354604455642402e-05, 0.0028614394832402468, 2.3052434698911384e-06, 0.0007552456809207797, 0.0006618830957449973, 1.2600272384588607e-05, 0.0015810388140380383, 0.0012459403369575739, 0.001509299734607339, 0.00012921050074510276, 0.0002340124046895653, 0.011033689603209496, 0.4962022006511688, 0.0006456632982008159]"
0.3602545,This image shows the country United Arab Emirates,United Arab Emirates,"[0.0014315221924334764, 2.0339106413302943e-05, 2.3222008167067543e-05, 0.0003186441899742931, 0.1683231145143509, 9.86699069471797e-06, 5.929947292315774e-05, 1.642456140871218e-06, 0.00014068784366827458, 0.005215319339185953, 0.01012450736016035, 1.2810915904992726e-05, 0.00027997480356134474, 0.0007656075176782906, 0.0003816931857727468, 0.07423786073923111, 0.0002600018633529544, 0.0009535993449389935, 0.03917809948325157, 0.00014657093561254442, 3.939102555250429e-07, 0.0027903348673135042, 0.000584505673032254, 1.1210339835088234e-05, 4.820102913072333e-05, 7.950705185066909e-05, 0.0003796623204834759, 0.0005262399790808558, 4.115113915759139e-05, 1.1057294614147395e-05, 5.9699286794057116e-05, 0.00010072415170725435, 0.004827403929084539, 5.9580863307928666e-05, 5.386482735048048e-05, 7.938609087432269e-06, 5.026541475672275e-05, 0.0014738680329173803, 4.2368432332295924e-05, 3.0811432225164026e-05, 0.004014022182673216, 9.515598321740981e-06, 2.1321380700101145e-05, 4.2699346522567794e-05, 6.196552567416802e-05, 2.0620257146219956e-06, 3.076539360336028e-05, 3.744789137272164e-05, 6.753714842488989e-05, 5.701844543182233e-07, 0.03286941722035408, 0.00021712493617087603, 0.0005134930834174156, 0.0037519424222409725, 2.966578904306516e-05, 8.75155019457452e-05, 0.0002709667896851897, 0.00013742460578214377, 0.00010429280519019812, 0.006266039330512285, 6.933246913831681e-05, 8.903140042093582e-06, 0.004423854406923056, 0.15983635187149048, 0.3602544963359833, 0.0028736868407577276, 0.0016619478119537234, 3.8302026950987056e-05, 0.0035172030329704285, 0.00045411556493490934, 7.883071521064267e-05, 8.814634384179953e-06, 5.080605478724465e-05, 0.00030701630748808384, 0.0006417347467504442, 0.0010091899894177914, 1.3561692867369857e-05, 0.0002092647337121889, 1.7175357243104372e-06, 0.08946805447340012, 0.003966864198446274, 3.100775575148873e-05, 5.814793894387549e-06, 2.5521794668748043e-06, 0.0007418555323965847, 0.008635489270091057, 9.031213994603604e-05]"
0.2826458,This image shows the country Belgium,United Kingdom,"[0.00025970113347284496, 0.0002308517141500488, 0.020252123475074768, 0.020423932000994682, 7.812245894456282e-05, 0.010691821575164795, 0.0536111481487751, 0.004475875291973352, 0.0007543868268840015, 0.013897871598601341, 0.00013573454634752125, 0.002670068759471178, 0.0017446363344788551, 9.548291018290911e-06, 0.007840048521757126, 0.00018917657143902034, 0.004818528890609741, 0.00029615216772072017, 8.631301898276433e-05, 0.0005204030894674361, 0.0026166075840592384, 0.00011537297541508451, 0.015729978680610657, 0.009765607304871082, 0.0027886813040822744, 6.284036498982459e-05, 0.0007703141891397536, 0.15077431499958038, 2.356841832806822e-05, 0.008907455019652843, 0.0003182483196724206, 0.00011994878150289878, 0.004410410299897194, 0.009517649188637733, 0.10691112279891968, 0.03335096314549446, 0.0026694322004914284, 0.001853256137110293, 0.0001111880483222194, 0.00016224612772930413, 0.0020367472898215055, 2.1274945538607426e-06, 0.00016156889614649117, 5.093959407531656e-05, 8.545970922568813e-05, 0.01755254529416561, 0.006849124561995268, 0.0006725030252709985, 0.0015969059895724058, 9.313528425991535e-05, 0.0001443055080017075, 0.016314465552568436, 0.0005552959628403187, 0.000352624396327883, 0.0003804366569966078, 2.1641502826241776e-05, 7.453000307577895e-06, 0.00032409222330898046, 0.002744782017543912, 2.7583666451391764e-05, 0.031095055863261223, 9.017017873702571e-05, 0.0007230665069073439, 0.00025583826936781406, 2.983546619361732e-05, 0.00339494994841516, 1.7036025383276865e-05, 0.2826457917690277, 9.215984755428508e-05, 0.00013814792328048497, 0.0559530071914196, 0.0008940898114815354, 0.005890467204153538, 5.851760215591639e-05, 0.0011644436744973063, 0.0002395935880485922, 0.003665715456008911, 0.014536591246724129, 7.036793977022171e-05, 0.0002028894959948957, 0.00014928066229913384, 0.01107164565473795, 0.035481538623571396, 0.004443823359906673, 0.0002481538394931704, 0.0023821485228836536, 0.0011262650368735194]"
0.41720518,This image shows the country Sweden,Finland,"[3.906852725776844e-05, 6.324319838313386e-05, 0.001369062578305602, 0.0027618713211268187, 6.95368407832575e-06, 0.10621806234121323, 0.033970966935157776, 0.0010146703571081161, 0.0003254569892305881, 0.0007079232018440962, 0.00010683048458304256, 0.0011420197552070022, 0.0011769484262913465, 2.1061212009954033e-06, 0.0006982997292652726, 2.1974139599478804e-05, 0.0026522334665060043, 9.788817260414362e-05, 2.1408275642897934e-05, 0.0007105665281414986, 0.0003548692911863327, 6.312927780527389e-06, 0.0005812165327370167, 0.0031458886805921793, 0.1274150013923645, 1.5489871657337062e-05, 0.00026654123212210834, 0.003305117366835475, 2.849011252692435e-06, 0.0014371891738846898, 5.0399565225234255e-05, 3.351819759700447e-05, 0.0006908755749464035, 0.000860804517287761, 0.009111442603170872, 0.01897883415222168, 0.00299143698066473, 0.00030281816725619137, 1.233006696566008e-05, 8.115043601719663e-05, 0.00022303937294054776, 1.2290906852285843e-06, 8.570421414333396e-06, 1.3493483493220992e-05, 1.3645225408254191e-05, 0.0019272585632279515, 0.0023545087315142155, 8.926412556320429e-05, 0.0005510052433237433, 3.511973409331404e-05, 8.79719118529465e-06, 0.11739476025104523, 9.922678145812824e-05, 6.137989112176001e-05, 0.00011001853999914601, 1.6462672647321597e-05, 3.4435445286362665e-06, 0.0001434676960343495, 0.0005080912378616631, 1.1050134162360337e-05, 0.0046088844537734985, 0.00012851017527282238, 0.00022483672364614904, 1.176390560431173e-05, 1.9657809389173053e-06, 0.0007588420412503183, 6.806673809478525e-06, 0.008740405552089214, 3.462124732322991e-05, 7.916935282992199e-05, 0.10716881603002548, 2.6885922125075012e-05, 0.0016379596199840307, 7.3990668170154095e-06, 0.0006673550815321505, 0.006145597901195288, 0.001009537372738123, 0.41720518469810486, 2.0759549443027936e-05, 3.7945032090647146e-05, 2.121058241755236e-05, 0.0015725146513432264, 0.002326176967471838, 0.0008358925697393715, 6.993417628109455e-05, 0.00024264877720270306, 8.294203144032508e-05]"
0.3135581,This image shows the country Uganda,Thailand,"[0.014660329557955265, 4.345300476416014e-05, 0.0005970685160718858, 0.0016215617069974542, 6.590325210709125e-05, 3.655845284811221e-05, 0.0002546625037211925, 6.953230240469566e-06, 0.0015618875622749329, 0.00351098389364779, 0.000890877447091043, 0.00019606147543527186, 0.0007795101846568286, 0.002021070569753647, 0.0006372743519023061, 0.1451783925294876, 0.0005308968829922378, 0.042153533548116684, 0.0001773411058820784, 0.0001769991358742118, 7.712777005508542e-06, 0.001390385441482067, 0.0008858957444317639, 9.795835649129003e-05, 2.8014517738483846e-05, 0.0029433227609843016, 0.003504708409309387, 0.003716608975082636, 0.00015227169205900282, 0.0005570526118390262, 0.02211497724056244, 0.0019053241703659296, 0.00603749742731452, 0.0004984784754924476, 0.0006106856744736433, 0.0008583269082009792, 0.0001348826044704765, 0.0002722708450164646, 0.0022282381542026997, 0.001818714663386345, 0.026468971744179726, 5.857041469425894e-05, 0.04061225429177284, 0.0009335639188066125, 0.06224591284990311, 5.144899841980077e-05, 0.0008889763848856091, 0.0002667562512215227, 0.0012528974330052733, 0.00017776578897610307, 0.00019470312690827996, 0.0008711271220818162, 0.007269414607435465, 0.0038959532976150513, 1.5554791389149614e-05, 0.025851083919405937, 0.0005481882835738361, 0.31355810165405273, 0.0002166848280467093, 4.613283817889169e-05, 0.0006410510977730155, 0.002400685101747513, 0.00010486290557309985, 0.00043529015965759754, 3.466827911324799e-05, 0.0039930930361151695, 0.08755423128604889, 0.0008804010576568544, 0.006510396953672171, 0.0015555697027593851, 0.001122195040807128, 0.037082623690366745, 0.0001647058961680159, 0.04383666813373566, 0.00069302914198488, 5.207281901675742e-06, 0.0001034111701301299, 0.00038188337930478156, 0.054827671498060226, 0.0003206507535651326, 0.0037579957861453295, 0.0012050836812704802, 0.00042401207610964775, 7.143881703086663e-06, 0.00043976138113066554, 0.001075682113878429, 0.00015333929331973195]"
0.61423755,This image shows the country France,France,"[0.0009054346010088921, 1.5180205082288012e-05, 0.002752481261268258, 0.002816201886162162, 0.0070925685577094555, 2.6895997507381253e-05, 6.188991392264143e-05, 0.003783193416893482, 7.86528762546368e-05, 0.06151259317994118, 0.00045683904318138957, 0.0006019106367602944, 0.003190931398421526, 1.0701121937017888e-05, 0.0007085452671162784, 0.004584357608109713, 0.00039884456782601774, 8.893926860764623e-05, 0.00036435306537896395, 6.789580947952345e-05, 0.00023820321075618267, 2.351075272599701e-05, 0.03568580746650696, 0.03752222657203674, 0.0003441095759626478, 0.0001247166801476851, 3.843132799374871e-05, 0.6142375469207764, 8.350260031875223e-05, 0.00013397230941336602, 1.8415159502183087e-05, 1.1047131010855082e-05, 0.0069487690925598145, 0.0018561877077445388, 0.0004714404640253633, 0.00016089837299659848, 3.38558093062602e-05, 0.006876647938042879, 2.7358746592653915e-06, 5.439297183329472e-06, 0.008460922166705132, 0.00015763290866743773, 9.19726801384968e-07, 7.83046652941266e-06, 1.060275735653704e-05, 0.00084168795729056, 0.0012267738347873092, 3.324863064335659e-05, 0.002758357208222151, 1.2484604212659178e-06, 0.00016264912846963853, 0.0003362736024428159, 0.00015623743820469826, 0.00030423159478232265, 0.002260496374219656, 7.999695299076848e-06, 6.421469151973724e-05, 3.068826117669232e-05, 0.005546860862523317, 0.00018288912542629987, 0.003614675020799041, 0.00048653455451130867, 0.021745460107922554, 0.0038479117210954428, 0.00017864022811409086, 0.0040198215283453465, 3.0106008125585504e-05, 0.01728980243206024, 0.0022420580498874187, 3.8662037695758045e-05, 8.87548885657452e-05, 6.478906925622141e-06, 9.182868234347552e-05, 8.31715005915612e-05, 0.0008269178215414286, 7.502992230001837e-05, 0.0011749465484172106, 0.0007546310662291944, 1.0911863910223474e-06, 0.006267054006457329, 7.036936585791409e-05, 0.004149639513343573, 0.00028468979871831834, 0.0010009485995396972, 4.74809821753297e-05, 0.11333205550909042, 0.0013635755749419332]"
0.19013226,This image shows the country Reunion,United States,"[0.007969926111400127, 0.00016943231457844377, 0.0033222136553376913, 0.0138016939163208, 3.5924465919379145e-05, 0.0038021064829081297, 0.019077658653259277, 0.0003456096164882183, 0.0028062472119927406, 0.011351318098604679, 0.049571629613637924, 0.004838127177208662, 0.1901322603225708, 0.000274309073574841, 0.007124749943614006, 0.00040137514588423073, 0.0016814592527225614, 0.01830224320292473, 0.004104006569832563, 0.0990656241774559, 0.0038607954047620296, 0.0002647183137014508, 0.0028294494841247797, 0.013298578560352325, 0.018053650856018066, 0.017456330358982086, 0.0029550634790211916, 0.007407267112284899, 0.00024796606157906353, 0.0024821509141474962, 0.0032157956156879663, 0.021290259435772896, 0.017254404723644257, 0.010141290724277496, 0.0010787859791889787, 0.004626146052032709, 0.046803586184978485, 0.004556544590741396, 0.0006913527031429112, 0.009391476400196552, 0.024594701826572418, 0.0010824661003425717, 0.0008603777387179434, 0.0019935553427785635, 0.0030852355994284153, 0.0030994147527962923, 0.0009090381790883839, 0.00013423102791421115, 0.05730133131146431, 0.006269319448620081, 0.00039270109846256673, 0.004937777761369944, 0.006634692195802927, 0.009007679298520088, 0.004210443235933781, 0.005065703298896551, 0.0010440080659464002, 0.01874355971813202, 0.012253795750439167, 0.001193844247609377, 0.005433192942291498, 0.0828024223446846, 0.007405289448797703, 0.0005869141314178705, 0.00012718208017759025, 0.010769558139145374, 0.0007985198753885925, 0.0035684118047356606, 0.0008969288319349289, 0.002159835770726204, 0.01236871536821127, 0.0024925265461206436, 0.0013295426033437252, 0.003560219891369343, 0.027339735999703407, 1.7208578356076032e-05, 0.0012481777230277658, 0.025014817714691162, 0.001173567958176136, 0.002331675961613655, 0.0034071397967636585, 0.006494028959423304, 0.002217617817223072, 0.00040213376632891595, 0.002439863746985793, 0.0033618940506130457, 0.0013554656179621816]"
0.18224005,This image shows the country Brazil,United States,"[0.01707466132938862, 2.769262391666416e-05, 0.004362161736935377, 0.004768652841448784, 0.001207830966450274, 0.00026004703249782324, 0.0018580551259219646, 0.00023431492445524782, 0.05565942823886871, 0.01073413621634245, 0.12357962131500244, 0.00030809399322606623, 0.005673423875123262, 0.00035124487476423383, 0.0007501310901716352, 0.001107159536331892, 0.001806286396458745, 0.0035101668909192085, 0.00024000564008019865, 0.07314005494117737, 0.0002762447693385184, 0.0009634445304982364, 0.005464097019284964, 0.000854307203553617, 0.0004897823673672974, 0.001636119675822556, 0.02471516840159893, 0.019900867715477943, 0.0011064269347116351, 0.0013969778083264828, 0.01627415232360363, 0.009516068734228611, 0.08427365124225616, 0.002711107023060322, 0.0008101913263089955, 0.0033300595823675394, 0.08704005181789398, 0.010329988785088062, 0.0006824096199125051, 0.0298228207975626, 0.1822400540113449, 3.644955359050073e-05, 0.0017825680552050471, 0.0023402427323162556, 0.0005586656043305993, 0.002102041617035866, 0.0025042525958269835, 0.00013981178926769644, 0.011295029893517494, 3.0129658625810407e-05, 9.13978146854788e-05, 0.0019344094907864928, 0.010723331943154335, 0.01985097862780094, 0.00017510591715108603, 0.0011365518439561129, 0.00029765733052045107, 0.02159600704908371, 0.0023310789838433266, 3.3712898584781215e-05, 0.0020319316536188126, 0.0013174025807529688, 0.0005485302535817027, 0.0002650243404787034, 6.70684821670875e-05, 0.02430499903857708, 0.0028931505512446165, 0.004150456748902798, 0.010298708453774452, 0.00042658919119276106, 0.0064910538494586945, 0.00029226948390714824, 0.014694342389702797, 0.0008298887405544519, 0.0020368285477161407, 3.985566581832245e-05, 0.0021054723765701056, 0.0011523402063176036, 0.003633145708590746, 0.0007599714444950223, 0.025853052735328674, 0.014394029043614864, 0.0044075921177864075, 0.0005780488136224449, 0.0022759768180549145, 0.004080790560692549, 0.0006248826975934207]"
0.14439079,This image shows the country Brazil,Brazil,"[0.019809411838650703, 3.195861836502445e-06, 0.0005507065798155963, 0.009276466444134712, 0.004770245403051376, 6.166924140416086e-05, 0.004354530945420265, 7.02121396898292e-05, 0.017026564106345177, 0.015472525730729103, 0.10981445759534836, 0.00012228678679093719, 0.014330586418509483, 0.00121438002679497, 0.0028398397844284773, 0.0193380918353796, 0.00045499313273467124, 0.023894712328910828, 0.0004820566391572356, 0.06887681037187576, 0.0005276391748338938, 0.0013991511659696698, 0.026461094617843628, 0.0005242365878075361, 8.624586189398542e-05, 0.03181599825620651, 0.01248894538730383, 0.027736913412809372, 0.00679389201104641, 0.0018894909881055355, 0.03205617889761925, 0.024698348715901375, 0.03712281957268715, 0.0013148522702977061, 0.0011699737515300512, 0.0029649706557393074, 0.0027317663189023733, 0.002294427016749978, 0.0016029480611905456, 0.010936103761196136, 0.1443907916545868, 0.0007937589543871582, 0.007858087308704853, 0.010865888558328152, 0.0027901120483875275, 0.00017963803838938475, 0.0008207649225369096, 5.6124252296285704e-05, 0.01622682437300682, 6.492496322607622e-05, 0.0003349320904817432, 0.0017241033492609859, 0.010150962509214878, 0.08497951924800873, 0.00045025444705970585, 0.007722047623246908, 3.5456854675430804e-05, 0.025778505951166153, 0.0022904567886143923, 0.0005457991501316428, 0.002431194530799985, 0.0020841406658291817, 0.0017909962916746736, 0.0013858262682333589, 0.00032868579728528857, 0.014240208081901073, 0.005868128500878811, 0.003245928091928363, 0.012710976414382458, 0.0013196913059800863, 0.002142785582691431, 0.01304610725492239, 0.002756281290203333, 0.003156194696202874, 0.0019464640645310283, 2.0028051039844286e-06, 0.00039866220322437584, 0.0010964294197037816, 0.006318174302577972, 0.005220635328441858, 0.03794652223587036, 0.003656323067843914, 0.00160969456192106, 0.0002558250562287867, 0.004616985563188791, 0.005244268104434013, 0.007742192596197128]"
0.5920366,This image shows the country United Kingdom,United Kingdom,"[0.0026134299114346504, 8.7204216470127e-06, 0.0003590193227864802, 0.5920366048812866, 4.176338279648917e-06, 0.00017211484373547137, 0.0009292593458667397, 0.000148475039168261, 0.000214473475352861, 0.00015910221554804593, 3.987606305599911e-06, 9.359614341519773e-05, 0.003676042193546891, 3.418030610191636e-05, 0.024334874004125595, 0.0001960509835043922, 0.0002368649875279516, 0.0016402410110458732, 5.350981518859044e-05, 0.000252648867899552, 7.486737558792811e-06, 8.008267468539998e-05, 0.000613406824413687, 0.0017315312288701534, 0.0013336311094462872, 2.908373971877154e-05, 0.000692149274982512, 0.0020579667761921883, 1.1240992535022087e-05, 9.701840463094413e-05, 9.720918751554564e-05, 9.433412742509972e-06, 0.00032404394005425274, 0.00017256058345083147, 0.18668527901172638, 0.00264280429109931, 0.00020678613509517163, 0.0002797560300678015, 0.0005856194766238332, 2.252287777082529e-05, 0.0007828014204278588, 1.871177460088802e-06, 2.3211207007989287e-05, 8.491667540511116e-05, 0.00010705256136134267, 0.0007148782024160028, 0.00042818288784474134, 1.9796558262896724e-05, 0.00040869577787816525, 5.463489742396632e-06, 0.00027146554202772677, 0.003887246362864971, 0.0004208391474094242, 7.591886242153123e-05, 8.306702511617914e-06, 3.351798659423366e-05, 0.0007484517409466207, 0.0020752986893057823, 1.1273812560830265e-05, 1.0449327419337351e-05, 0.017808392643928528, 2.5525561795802787e-05, 4.273699960322119e-05, 1.38719206006499e-05, 0.00016491459973622113, 0.00047876432654447854, 0.00016091532597783953, 0.13080596923828125, 0.003516647033393383, 0.00016831615357659757, 0.0014534362126141787, 7.405942596960813e-05, 0.0024729114957153797, 0.0001813223643694073, 0.0001859727781265974, 0.0017666865605860949, 0.00018420236301608384, 0.0024000119883567095, 1.3223253517935518e-05, 0.0001292236556764692, 2.380485602770932e-05, 0.00021070742513984442, 0.0023995907977223396, 4.3776271922979504e-05, 0.00011891955364262685, 0.00017916649812832475, 1.0283167284796946e-05]"
