Probabilities,Predicted labels,label,All-Probs
0.6166015,Japan,Japan,"[0.00022362993331626058, 2.3629232600796968e-05, 0.00021542819740716368, 0.016674283891916275, 3.3150667150039226e-05, 0.00042112875962629914, 0.00022350798826664686, 0.0003132405981887132, 0.0001110108059947379, 0.00036692991852760315, 0.00030351054738275707, 0.00040296369115822017, 0.00034528045216575265, 1.5566317870252533e-06, 0.016077028587460518, 3.094480234722141e-06, 0.0009301649406552315, 0.0001843358186306432, 0.0001983486145036295, 0.0004042331129312515, 0.0007143175462260842, 8.074106153799221e-05, 0.008590620942413807, 0.003147079376503825, 0.000186105738976039, 0.12850533425807953, 0.016415396705269814, 0.0079553984105587, 0.001501123420894146, 0.00021778931841254234, 0.002595198340713978, 0.0005421910900622606, 2.2588472347706556e-05, 0.000910012109670788, 0.0001912946900120005, 0.00046413668314926326, 0.00010197558003710583, 5.2043811592739075e-05, 0.027050582692027092, 0.0007112803286872804, 0.0021615270525217056, 0.000716648472007364, 0.0004554156621452421, 0.00697981147095561, 0.0003201494109816849, 0.0008417600765824318, 0.0004145863058511168, 1.0028870747191831e-05, 0.6166015267372131, 0.0002851685567293316, 3.3082717436627718e-06, 0.0003039090952370316, 0.00031460096943192184, 0.00020804685482289642, 0.0004691100330092013, 0.0015808037715032697, 9.507140930509195e-06, 0.0008743258658796549, 0.00043269971502013505, 2.0697671061498113e-05, 0.005314620677381754, 0.1106792688369751, 3.0573337426176295e-05, 9.449213962398062e-07, 1.2639557098736987e-05, 0.00015052083472255617, 0.0002922603744082153, 0.00238652597181499, 9.311975736636668e-05, 2.4368171580135822e-05, 0.0002137855626642704, 9.387409954797477e-05, 0.0005030215252190828, 0.00018252631707582623, 0.0006531383842229843, 2.673131530173123e-05, 0.0032512855250388384, 0.000913518073502928, 0.0010933796875178814, 0.0001917849585879594, 0.0005063646822236478, 0.000372645677998662, 0.0014086480950936675, 0.00045745456009171903, 0.00018791703041642904, 0.0003638897615019232, 0.0001798412122298032]"
0.17255193,Kyrgyzstan,Mongolia,"[0.0030451456550508738, 0.15990498661994934, 0.003246781649067998, 0.00020484687411226332, 0.013989168219268322, 0.0007154755876399577, 0.0001253652008017525, 1.9199869711883366e-05, 0.001667262869887054, 0.0051834168843925, 0.0027766800485551357, 0.019014909863471985, 3.2129581086337566e-05, 0.000632782990578562, 0.00026835963944904506, 0.05949215963482857, 0.006240444723516703, 0.0005549971829168499, 0.0002513007493689656, 0.0007570936577394605, 7.46345758670941e-05, 0.006394051946699619, 0.008409248664975166, 1.7904851119965315e-05, 7.299736171262339e-05, 0.007669190410524607, 0.00827615987509489, 0.0025874644052237272, 1.55107190948911e-05, 0.0031574342865496874, 0.002037364523857832, 0.00104143179487437, 0.004392995964735746, 0.0320807620882988, 0.00022889224055688828, 0.0028030145913362503, 0.0002431276225252077, 0.07232876867055893, 0.0004444590595085174, 0.0003058538131881505, 0.0012239556526765227, 0.00010238705726806074, 0.0031372043304145336, 0.0002494383370503783, 0.0007466180832125247, 1.0883418326557148e-05, 0.00028825897607021034, 0.1725519299507141, 0.0018217659089714289, 0.0029539233073592186, 0.010892260819673538, 0.00011596530384849757, 0.0007038419134914875, 0.017277777194976807, 0.005701476242393255, 0.0001245054299943149, 0.0027936208061873913, 0.0020051393657922745, 0.0008059389656409621, 0.014057882130146027, 0.00039423711132258177, 0.013539306819438934, 0.003625447629019618, 0.07320187985897064, 0.029086332768201828, 0.00422916142269969, 0.0013724369928240776, 0.0006361763225868344, 0.01826436072587967, 0.05179071053862572, 0.0006161435740068555, 0.0005550797213800251, 0.0035702886525541544, 0.00025443374761380255, 0.03458293527364731, 0.00028890682733617723, 0.00046712986659258604, 0.0006647985428571701, 0.0010097562335431576, 0.020428717136383057, 0.0032490179874002934, 0.0005363685195334256, 0.0001732481614453718, 9.151014819508418e-05, 0.0014366290997713804, 0.01528167724609375, 0.052384715527296066]"
0.13222247,Argentina,France,"[0.0047459593042731285, 0.0006644018576480448, 0.0023571494966745377, 0.0018603638745844364, 0.003842962672933936, 0.0009648734121583402, 0.0002953741932287812, 0.00037028512451797724, 0.019322458654642105, 0.043443869799375534, 0.0027497438713908195, 0.047933682799339294, 0.0007661321433261037, 0.0009466498158872128, 0.0004102804814465344, 0.020382404327392578, 0.004362944047898054, 0.001198328798636794, 0.0023849073331803083, 0.0055497740395367146, 0.0008559171110391617, 0.009738522581756115, 0.04971799626946449, 0.0003996778395958245, 5.0113121687900275e-05, 0.0019908412359654903, 0.00201493501663208, 0.028155870735645294, 4.926288966089487e-05, 0.0017457378562539816, 9.888363274512812e-05, 0.013915720395743847, 0.0243307426571846, 0.01853582076728344, 0.0014012529281899333, 0.0020525141153484583, 0.0004248337063472718, 0.1263137310743332, 0.0002701824123505503, 0.0021007873583585024, 0.008816433139145374, 0.0001271016226382926, 0.00025162019301205873, 6.125500658527017e-05, 0.0009528105729259551, 0.00035464242682792246, 0.01221155934035778, 0.008054492063820362, 0.011254558339715004, 0.0029803472571074963, 0.0005395319312810898, 0.0010862299241125584, 0.008906399831175804, 0.030671175569295883, 0.021490979939699173, 0.00048671019612811506, 0.00031923435744829476, 0.0008255440625362098, 0.006956556346267462, 0.012792747467756271, 0.003333783708512783, 0.0052033476531505585, 0.004899218678474426, 0.009416870772838593, 0.0031002056784927845, 0.1322224736213684, 0.000990061555057764, 0.0015993320848792791, 0.028019793331623077, 0.01661568693816662, 0.0006148182437755167, 0.0003384460578672588, 0.02510116808116436, 0.0007499994244426489, 0.013860992155969143, 1.3049122571828775e-05, 0.0034243769478052855, 0.007321762852370739, 0.0006320424727164209, 0.024350706487894058, 0.0015165121294558048, 0.01684926636517048, 0.0016004520002752542, 0.0006833095685578883, 0.007167627103626728, 0.08943549543619156, 0.023083429783582687]"
0.16323419,United States,United States,"[0.02219405770301819, 0.0004093553579878062, 0.00017015068442560732, 0.014477443881332874, 0.0003229499561712146, 0.02398063614964485, 0.0033792471513152122, 0.00017238309374079108, 0.0016550457803532481, 0.004516471643000841, 0.1060994565486908, 0.002176576992496848, 0.013253435492515564, 0.00022736996470484883, 0.009460581466555595, 0.004343005362898111, 0.006961089093238115, 0.10274669528007507, 0.05427543446421623, 0.1632341891527176, 0.0003542526683304459, 0.0009382649441249669, 0.001925945864059031, 0.01627112738788128, 0.0007110338774509728, 0.005686798598617315, 0.002071897266432643, 0.0033061401918530464, 0.0025421876925975084, 0.00024628109531477094, 6.461950397351757e-05, 0.00530602503567934, 0.006653298158198595, 0.0029088708106428385, 0.0009572524577379227, 0.006597669795155525, 0.05151481553912163, 0.018060270696878433, 0.00014902757538948208, 0.0035178211983293295, 0.0034713405184447765, 0.0008853956824168563, 0.00032769955578260124, 0.001604417571797967, 0.0011625615879893303, 0.0013719554990530014, 0.0007664558361284435, 4.925650137010962e-05, 0.019229257479310036, 0.0010852109408006072, 0.00025992977316491306, 0.00695848697796464, 0.007049380335956812, 0.0037324607837945223, 0.001495707081630826, 0.0018663844093680382, 0.0004940349608659744, 0.14157545566558838, 0.00012615016021300107, 0.001937025343067944, 0.0042936853133141994, 0.007448314223438501, 5.423602124210447e-05, 8.224921475630254e-05, 0.0007332778768613935, 0.010782080702483654, 0.00891374982893467, 0.0038132197223603725, 0.0004736651317216456, 0.0017326364759355783, 0.021403010934591293, 0.01185440830886364, 0.0029794489964842796, 0.012246896512806416, 0.002171801868826151, 0.00030285524553619325, 0.0024790815077722073, 0.013989703729748726, 0.00045869636232964694, 0.00909558404237032, 0.006124268751591444, 0.0031448102090507746, 0.002258523367345333, 0.0001459424674976617, 0.011315427720546722, 0.0014921196270734072, 0.0009226506226696074]"
0.94295186,United Kingdom,United Kingdom,"[0.00010607959848130122, 1.23646013889811e-05, 0.00015970120148267597, 0.9429518580436707, 0.0001789100788300857, 0.00010965148248942569, 4.450969572644681e-05, 2.4056105758063495e-05, 0.0015543955378234386, 0.0002988013147842139, 9.121859875449445e-06, 0.0003029584768228233, 0.003953813575208187, 3.3333824376313714e-06, 0.0017193190287798643, 9.985046744986903e-06, 0.0005031006294302642, 0.0009671953739598393, 0.002465922385454178, 0.0007046159007586539, 9.291984497394878e-06, 6.313398625934497e-05, 0.009308815002441406, 0.00028817608836106956, 2.8060352633474395e-05, 7.275674306583824e-06, 0.000306610920233652, 0.012997182086110115, 2.4273340386571363e-06, 0.0003639202914200723, 1.837913805502467e-05, 1.570564381836448e-05, 0.00018515277770347893, 0.00047503234236501157, 0.0003868362691719085, 0.00030856483499519527, 0.0001638858375372365, 0.0004122943209949881, 2.2767088012187742e-05, 1.9756596884690225e-05, 0.0006060166051611304, 7.031038080640428e-07, 1.8661285139387473e-05, 5.888754458283074e-05, 0.00035039050271734595, 4.6022199967410415e-05, 0.00015307441935874522, 1.2259408322279342e-05, 0.00018161488696932793, 6.191549346112879e-06, 4.875630474998616e-05, 0.0003800479753408581, 0.00019828334916383028, 2.961080099339597e-05, 2.2215292119653895e-05, 8.381477528018877e-05, 2.593708450149279e-05, 0.0025232736952602863, 4.247878314345144e-05, 5.7541084970580414e-05, 0.0019469843246042728, 0.00018501808517612517, 1.4520843251375481e-05, 5.688738838216523e-06, 7.171826291596517e-05, 0.0004750151128973812, 5.379755384637974e-05, 0.002886383095756173, 0.0006249770522117615, 6.0886304709129035e-05, 0.00014508793537970632, 9.3412427304429e-06, 0.0006108360830694437, 6.525521166622639e-05, 0.0016860386822372675, 6.067125468689483e-07, 0.00018804913270287216, 0.001304040546528995, 2.3017541025183164e-05, 0.0002523334987927228, 4.809617530554533e-05, 0.00036689770058728755, 0.0009069666266441345, 3.4753760701278225e-05, 2.0607698388630524e-05, 0.0016776660922914743, 2.6677653295337223e-05]"
0.34291735,Ireland,Ireland,"[0.00958922877907753, 0.0007279196288436651, 0.0070761446841061115, 0.005410443060100079, 0.00920784566551447, 9.16798526304774e-05, 4.295252074371092e-05, 0.0006668716087006032, 0.00014301964256446809, 0.02381996251642704, 0.0002599559666123241, 0.004967402201145887, 2.148944440705236e-05, 8.301706111524254e-05, 0.3429173529148102, 6.121247861301526e-05, 0.0006927123758941889, 0.0005610729567706585, 0.0008344413945451379, 0.00025284377625212073, 0.0002260967594338581, 0.007168574724346399, 0.02855055220425129, 0.00030553684337064624, 0.0014115034136921167, 0.00043984304647892714, 0.0005057929083704948, 0.009046712890267372, 7.317511574456148e-08, 0.0007847483502700925, 5.23282278663828e-06, 0.00083046720828861, 0.0027531355153769255, 0.02309282496571541, 0.000728458515368402, 0.00018694307073019445, 0.00020496975048445165, 0.01773001067340374, 2.8557318728417158e-05, 9.679001959739253e-05, 0.0006264213006943464, 2.3877513740444556e-05, 2.978270003950456e-06, 1.1466328032838646e-05, 0.00013805183698423207, 0.0008876943029463291, 0.0022521326318383217, 0.0005056694499216974, 0.0005005519487895072, 0.000861836364492774, 0.0003680462541524321, 0.0003425429167691618, 0.001923736766912043, 0.0013289065100252628, 0.020482145249843597, 6.620073691010475e-05, 0.23450590670108795, 0.00020710441458504647, 0.002610636642202735, 0.033695485442876816, 0.0012895027175545692, 0.0012813432840630412, 0.0030427270103245974, 0.003894781693816185, 0.00041901724762283266, 0.006486701779067516, 7.995467603905126e-05, 0.0018561719916760921, 0.07403133809566498, 0.006269870325922966, 9.063335892278701e-05, 4.5290280468179844e-06, 0.008648205548524857, 2.8032383852405474e-05, 0.011891702190041542, 0.0016093915328383446, 0.006331097334623337, 0.001270954729989171, 4.752921540784882e-06, 0.01635734736919403, 0.0010922346264123917, 0.0025253111962229013, 0.00025106329121626914, 0.0005761317443102598, 0.001856579096056521, 0.013730749487876892, 0.032214149832725525]"
0.40919903,Spain,Spain,"[0.00030798555235378444, 0.000735987676307559, 0.000493204512167722, 0.005693960934877396, 0.0069747366942465305, 0.00045670632971450686, 2.532679536670912e-05, 5.054407665738836e-05, 0.005499798338860273, 0.016836076974868774, 0.0006379217375069857, 0.026705963537096977, 3.9652226405451074e-05, 5.685349242412485e-05, 0.0016248879255726933, 7.948181155370548e-05, 0.0004709718923550099, 0.00023585758754052222, 0.001769372378475964, 0.008687653578817844, 0.00011656749848043546, 0.0011215003905817866, 0.08033008873462677, 2.554365164542105e-05, 0.000320477964123711, 7.129122241167352e-05, 0.003405484138056636, 0.01822512410581112, 2.3690219563832215e-08, 0.0003209428396075964, 3.396897955099121e-05, 0.00022243954299483448, 0.0010507566621527076, 0.003569379448890686, 0.00012039489229209721, 5.5049877119017765e-05, 0.00016594590852037072, 0.07810430228710175, 2.035837860603351e-05, 0.00011744275252567604, 0.0005935908993706107, 2.1787010950902186e-07, 9.66142033576034e-06, 3.3082983463827986e-06, 0.0003368973557371646, 2.7822623451356776e-05, 0.001504662912338972, 0.0011364464880898595, 0.00020809713169001043, 1.0206070328422356e-05, 0.0010512678418308496, 0.00018576269212644547, 0.00023089369642548263, 0.00619931984692812, 0.003169093979522586, 1.281381173612317e-05, 0.0006775569054298103, 0.0001459982740925625, 0.023386528715491295, 0.005846526473760605, 0.0005827785353176296, 0.0001227872708113864, 0.06967639923095703, 0.01379590854048729, 0.0014178418787196279, 0.011183288879692554, 1.058865473169135e-05, 0.00014256183931138366, 0.025469547137618065, 0.0036149967927485704, 1.5019932106952183e-05, 4.245911782163603e-07, 0.028416801244020462, 1.2808852261514403e-05, 0.04732930287718773, 0.00017770487465895712, 0.002558399923145771, 0.002388150431215763, 2.7445923478808254e-05, 0.06076379865407944, 0.0045665861107409, 0.002088208682835102, 0.00012197985051898286, 0.00016672922356519848, 0.00015062156307976693, 0.4091990292072296, 0.006483536213636398]"
0.16510442,Sri Lanka,Nigeria,"[0.042843353003263474, 0.00026241439627483487, 0.000323673477396369, 0.07493499666452408, 0.005213781725615263, 0.00033823587000370026, 0.0009430316276848316, 2.480359580658842e-05, 0.0023916689679026604, 0.04728191718459129, 0.018636474385857582, 0.000568512303289026, 0.00043362556607462466, 0.003315130714327097, 0.10319680720567703, 0.0014124754816293716, 0.0021510666701942682, 0.004753471817821264, 0.002357982564717531, 0.00505584804341197, 4.5151173253543675e-05, 0.028693856671452522, 0.0021160338073968887, 0.001953311963006854, 0.00031058996682986617, 0.012504062615334988, 0.0057419901713728905, 0.006517854984849691, 0.000991840730421245, 0.00018605130026116967, 0.0006806252640672028, 0.012075651437044144, 0.025278614833950996, 0.0024599663447588682, 0.0013779171276837587, 0.0013623289996758103, 0.0006601905915886164, 0.0034902074839919806, 0.0007935762405395508, 0.052766721695661545, 0.005972296465188265, 0.000883297820109874, 0.0021881272550672293, 0.006399180740118027, 0.0019772155210375786, 0.001226375112310052, 0.0036616986617445946, 3.7157067708903924e-05, 0.014922223053872585, 0.00036109969369135797, 0.000302327040117234, 0.00743672763928771, 0.05728909373283386, 0.008943037129938602, 0.001032163854688406, 0.16510441899299622, 0.004843760281801224, 0.013605639338493347, 0.0002776442270260304, 0.00439929636195302, 0.0016166951972991228, 0.008369602262973785, 5.4787888075225055e-05, 0.00044192513450980186, 0.0007565802661702037, 0.004871630109846592, 0.029035523533821106, 0.0016595323104411364, 0.06401772052049637, 0.0004366507346276194, 0.001609167316928506, 0.002179621485993266, 0.009004827588796616, 0.0006555841537192464, 0.001323134871199727, 0.0002883697161450982, 0.005005177576094866, 0.00497532868757844, 0.0023779456969350576, 0.005923683755099773, 0.05478525534272194, 0.0031041481997817755, 0.0007190206670202315, 3.5128105082549155e-05, 0.016793256625533104, 0.0013727624900639057, 0.0012783746933564544]"
0.91526693,United Kingdom,United Kingdom,"[0.000767999910749495, 6.752085482730763e-06, 6.194847810547799e-05, 0.9152669310569763, 1.872237589850556e-05, 0.0003939895541407168, 0.00023443078680429608, 2.224603304057382e-05, 0.0011843580286949873, 0.00021933214156888425, 3.4456363664503442e-06, 5.627132486552e-05, 0.007979088462889194, 9.319411037722602e-05, 0.0012247782433405519, 4.9752085033105686e-05, 0.0005353522719815373, 0.0021800303366035223, 0.002860091859474778, 0.0019485166994854808, 1.7137268514488824e-05, 3.199480852345005e-05, 0.0012561124749481678, 0.00019410080858506262, 3.585186641430482e-05, 1.4766797903575934e-05, 0.00030346191488206387, 0.004032583441585302, 1.4952694982639514e-05, 0.00025648099835962057, 5.799487553304061e-05, 4.826611984753981e-06, 0.000126783867017366, 0.00013437213783618063, 0.0027789303567260504, 0.0011018794029951096, 0.00014436774654313922, 0.00012678896018769592, 4.867741517955437e-05, 2.154463618353475e-05, 0.0007732436060905457, 3.8377294231395354e-07, 5.735180093324743e-05, 0.00012293965846765786, 0.0009422861039638519, 2.8837168429163285e-05, 0.00032904278486967087, 1.05051658465527e-05, 0.0002490683109499514, 1.644783878873568e-05, 0.00010841690527740866, 0.0016077877953648567, 7.749580981908366e-05, 2.2644377168035135e-05, 1.1616952178883366e-05, 0.0004895234014838934, 0.00012777837400790304, 0.031382396817207336, 1.6905483789741993e-05, 6.362278509186581e-05, 0.003505106782540679, 7.053833542158827e-05, 4.889792762696743e-06, 6.574183771590469e-06, 0.0003680527734104544, 0.00023168211919255555, 0.00018529938824940473, 0.0029602274298667908, 0.0013760901056230068, 3.8783338823122904e-05, 0.00040193929453380406, 0.0003183384833391756, 0.0012281103990972042, 0.0004810477839782834, 0.0006881339941173792, 3.0398643957596505e-06, 0.0002225996577180922, 0.0026247429195791483, 6.029689757269807e-05, 0.0002017355291172862, 5.206738933338784e-05, 0.00015158452151808888, 0.0019344784086570144, 2.9411878131213598e-05, 2.2975193132879212e-05, 0.0005776499747298658, 5.3866265261603985e-06]"
0.1357111,Luxembourg,Brazil,"[0.007910204119980335, 2.9964849090902135e-05, 0.004630785435438156, 0.06757190078496933, 0.0001494887110311538, 0.027334026992321014, 0.008533074520528316, 0.0009548804955556989, 0.002350970171391964, 0.0696958526968956, 0.004517512395977974, 0.004109932109713554, 0.0006659989594481885, 0.0004411330446600914, 0.022887451574206352, 0.00181124999653548, 0.0048520867712795734, 0.004034500103443861, 0.006852686870843172, 0.0016688244650140405, 0.0027712401933968067, 0.0011243561748415232, 0.014582625590264797, 0.13571110367774963, 0.00047894223826006055, 0.0023958852980285883, 0.0056692673824727535, 0.09382985532283783, 0.004687105771154165, 0.0021599489264190197, 0.0005995570681989193, 0.01404477283358574, 0.006680908612906933, 0.007315115071833134, 0.015873219817876816, 0.04671400040388107, 0.0038443903904408216, 0.00823210645467043, 0.0018641031347215176, 0.02145562507212162, 0.004080049227923155, 0.00040964692016132176, 0.001397203654050827, 0.004848228767514229, 0.0006811037310399115, 0.005945978220552206, 0.009313017129898071, 0.00013968712300993502, 0.012770264409482479, 0.0005759421619586647, 0.00047183086280710995, 0.008024005219340324, 0.009220102801918983, 0.002403900260105729, 0.0025566311087459326, 0.007978146895766258, 0.00014562514843419194, 0.03333084657788277, 0.0013444594806060195, 0.002003101399168372, 0.021555135026574135, 0.0026344486977905035, 0.00020023822435177863, 0.0004995766212232411, 0.00015666296530980617, 0.01032224390655756, 0.0012704178225249052, 0.059683650732040405, 0.0037619450595229864, 0.000731036881916225, 0.03661997243762016, 0.01357436552643776, 0.01753924787044525, 0.00060254120035097, 0.00632007559761405, 3.1016505090519786e-05, 0.00934884324669838, 0.024748507887125015, 0.0023132506757974625, 0.0017295797588303685, 0.005827814806252718, 0.013249676674604416, 0.016459887847304344, 0.00158972991630435, 0.003267200430855155, 0.003815470030531287, 0.0034711305052042007]"
