Probabilities,Predicted labels,label,All-Probs
0.26011032,Bulgaria,Bulgaria,"[0.00010957737686112523, 0.000567621027585119, 0.05754243955016136, 0.0003030663065146655, 0.001077402150258422, 0.0010450948029756546, 0.0001488185953348875, 0.005696582142263651, 4.569991506286897e-05, 0.0032383324578404427, 0.00010776049748528749, 0.09844636917114258, 6.398727418854833e-05, 4.4394818132786895e-07, 4.398162855068222e-05, 6.482482422143221e-05, 0.007273057010024786, 0.00012810576299671084, 0.00020852558373007923, 0.00016926739772316068, 0.007309200707823038, 0.0005647700745612383, 0.17576126754283905, 0.0019986131228506565, 0.00013146852143108845, 5.0256676331628114e-05, 0.0006430480279959738, 0.018839022144675255, 2.5857327727862867e-06, 0.0035146938171237707, 1.2566864825203083e-05, 0.000317791331326589, 0.00019040577171836048, 0.2601103186607361, 4.143292244407348e-05, 0.0027882272843271494, 0.00046932577970437706, 0.01927081122994423, 1.4382994777406566e-05, 8.815729961497709e-05, 0.0005436014616861939, 5.887432962481398e-06, 3.956425189244328e-06, 2.3500126189901493e-05, 9.194715676130727e-05, 0.0007803874905221164, 0.002031167270615697, 0.00200174143537879, 0.00036617484875023365, 0.0006043770117685199, 4.2515748646110296e-05, 3.202903826604597e-05, 0.0005141485598869622, 0.0003085201606154442, 0.06184374913573265, 1.1462312613730319e-05, 5.947389217908494e-05, 9.893375681713223e-05, 0.009423441253602505, 0.00026864890241995454, 0.0009725759155116975, 0.0026615550741553307, 0.0044583543203771114, 0.00015275653277058154, 0.0001391139958286658, 0.00233081984333694, 3.51035560015589e-05, 0.0005512958741746843, 0.00022589432774111629, 0.0017282571643590927, 0.0015151900006458163, 2.93251832772512e-06, 3.158140680170618e-05, 3.222690793336369e-05, 0.09655863791704178, 1.8792266928358003e-05, 0.06054460257291794, 0.0018647110555320978, 1.0994914191542193e-05, 0.002114679664373398, 0.00015319098019972444, 0.018636345863342285, 0.0024368613958358765, 0.005258819088339806, 0.00023606429749634117, 0.015150172635912895, 0.0347234345972538]"
0.23902592,France,Germany,"[0.0003248463326599449, 7.557086064480245e-05, 0.004259736277163029, 0.08954057097434998, 0.0006932097021490335, 0.01870032772421837, 0.00338367884978652, 0.014143669977784157, 0.0015199425397440791, 0.0027455806266516447, 0.00020475612836889923, 0.004205606412142515, 0.0014293035492300987, 2.8012276743538678e-05, 0.016485994681715965, 0.0009803122375160456, 0.010146521963179111, 0.0014287992380559444, 0.006375075783580542, 0.004816457163542509, 0.011487696319818497, 0.00018040204304270446, 0.1025499626994133, 0.027075771242380142, 0.0014379140920937061, 0.00010336790728615597, 0.0011548345210030675, 0.23902592062950134, 0.00025165313854813576, 0.0041750515811145306, 0.00012651091674342752, 0.00015758161316625774, 0.0006403211154974997, 0.006236240733414888, 0.0264058168977499, 0.01258924137800932, 0.005955249536782503, 0.0019553410820662975, 0.0002735083980951458, 0.00013439073518384248, 0.002920448547229171, 3.42363964591641e-05, 4.262926086084917e-05, 0.00011328388063702732, 0.0012780390679836273, 0.0017612248193472624, 0.037750493735075, 0.000924291496630758, 0.003531634109094739, 7.320968143176287e-05, 0.00028812195523642004, 0.017291152849793434, 0.0008384766988456249, 0.0006640529609285295, 0.0010021748021245003, 0.00039101450238376856, 3.245294283260591e-05, 0.005556813906878233, 0.0012747184373438358, 0.0013012416893616319, 0.07232321053743362, 0.001279124291613698, 0.0005126541946083307, 0.00022790062939748168, 0.0013692958746105433, 0.0030518656130880117, 0.0005213195690885186, 0.06275440007448196, 0.0013048803666606545, 5.113457882544026e-05, 0.004455701448023319, 0.0005605844198726118, 0.006589245516806841, 0.0007683383882977068, 0.006928122136741877, 0.00029135815566405654, 0.0229653250426054, 0.06515128165483475, 0.000244491413468495, 0.006276406813412905, 0.00028706874581985176, 0.005311539862304926, 0.011787627823650837, 0.017626404762268066, 9.771494660526514e-05, 0.005432243458926678, 0.0013563279062509537]"
0.34859172,United Kingdom,United Kingdom,"[0.0012741454411298037, 0.00011432529572630301, 0.0009147580713033676, 0.34859171509742737, 0.00015051687660161406, 0.01457097940146923, 0.0064202649518847466, 0.0003745248541235924, 0.0007573579205200076, 0.005393859930336475, 0.0002306958194822073, 0.0014622143935412169, 0.0004938073107041419, 0.0002392562455497682, 0.007923237979412079, 0.0010252184001728892, 0.006741610821336508, 0.011081782169640064, 0.0014823229284957051, 0.002009465591982007, 0.0002244956704089418, 0.001343205221928656, 0.0057335044257342815, 0.0046599991619586945, 0.0010302906157448888, 0.000667899614199996, 0.0011798458872362971, 0.041664641350507736, 0.00013819952437188476, 0.0014408770948648453, 0.0001236649986822158, 0.0005094994558021426, 0.007145825773477554, 0.004469372797757387, 0.04569755867123604, 0.012641268782317638, 0.0014066860312595963, 0.0016813812544569373, 0.00011704001371981576, 0.00023464941477868706, 0.0025049878749996424, 6.0764803492929786e-05, 0.000683786638546735, 0.0006212182343006134, 0.0017344033112749457, 0.0008646362693980336, 0.004365198779851198, 0.00010021059279097244, 0.008902712725102901, 0.0005742431967519224, 0.00039448379538953304, 0.047733407467603683, 0.009499147534370422, 0.0006038339342921972, 0.00029645554604940116, 0.0068779876455664635, 0.00047191602061502635, 0.015081762336194515, 0.00010836733417818323, 0.0007368549704551697, 0.029949132353067398, 0.0034136620815843344, 3.506151188048534e-05, 0.00013591921015176922, 0.000918474979698658, 0.008862829767167568, 0.0013945682439953089, 0.1339005082845688, 0.0020462670363485813, 0.0015036658151075244, 0.033399201929569244, 0.0017987738829106092, 0.0011021469254046679, 0.0035666266921907663, 0.0011976179666817188, 3.468447539489716e-05, 0.003911871928721666, 0.10786803811788559, 0.0007572893518954515, 0.0012192162685096264, 0.0005368085694499314, 0.001946864533238113, 0.009313925169408321, 0.0004296541155781597, 0.0024121729657053947, 0.002431017579510808, 0.00033563992474228144]"
0.2655368,Canada,Canada,"[0.005235153250396252, 0.0004771552630700171, 0.006410317961126566, 0.02195945382118225, 0.00026889226865023375, 0.0025079858023673296, 0.0016955871833488345, 0.00035182954161427915, 0.005334428045898676, 0.0037515065632760525, 0.000627231493126601, 0.006865981966257095, 0.00162971462123096, 0.003036724403500557, 0.0009366529993712902, 0.022572584450244904, 0.008593182079494, 0.013898080214858055, 0.03032749332487583, 0.08826212584972382, 0.0002105252497131005, 0.0044333492405712605, 0.009986325167119503, 0.002981234109029174, 0.0002087286120513454, 0.00019799909205175936, 0.0010121656814590096, 0.02289370261132717, 0.00039219376049004495, 0.004740132950246334, 7.12564869900234e-05, 0.002995746210217476, 0.014426489360630512, 0.007595703937113285, 0.017945360392332077, 0.007902245037257671, 0.2655367851257324, 0.00873181875795126, 0.00021218937763478607, 0.002263094298541546, 0.011275893077254295, 2.4225033484981395e-05, 0.0043208906427025795, 0.00021103925246279687, 0.003973725717514753, 0.0003140552435070276, 0.022843150421977043, 0.0010934406891465187, 0.003428984433412552, 0.00028582217055372894, 0.0031187275890260935, 0.0331292450428009, 0.006420694291591644, 0.00646579684689641, 0.0008419347577728331, 0.0018015793757513165, 0.0004710757057182491, 0.014035004191100597, 0.0019470580155029893, 0.002009979449212551, 0.027497343719005585, 0.006654522381722927, 0.0002021331456489861, 0.0006257503991946578, 0.004695116076618433, 0.07979249954223633, 0.013461414724588394, 0.009068596176803112, 0.004516678396612406, 0.00423080800101161, 0.005141764879226685, 0.000979166361503303, 0.0005110407364554703, 0.008238503709435463, 0.01670730672776699, 7.630600521224551e-06, 0.0024515618570148945, 0.06909588724374771, 0.0004515750042628497, 0.002467605983838439, 0.0037603755481541157, 0.008373460732400417, 0.007360337767750025, 0.00024909983039833605, 0.0011704623466357589, 0.0042395079508423805, 0.0005583864985965192]"
0.20357382,Canada,South Korea,"[0.0013206272851675749, 0.0006956960423849523, 0.0010249668266624212, 0.01634993404150009, 0.00038321802276186645, 0.040161825716495514, 0.003827393986284733, 0.0009781905682757497, 0.0010494273155927658, 0.00950920581817627, 0.015820475295186043, 0.0024552808608859777, 0.0002655028074514121, 1.5801104382262565e-05, 0.015720879659056664, 0.0005832181195728481, 0.018841717392206192, 0.004282171837985516, 0.0012412866344675422, 0.016897855326533318, 0.0006198812043294311, 0.002311922609806061, 0.002746979705989361, 0.06485571712255478, 0.008431585505604744, 0.007155533879995346, 0.005456023849546909, 0.01913868635892868, 0.004974744748324156, 0.001698940061032772, 7.858471508370712e-05, 0.00439220666885376, 0.012936034239828587, 0.00513846892863512, 0.004228280857205391, 0.01148848608136177, 0.2035738229751587, 0.041747596114873886, 0.0007834866410121322, 0.0009018718847073615, 0.006131412461400032, 0.008957025595009327, 3.653284511528909e-05, 0.000660106772556901, 0.0005662153707817197, 0.00582854775711894, 0.003039666684344411, 0.00016489958215970546, 0.04131752997636795, 0.00023987324675545096, 0.00023965054424479604, 0.010749886743724346, 0.0220676027238369, 0.004064514301717281, 0.001473538693971932, 0.0009889154462143779, 0.0002487066376488656, 0.002465530065819621, 9.526405483484268e-05, 0.001371944323182106, 0.009526797570288181, 0.05876438692212105, 5.372536543291062e-05, 0.00010488064435776323, 0.0014826703118160367, 0.0385182686150074, 0.0006264731637202203, 0.018041929230093956, 0.0015416566748172045, 0.0012530616950243711, 0.006246562581509352, 0.0067022861912846565, 0.016316009685397148, 0.0033203226048499346, 0.0015180797781795263, 0.0008122890722006559, 0.007071239408105612, 0.13084682822227478, 0.00010538718197494745, 0.0055225384421646595, 0.0008613439276814461, 0.003560012439265847, 0.0044772126711905, 0.0011403360404074192, 0.01266078557819128, 0.00278439000248909, 0.0013496236642822623]"
0.56068754,Japan,Japan,"[0.00045945312012918293, 1.475810040574288e-05, 0.0003262251557316631, 0.0017910209717229009, 2.10057669391972e-06, 0.0006074876873753965, 0.0010022505884990096, 0.0006386946770362556, 1.5900906873866916e-05, 0.0007395462598651648, 0.0023836353793740273, 0.00023809715639799833, 3.693716280395165e-05, 7.342981120928016e-07, 0.00047924788668751717, 5.45140756003093e-06, 0.0012079261941835284, 7.217188249342144e-05, 5.4513529903488234e-05, 0.0009552384726703167, 0.0003543822967913002, 0.0004703667073044926, 0.002336034318432212, 0.005909363739192486, 0.000271144846919924, 0.1479983627796173, 0.011439257301390171, 0.003450084710493684, 0.0006749937892891467, 0.00032420051866210997, 0.001601127558387816, 0.004790653474628925, 9.167757525574416e-05, 0.0004810116661246866, 0.00029373494908213615, 0.0005324598168954253, 0.0006059624720364809, 0.00029214980895631015, 0.006324423011392355, 0.007115216925740242, 0.005250626243650913, 0.0010689739137887955, 0.00036300078500062227, 0.005424629896879196, 0.0009134163265116513, 0.0018435897072777152, 0.0004478077753446996, 1.7736814697855152e-05, 0.5606875419616699, 0.003110614139586687, 2.114272501785308e-05, 0.00043180977809242904, 0.00641213171184063, 0.0005934786167927086, 0.0005478112143464386, 0.0046636927872896194, 4.553499093162827e-05, 0.0005003027617931366, 7.691732025705278e-05, 2.7552625397220254e-05, 0.00514026777818799, 0.179456889629364, 1.0585229574644472e-05, 8.605701395936194e-07, 2.7962587410002016e-05, 0.0007090258877724409, 8.367055852431804e-05, 0.0022309264168143272, 7.935833855299279e-05, 0.0001459720660932362, 0.0005771391442976892, 0.0007941924850456417, 0.0002244759234599769, 6.665456749033183e-05, 0.0004626391164492816, 3.03662454825826e-05, 0.0015896707773208618, 0.0033275028690695763, 0.001424306072294712, 0.00028941937489435077, 0.0014332719147205353, 0.0003922040923498571, 0.000530205958057195, 0.00011927603190997615, 0.001736682141199708, 0.00018554097914602607, 9.471066732658073e-05]"
0.3036638,South Africa,Australia,"[0.0003084935888182372, 3.3834297937573865e-05, 0.00043248009751550853, 0.013543583452701569, 0.00014451633614953607, 0.000543365953490138, 0.0012178976321592927, 6.63997998344712e-05, 0.05165984854102135, 0.1889660358428955, 0.011072245426476002, 5.912990673095919e-05, 0.000545636226888746, 3.316899892524816e-05, 0.03506351262331009, 0.0010295315878465772, 0.0011497222585603595, 0.00028144646785221994, 0.00026281221653334796, 0.0022133933380246162, 0.000507169752381742, 0.004686289932578802, 0.008158822543919086, 6.865917384857312e-05, 0.0010512399021536112, 0.0042386711575090885, 0.0020433757454156876, 0.020249437540769577, 1.6193145711440593e-05, 0.003501918399706483, 8.179818541975692e-05, 0.00011557988909771666, 0.03317543864250183, 0.0032118249218910933, 0.0007639527902938426, 0.0033661627676337957, 0.0021404509898275137, 0.08012718707323074, 0.0005842444370500743, 0.003649394027888775, 0.026565393432974815, 5.581647565122694e-05, 1.6118818166432902e-05, 7.927456317702308e-05, 0.0006751434411853552, 8.19596680230461e-05, 7.85676747909747e-05, 8.75619753060164e-06, 0.0013993659522384405, 3.369859769009054e-05, 0.00027743366081267595, 0.0057942066341638565, 0.0019510712008923292, 0.0066230883821845055, 0.0016023869393393397, 0.002576008439064026, 0.0008985439781099558, 0.0005385053809732199, 0.0005607211496680975, 0.0008305656956508756, 0.00479278527200222, 0.012979553081095219, 0.0002753686567302793, 0.0007482384098693728, 0.00029879642534069717, 0.011828277260065079, 0.00036466994788497686, 0.001516519347205758, 0.30366379022598267, 0.0010873171268031001, 0.001783797750249505, 8.964345033746213e-05, 0.08290012180805206, 0.0004049970011692494, 0.0022392619866877794, 0.0006076085264794528, 0.001432857010513544, 0.0034732683561742306, 3.42012572218664e-06, 0.003967277705669403, 0.007477323058992624, 0.00010978109639836475, 0.0011727317469194531, 9.272484749089926e-05, 0.001381486188620329, 0.024163397029042244, 0.00013343416503630579]"
0.30566224,South Africa,Spain,"[0.002705851336941123, 0.0005500228144228458, 0.003863840363919735, 0.006811767350882292, 0.031632211059331894, 0.0003964878269471228, 0.000696376955602318, 6.415517418645322e-05, 0.004091012291610241, 0.13606874644756317, 0.0002961315622087568, 0.0028082039207220078, 3.365017255418934e-05, 0.0009146651136688888, 0.005827346350997686, 0.0008500854019075632, 0.0007428265525959432, 0.0006293869810178876, 0.0008245520875789225, 0.0031224514823406935, 0.00022284561418928206, 0.003228340996429324, 0.06411992758512497, 0.0003233121242374182, 7.193595229182392e-05, 0.00019943772349506617, 0.0010291136568412185, 0.04766324162483215, 2.6278055997863703e-07, 0.0015449885977432132, 1.6031561244744807e-05, 0.00022744118177797645, 0.015549195930361748, 0.00952205341309309, 0.0019148897845298052, 0.003038564696907997, 0.00015306126442737877, 0.04161442443728447, 5.6285440223291516e-05, 0.00018529249064158648, 0.0015291778836399317, 6.232921805349179e-07, 1.2464929568523075e-05, 8.46153670863714e-06, 0.00029681524029001594, 0.0009060735465027392, 0.004489585757255554, 0.0005884653073735535, 0.00048703953507356346, 8.071721822489053e-06, 0.0026593219954520464, 0.0019475915469229221, 0.00034179192152805626, 0.002482119482010603, 0.0013198942178860307, 0.0001794714480638504, 0.005558955017477274, 0.0003026053309440613, 0.004251610953360796, 0.019240617752075195, 0.0019497100729495287, 0.00033140688901767135, 0.0025447062216699123, 0.02208949625492096, 0.005093405954539776, 0.011593595147132874, 9.98448085738346e-05, 0.005279068369418383, 0.30566224455833435, 0.0015368504682555795, 0.0007733814418315887, 2.0247478460078128e-05, 0.06699017435312271, 2.7610643883235753e-05, 0.006949032191187143, 0.00041106270509772, 0.00869981199502945, 0.0014855149202048779, 1.9562194211175665e-05, 0.03853663429617882, 0.002146105282008648, 0.0027882109861820936, 0.001946867210790515, 0.00013269133341964334, 0.00021238175395410508, 0.06943762302398682, 0.003021613694727421]"
0.08947769,Russia,France,"[0.007427074480801821, 0.009304557926952839, 0.01946774311363697, 0.006053459364920855, 0.015727976337075233, 0.005258494056761265, 0.0051888711750507355, 0.00037650050944648683, 0.00038132822373881936, 0.01177272479981184, 0.0031123533844947815, 0.02400069497525692, 0.00049384351586923, 0.0018448351183906198, 0.00026641925796866417, 0.009426563046872616, 0.08947768807411194, 0.0008948732865974307, 0.0020843525417149067, 0.015453215688467026, 0.00039469936746172607, 0.0009095465065911412, 0.0065482971258461475, 0.048121772706508636, 0.000198052468476817, 0.0008195404661819339, 0.00041476875776425004, 0.07809624075889587, 0.0001499576319474727, 0.002849808894097805, 3.278952499385923e-05, 0.00040783631266094744, 0.008721322752535343, 0.06510701775550842, 0.014925839379429817, 0.01250604446977377, 0.01634056866168976, 0.008082675747573376, 3.494727206998505e-05, 6.020326691213995e-05, 0.0009887450141832232, 0.0003310503961984068, 8.882984548108652e-05, 0.00013004487846046686, 0.0003163095097988844, 0.02154393680393696, 0.08068570494651794, 0.004030497279018164, 0.012831145897507668, 4.224947770126164e-05, 0.0007424549548886716, 0.017086435109376907, 0.004192940890789032, 0.0047922623343765736, 0.002214494626969099, 0.00011644325422821566, 0.0016546712722629309, 0.0013907814864069223, 0.0005108997575007379, 0.000793677696492523, 0.010858166962862015, 0.0202274639159441, 5.6678298278711736e-05, 0.0013415382709354162, 0.00306603591889143, 0.005191801581531763, 0.0030475128442049026, 0.07586923241615295, 0.02632373385131359, 0.0001314859837293625, 0.026054346933960915, 8.209762745536864e-05, 0.00010602561815176159, 0.001083811279386282, 0.003243435872718692, 5.165295806364156e-05, 0.05844855681061745, 0.02375476434826851, 4.0367751353187487e-05, 0.008730192668735981, 0.0008865808486007154, 0.054261334240436554, 0.017889462411403656, 0.00030569947557523847, 0.0004018106556031853, 0.005278984550386667, 0.006048139650374651]"
0.24298286,South Africa,Australia,"[0.023600833490490913, 0.00023595993116032332, 0.0003793930518440902, 0.0019829694647341967, 0.017068766057491302, 0.00408157566562295, 0.0017203480238094926, 6.28793059149757e-05, 0.19194452464580536, 0.0426606647670269, 0.0036591545213013887, 0.0024104020558297634, 0.00014560962154064327, 0.053690843284130096, 2.2970294594415464e-05, 0.014295310713350773, 0.005604877136647701, 0.007980721071362495, 0.0027663083747029305, 0.006396088283509016, 0.00024124108313117176, 0.0007570084417238832, 0.0017414771718904376, 0.011919624172151089, 2.1877853214391507e-05, 0.0007789169903844595, 0.0003206677793059498, 0.019876016303896904, 0.0033638610038906336, 0.00045361436787061393, 0.0008334878948517144, 0.00045059280819259584, 0.017129069194197655, 0.0055430131033062935, 0.0005475820507854223, 0.003650712314993143, 0.0020732448901981115, 0.0016067830147221684, 0.00030577214783988893, 0.0001658846449572593, 0.004791198298335075, 0.000626237946562469, 0.002580696949735284, 0.0034929150715470314, 0.0029897920321673155, 0.00033779203658923507, 0.019763024523854256, 0.00021945945627521724, 0.004575858823955059, 9.367952588945627e-05, 0.0019286765018478036, 0.002365715801715851, 0.002298342064023018, 0.0051017217338085175, 0.0007603467674925923, 0.012675988487899303, 0.009765192866325378, 0.05676153302192688, 0.0006114139105193317, 0.011362140998244286, 0.00392563221976161, 0.004725832957774401, 0.0001849444379331544, 0.00174519803840667, 0.010825175791978836, 0.007818839512765408, 0.026871586218476295, 0.0019968152046203613, 0.2429828643798828, 0.0005059816176071763, 0.005347394850105047, 0.0006136687588877976, 0.001310395309701562, 0.010892904363572598, 0.00289001758210361, 1.326882284047315e-06, 0.0022334239911288023, 0.007072886917740107, 0.006051538046449423, 0.05627718195319176, 0.0005330650601536036, 0.0027272726874798536, 0.0009158177417702973, 0.00010562144598225132, 0.00020619650604203343, 0.005352986976504326, 0.00029305650969035923]"
