Probabilities,Predicted labels,label,All-Probs
0.18092702,Japan,Brazil,"[0.0021604232024401426, 3.654484316939488e-05, 0.002190910978242755, 0.014165705069899559, 0.00035326709621585906, 0.01854989118874073, 0.01348973624408245, 0.0001990490418393165, 0.0005307356477715075, 0.03404702618718147, 0.013450861908495426, 0.0010688548209145665, 0.0001117349966079928, 0.0001642850984353572, 0.09782236069440842, 0.0010178425582125783, 0.012439729645848274, 0.0013509065611287951, 0.0005086046876385808, 0.0011065194848924875, 0.0010186738800257444, 0.002450687112286687, 0.006291463505476713, 0.0316871739923954, 0.002393944188952446, 0.022087357938289642, 0.008146527223289013, 0.028033578768372536, 0.0005235858261585236, 0.0035910706501454115, 0.0005724671646021307, 0.013968314975500107, 0.012354440987110138, 0.010614035651087761, 0.03084840625524521, 0.054750628769397736, 0.001119366381317377, 0.0017745819641277194, 0.0010908095864579082, 0.02320154383778572, 0.01818936876952648, 0.0002001473621930927, 0.000781175447627902, 0.0006916106794960797, 0.00039648497477173805, 0.007711917627602816, 0.013672327622771263, 4.325741974753328e-05, 0.18092702329158783, 0.00015655097377020866, 0.00011151380022056401, 0.018905367702245712, 0.016805963590741158, 0.006031970027834177, 0.0004922894295305014, 0.0038969998713582754, 6.821552233304828e-05, 0.00288154068402946, 0.0008211529348045588, 0.001784853870049119, 0.021608280017971992, 0.03702550381422043, 0.00010884376388275996, 0.00011060990073019639, 9.900135773932561e-05, 0.012554357759654522, 0.0015078760916367173, 0.02636491321027279, 0.0019963467493653297, 0.00039973188540898263, 0.0394352488219738, 0.0021371887996792793, 0.0028674777131527662, 0.0008118354598991573, 0.002273902064189315, 0.000554657366592437, 0.010949311777949333, 0.03756684437394142, 0.000523850554600358, 0.002166319638490677, 0.017590172588825226, 0.006728558801114559, 0.014269158244132996, 0.0004400565812829882, 0.010354703292250633, 0.0015907189808785915, 0.0021112263202667236]"
0.8911371,Japan,Japan,"[0.00019976375915575773, 1.1569986781978514e-06, 8.11604240880115e-06, 0.0006561568006873131, 8.211954082071315e-06, 0.00014788856788072735, 2.4550221496610902e-05, 0.00014883512631058693, 0.04308343306183815, 6.827002653153613e-05, 3.0279243219411e-05, 2.375679832766764e-05, 0.0013565589906647801, 4.780735253007151e-06, 1.485243956267368e-05, 0.00013429140381049365, 9.138057066593319e-05, 0.00089554040459916, 0.0006440217839553952, 0.0018152004340663552, 3.930154343834147e-05, 4.933915624860674e-05, 0.0004408943932503462, 7.88973702583462e-05, 2.9974050903547322e-06, 0.0008652402902953327, 0.00028542830841615796, 0.0033849466126412153, 5.9057150792796165e-05, 4.0536426240578294e-05, 5.532161594601348e-05, 0.00013175200729165226, 9.635809692554176e-05, 6.543704512296245e-05, 6.952927651582286e-05, 0.00011436251224949956, 0.0015794154023751616, 0.0005340910865925252, 4.860795888816938e-05, 0.0009053469402715564, 0.00427404697984457, 3.111286059720442e-05, 9.444684110349044e-06, 2.3259472072822973e-05, 7.913444278528914e-05, 1.8253433154313825e-05, 0.0004775176348630339, 3.0094465728325304e-06, 0.8911371231079102, 7.126651780708926e-06, 1.6170620256161783e-06, 6.13792726653628e-05, 6.137898162705824e-05, 8.890555909601972e-05, 6.339941592159448e-06, 3.967451266362332e-05, 5.983815185572894e-07, 0.00010360306623624638, 4.252680446370505e-05, 3.599804767873138e-05, 0.0007669245824217796, 0.010211510583758354, 1.35529944600421e-05, 5.908075308980187e-07, 3.998741703981068e-06, 0.0009524035849608481, 0.00014847956481389701, 3.849946733680554e-05, 0.00015565230569336563, 4.134646587772295e-05, 1.9169356164638884e-05, 1.4599752830690704e-05, 0.030685866251587868, 7.741933222860098e-05, 0.00030195576255209744, 1.6344610003216076e-06, 7.715840911259875e-05, 0.0009225396788679063, 2.5603261747164652e-05, 0.0002864192065317184, 1.6786385458544828e-05, 6.955196295166388e-05, 0.0001419536565663293, 6.894919351907447e-05, 0.00019570800941437483, 5.091841012472287e-05, 4.819632977159927e-06]"
0.5149829,Australia,Australia,"[0.0042968024499714375, 1.3920663150202017e-05, 7.039195043034852e-05, 0.0024197353050112724, 3.134148209937848e-05, 0.0018828102620318532, 0.00037926147342659533, 5.375878572522197e-06, 0.5149828791618347, 0.0031877269502729177, 0.004199525341391563, 4.734815229312517e-05, 0.0001340894668828696, 0.003753532189875841, 0.007238615304231644, 7.991270103957504e-05, 0.0007897570030763745, 0.0004925949033349752, 0.00023021189554128796, 0.0008116483222693205, 9.371582564199343e-05, 0.0008101651328615844, 0.00027995085110887885, 0.0002601973828859627, 0.000275778875220567, 0.0056441957131028175, 0.035701684653759, 0.0014915377832949162, 0.003976994194090366, 0.0002722220087889582, 0.003814685856923461, 0.009298768825829029, 0.004708603955805302, 7.025647937553003e-05, 0.0019493805011734366, 0.0011362246004864573, 0.00019583795801736414, 0.002581835025921464, 0.01223293598741293, 0.007305859588086605, 0.011978266760706902, 0.00010213000496150926, 0.022451413795351982, 0.017346128821372986, 0.0004139726224821061, 9.751356265041977e-05, 2.7191987101105042e-05, 3.1240692806022707e-06, 0.0024870545603334904, 7.641484262421727e-05, 0.00017284815839957446, 0.00030716165201738477, 0.004825627896934748, 0.002205426571890712, 0.00011362521763658151, 0.017282987013459206, 4.40406656707637e-05, 0.014084024354815483, 9.165636583929881e-05, 5.0791048124665394e-05, 0.0015798915410414338, 0.0013769470388069749, 5.322721335687675e-06, 8.691926268511452e-06, 0.0001846364320954308, 0.012820201925933361, 9.897665586322546e-05, 0.000997545081190765, 0.012687505222856998, 0.0015496587147936225, 0.0012915621045976877, 0.02824203483760357, 0.18895937502384186, 0.0001318656577495858, 0.00019904112559743226, 9.001203579828143e-06, 9.397089161211625e-05, 0.0020574801601469517, 0.0011751377023756504, 0.00014232887770049274, 0.008827083744108677, 0.00011905186693184078, 0.0005006241844967008, 3.644301978056319e-05, 0.005068657919764519, 0.00047414962318725884, 5.3088540880708024e-05]"
0.3160572,France,France,"[0.002270184922963381, 0.000662770529743284, 0.000853931182064116, 0.12610551714897156, 0.0047906795516610146, 0.05266303941607475, 0.002068529836833477, 0.00029631549841724336, 0.012504942715168, 0.0056446813978254795, 0.000550347613170743, 0.0027735477779060602, 0.0010825402569025755, 0.0006856140098534524, 0.013905110768973827, 0.00289515545591712, 0.014507370069622993, 0.0022051073610782623, 0.0013627911685034633, 0.004928452428430319, 0.00026773446006700397, 0.00058344891294837, 0.0032129622995853424, 0.14625400304794312, 0.001262353383935988, 0.0005672805709764361, 0.000853035831823945, 0.3160572052001953, 0.00019894154684152454, 0.0008523267460986972, 3.0093626264715567e-05, 8.244329364970326e-05, 0.0031147217378020287, 0.0024907628539949656, 0.008585894480347633, 0.005624413024634123, 0.0040684654377400875, 0.010259343311190605, 3.9378541259793565e-05, 6.222350930329412e-05, 0.0014539441326633096, 2.5426999854971655e-05, 6.473054236266762e-05, 7.239417027449235e-05, 0.00032376477611251175, 0.00562337227165699, 0.002156315604224801, 0.00022834072296973318, 0.012888708151876926, 1.746335874486249e-05, 0.0004951251321472228, 0.009778635576367378, 0.0016311501385644078, 0.0005459064850583673, 0.0003091477556154132, 0.00016389130905736238, 0.00027211723499931395, 0.002395886927843094, 0.00016077118925750256, 0.001608399790711701, 0.00923869851976633, 0.0008104976150207222, 8.759921183809638e-05, 0.0010126244742423296, 0.001701623434200883, 0.004822280257940292, 0.0010821707546710968, 0.04226407781243324, 0.0034817885607481003, 0.0001335020351689309, 0.007206656504422426, 0.00017747700621839613, 0.03084254078567028, 0.00200255261734128, 0.001069975201971829, 0.001287690713070333, 0.006065754685550928, 0.05910728499293327, 6.22992156422697e-05, 0.014901397749781609, 0.0005596906994469464, 0.0023251825477927923, 0.004110334906727076, 0.00022548706328961998, 0.0007870654808357358, 0.0067383102141320705, 0.0004562568210531026]"
0.19928642,Eswatini,Brazil,"[0.19928641617298126, 8.273294224636629e-05, 0.00015505682677030563, 0.0009775456273928285, 2.591892371128779e-05, 0.0012081280583515763, 0.001063131494447589, 8.678551353114017e-07, 0.002016322687268257, 0.001797954086214304, 0.002887681359425187, 0.00019308988703414798, 4.638658356270753e-05, 0.015595479868352413, 0.00014528782048728317, 0.008187840692698956, 0.0038584957364946604, 0.037791941314935684, 0.00018392078345641494, 0.0003956714062951505, 3.379444706297363e-06, 0.009968796744942665, 2.8985270546399988e-05, 1.8954553524963558e-05, 8.853389772411902e-06, 0.0004629980830941349, 0.0010102917440235615, 0.0004513859166763723, 7.583274418720976e-05, 0.00034094435977749527, 0.0002741535718087107, 0.012619707733392715, 0.04355902969837189, 0.00019846904615405947, 0.00010293453669873998, 0.00298594543710351, 0.0002517483080737293, 0.00022231420734897256, 0.001785279717296362, 0.026069985702633858, 0.014984559267759323, 1.3172478247724939e-05, 0.0298464298248291, 0.001187910558655858, 0.004637982230633497, 5.3206425945973024e-05, 0.000994139234535396, 3.5227789339842275e-05, 0.0011514194775372744, 0.0001797058357624337, 2.9143762731109746e-05, 0.00024275135365314782, 0.045409269630908966, 0.0009897593408823013, 9.829385817283764e-06, 0.12665843963623047, 0.005037776660174131, 0.12000864744186401, 1.0178164302487858e-05, 8.953091310104355e-05, 0.00028499195468612015, 0.00042831021710298955, 4.7568693162247655e-07, 1.8045246179099195e-05, 5.29789531356073e-06, 0.017065444961190224, 0.17620272934436798, 3.4274176869075745e-05, 0.01325776893645525, 0.0031128793489187956, 0.009093258529901505, 0.010807310231029987, 6.704634870402515e-05, 0.009639650583267212, 0.0001252189395017922, 6.869442131574033e-06, 0.0004435427545104176, 0.0005802956293337047, 0.012948085553944111, 0.0002571188670117408, 0.010575702413916588, 0.00038308699731715024, 0.00021633540745824575, 6.32010653589532e-07, 0.0064135827124118805, 8.338834595633671e-05, 3.96419782191515e-05]"
0.86358285,Ireland,United Kingdom,"[0.00010908529657172039, 0.0004135897906962782, 0.0003505534550640732, 0.011361015029251575, 0.00024395770742557943, 0.008703617379069328, 0.004245714284479618, 0.0001403549686074257, 0.00032051431480795145, 0.003046993399038911, 0.0009000506834127009, 0.0005206252681091428, 0.00045045537990517914, 3.371993807377294e-05, 0.8635828495025635, 8.613044337835163e-05, 0.01146115455776453, 0.00042984230094589293, 0.0002560192660894245, 0.0005482801934704185, 0.0008722658385522664, 0.00015677092596888542, 0.0016983641544356942, 0.0007209234754554927, 0.0021139909513294697, 0.00012708076974377036, 0.0001592688640812412, 0.0033731774892657995, 0.00019446555234026164, 0.0017645007465034723, 1.7727739759720862e-05, 0.00013549652067013085, 0.0006192397559061646, 0.00501432828605175, 0.00042214305722154677, 0.00938214361667633, 0.00042031286284327507, 0.000599116028752178, 1.0459874829393812e-05, 5.067038000561297e-05, 0.0005906617734581232, 5.4156884289113805e-05, 3.816078606178053e-05, 3.653920430224389e-05, 0.00017848769493866712, 0.0032128936145454645, 0.0009696405031718314, 5.0709539209492505e-05, 0.001057277200743556, 0.0003541185287758708, 2.045297333097551e-05, 0.002503908472135663, 0.00020539577235467732, 0.00046814046800136566, 0.0005240105092525482, 0.00025095060118474066, 2.194641638197936e-05, 0.00021999591263011098, 0.0002816663181874901, 0.0004120842495467514, 0.0039890119805932045, 0.0005249918904155493, 0.0001802231272449717, 5.2114264690317214e-05, 0.0002014011552091688, 0.0010880503104999661, 3.051369458262343e-05, 0.00218588556163013, 0.0009254016331396997, 0.00021000286506023258, 0.006970528047531843, 5.989146666252054e-05, 0.0068182311952114105, 8.934650395531207e-05, 0.00043763846042566, 0.005453798919916153, 0.004719095770269632, 0.006889252923429012, 3.1454546842724085e-05, 0.0002899430110119283, 0.00022106683172751218, 0.001254176371730864, 0.007210681680589914, 0.0016011142870411277, 0.00033147537033073604, 0.0009960182942450047, 0.0007304851897060871]"
0.9465171,Philippines,Philippines,"[2.929381935246056e-06, 2.0184004370094044e-06, 8.698933129380748e-07, 0.00011578822886804119, 9.658257113187574e-06, 1.7427941202186048e-05, 1.2832927041017683e-06, 3.309303565401933e-06, 4.557013380690478e-05, 1.236427306139376e-05, 0.001212331117130816, 2.49650747718988e-06, 0.00012127352238167077, 4.7234582467581276e-08, 7.687906872888561e-06, 6.688590019621188e-07, 6.584829679923132e-05, 2.095165655191522e-05, 3.301053220639005e-05, 0.00014691881369799376, 2.1558378193731187e-06, 1.2497807801992167e-05, 7.888153777457774e-05, 2.0993460566387512e-05, 2.50103971666249e-06, 0.017217041924595833, 0.9465171098709106, 2.864484122255817e-05, 0.010076265782117844, 4.6835370994813275e-06, 0.00272906175814569, 4.2039144318550825e-05, 7.4451240834605414e-06, 5.3616931836586446e-06, 6.780983312637545e-06, 5.491360298037762e-06, 2.8179585569887422e-05, 4.705526225734502e-05, 0.0003905933990608901, 0.00027277282788418233, 0.0005094007356092334, 0.007544931955635548, 2.219464658992365e-05, 0.004761079791933298, 1.7390500943292864e-05, 2.2953283860260854e-06, 6.308551746769808e-06, 2.601080382191867e-07, 0.002385952742770314, 3.563519385352265e-06, 1.237606397808122e-06, 7.514516710216412e-06, 6.243662210181355e-05, 0.00016769184730947018, 9.034040886035655e-06, 9.434420644538477e-05, 9.893638797109361e-09, 3.321969052194618e-05, 1.2089786878277664e-06, 6.518031113955658e-06, 4.173018169240095e-05, 0.004319092258810997, 1.4398427765627275e-06, 1.1284519985110819e-07, 1.4563449440174736e-05, 4.4878441258333623e-05, 8.1234557001153e-06, 1.9614801203715615e-05, 3.732958930413588e-06, 5.470676569530042e-06, 3.0711169074493228e-06, 0.00011691915278788656, 5.801557199447416e-05, 5.71060127185774e-06, 9.357052476843819e-06, 6.407172463696043e-07, 9.909603249980137e-06, 4.657407043850981e-05, 2.5458788513788022e-05, 4.764209006680176e-05, 0.00013468225370161235, 4.155288024776382e-06, 1.3836424841429107e-05, 1.2710246664937586e-05, 6.985611253185198e-05, 2.690600013011135e-05, 1.1345764505676925e-06]"
0.21176194,Finland,Austria,"[0.0004470586427487433, 0.0004766272322740406, 0.013193458318710327, 0.005893303547054529, 4.2886305891443044e-05, 0.211761936545372, 0.04181515797972679, 0.002384413965046406, 0.004010896664112806, 0.015333548188209534, 3.292845576652326e-05, 0.005995525512844324, 3.355735680088401e-05, 0.0001437970349797979, 0.0010045532835647464, 1.0206111255683936e-05, 0.0068408651277422905, 0.0006761988042853773, 0.0002324469096492976, 0.0014674237463623285, 0.017383405938744545, 8.83510074345395e-05, 0.00912668276578188, 0.002255963860079646, 0.010253422893583775, 0.0011284268693998456, 0.002606865717098117, 0.010226431302726269, 3.550608380464837e-05, 0.0035147659946233034, 0.0006516437279060483, 0.0003160370688419789, 0.0007536093471571803, 0.012668147683143616, 0.026027781888842583, 0.1168062761425972, 0.0007580004748888314, 0.005855812691152096, 0.0005774818127974868, 8.641916792839766e-05, 0.0012610668782144785, 9.90754779195413e-06, 0.0011138198897242546, 0.0008743106154724956, 0.0007183615816757083, 0.020156951621174812, 0.00872157420963049, 0.0005526790046133101, 0.003718859748914838, 0.0008908510208129883, 0.00016666788724251091, 0.013393329456448555, 0.0004397676675580442, 0.0005495329387485981, 0.004343776032328606, 0.0007186192087829113, 0.00020597739785443991, 0.0007904510130174458, 0.00709899328649044, 0.0002771274303086102, 0.016273019835352898, 0.0009270472801290452, 0.00021578671294264495, 0.0001705109898466617, 0.00036592266405932605, 0.0025206776335835457, 1.6843730918481015e-05, 0.04188363999128342, 0.002309052972123027, 0.0006300329696387053, 0.06786764413118362, 0.0027351730968803167, 0.009353581815958023, 6.009922071825713e-05, 0.007328266277909279, 9.983597010432277e-06, 0.07546558231115341, 0.06371381878852844, 0.00018153672863263637, 0.002836334751918912, 0.00017771236889529973, 0.004181258380413055, 0.07121211290359497, 0.019465968012809753, 0.00016399977903347462, 0.006375706288963556, 0.004638199228793383]"
0.3134021,Palestine,Senegal,"[0.0009512781398370862, 0.011194699443876743, 0.0003860645228996873, 0.0018581796903163195, 0.09139258414506912, 0.0001438732142560184, 0.000285043177427724, 1.0707012734201271e-06, 0.0001531315065221861, 0.010076061822474003, 0.00545646483078599, 0.0024805176071822643, 8.575165702495724e-05, 0.00163670361507684, 0.0006236445624381304, 0.056383680552244186, 0.008171462453901768, 0.0005355253233574331, 0.001568943029269576, 0.0005848918226547539, 1.3785364672003197e-06, 0.008088178001344204, 0.002050530631095171, 0.0002755386522039771, 7.233940323203569e-06, 0.003819746896624565, 0.0006894299876876175, 0.0019267286406829953, 5.8882262237602845e-05, 0.0014334408333525062, 8.232182153733447e-05, 0.0004713050147984177, 0.0027477205730974674, 0.011483018286526203, 0.00024941653828136623, 0.0006222899537533522, 0.00023454613983631134, 0.0017759203910827637, 0.00010865651711355895, 5.256440999801271e-05, 0.0007688126061111689, 0.0015057127457112074, 0.0013567974092438817, 0.00016865425277501345, 0.003515963675454259, 0.0001303825993090868, 0.00022970710415393114, 0.007639687042683363, 0.0026546416338533163, 0.00022669645841233432, 0.11662386357784271, 0.00039242845377884805, 0.000402553821913898, 0.0041494606994092464, 0.0002813077881000936, 0.001497692777775228, 0.0005676160799339414, 0.0011118026450276375, 3.218816709704697e-05, 0.31340208649635315, 0.00025882141198962927, 0.0177144892513752, 0.00129682756960392, 0.1226385235786438, 0.05573306232690811, 0.0017258506268262863, 0.002392890863120556, 0.0009405110613442957, 0.03234126418828964, 0.00030326834530569613, 0.000771103601437062, 0.001750990399159491, 2.0937970475642942e-05, 0.0006959221791476011, 0.008910411968827248, 0.00017408527492079884, 0.00040526248631067574, 0.00014989523333497345, 4.62136922578793e-05, 0.05121821165084839, 0.0009745450224727392, 0.0007728763739578426, 0.0005435707862488925, 3.895687768817879e-06, 0.00025548180565238, 0.0006700766971334815, 0.010484582744538784]"
0.22277294,Latvia,Romania,"[2.0096125808777288e-05, 0.00031397640123032033, 0.004596309270709753, 0.000181668481673114, 0.00014525647566188127, 0.1700303852558136, 0.017899207770824432, 0.0002343157393625006, 3.079462840105407e-05, 0.0009677853086031973, 6.201931682880968e-05, 0.0068158372305333614, 4.4404183427104726e-05, 4.005491973657627e-06, 1.6114339814521372e-05, 7.19760573701933e-05, 0.11248615384101868, 0.00012405100278556347, 3.7972728023305535e-05, 0.00019683325081132352, 0.0031850275117903948, 7.756101695122197e-06, 0.0013742756564170122, 0.010189755819737911, 0.001619088463485241, 0.0001259523705812171, 0.00010312218364560977, 0.0050329542718827724, 0.00023061438696458936, 0.016061341390013695, 1.634233740333002e-05, 8.011209502001293e-06, 0.0003752519842237234, 0.038045283406972885, 0.003691519843414426, 0.1555027812719345, 0.0002986159815918654, 0.0006178863695822656, 1.1970410014328081e-05, 5.2770692491321824e-06, 0.00018931471277028322, 5.338644768926315e-05, 1.8006459868047386e-05, 7.669692422496155e-05, 3.146945164189674e-05, 0.010564773343503475, 0.011566035449504852, 0.00032017394551075995, 0.00033182514016516507, 1.6685389709891751e-06, 2.6429417630424723e-05, 0.0038404769729822874, 0.0001358398876618594, 3.0246967071434483e-05, 0.002469992730766535, 3.781278428505175e-05, 1.0865117019420722e-06, 0.0002444364654365927, 0.000282535795122385, 2.874982965295203e-05, 0.004871096462011337, 0.0005784235545434058, 2.688005224626977e-05, 1.7162461517727934e-05, 0.00011546626046765596, 0.0005253103445284069, 3.727749572135508e-05, 0.008065588772296906, 4.125998748349957e-05, 4.468481711228378e-05, 0.22277294099330902, 5.579899880103767e-05, 9.527529073238838e-06, 2.302969187439885e-05, 0.0005989571218378842, 2.549806231399998e-05, 0.07275407761335373, 0.05361705273389816, 7.81563539931085e-06, 0.00060683285119012, 1.607044760021381e-05, 0.008068080991506577, 0.043132998049259186, 0.0018851382192224264, 9.465852599532809e-06, 0.0004537553759291768, 0.0006068096845410764]"
