Probabilities,predicted labels,label
0.14522201,Ghana,Ghana
0.23976037,Taiwan,Taiwan
0.07630446,South Korea,New Zealand
0.11102517,Denmark,Denmark
0.579063,Australia,Botswana
0.44603002,Italy,Italy
0.24772139,Finland,Sweden
0.12160034,South Korea,Brazil
0.9296955,United Kingdom,United Kingdom
0.56441414,France,France
0.15102807,France,Italy
0.33321226,Dominican Republic,France
0.20524952,Slovakia,Russia
0.60348827,France,France
0.094983034,Philippines,Russia
0.62150663,Finland,Sweden
0.25492826,Chile,Chile
0.2121508,Philippines,Taiwan
0.46193433,France,France
0.9169025,Italy,Italy
0.10872094,Italy,Switzerland
0.16792679,Finland,United States
0.33845887,South Africa,Brazil
0.44523808,South Africa,South Africa
0.23594284,South Africa,Brazil
0.1627614,Australia,Australia
0.5198574,Ireland,United Kingdom
0.11813766,Chile,Bolivia
0.17880468,United States,United States
0.6009498,South Africa,South Africa
0.409478,Spain,Spain
0.21154359,Italy,Portugal
0.3680304,France,France
0.18303959,Tunisia,Spain
0.57692707,Ireland,United Kingdom
0.21372335,Romania,Russia
0.21833669,Japan,Japan
0.44940114,New Zealand,Australia
0.16561213,Kyrgyzstan,Jordan
0.09719325,Canada,United States
0.5224117,Uganda,Uganda
0.22268632,South Africa,Brazil
0.66282433,South Africa,South Africa
0.21432818,Israel,Spain
0.29937157,France,Belgium
0.35057232,Finland,Estonia
0.6632251,Italy,Italy
0.3182711,Finland,France
0.6281083,Australia,Australia
0.15234888,Slovakia,Spain
0.2699732,Latvia,Russia
0.22658645,New Zealand,United Kingdom
0.6027041,Philippines,Indonesia
0.6938785,Finland,Finland
0.58218545,Japan,Japan
0.59746397,Malaysia,Nigeria
0.61101466,Australia,Australia
0.35616523,Dominican Republic,Brazil
0.48520598,Cambodia,Thailand
0.9071503,United Kingdom,United Kingdom
0.6768465,Israel,Tunisia
0.18320724,Luxembourg,Denmark
0.45426175,Finland,Finland
0.16898833,Netherlands,Netherlands
0.62895054,Finland,Sweden
0.7642834,South Africa,Spain
0.16554132,Palestine,Spain
0.36095926,Slovakia,Romania
0.14012842,Dominican Republic,Spain
0.17636694,South Africa,Bolivia
0.09671198,New Zealand,Japan
0.15361066,Latvia,Spain
0.3802718,Indonesia,Nigeria
0.35659096,South Africa,Spain
0.21703781,Chile,Spain
0.9119934,Japan,Japan
0.54033494,Philippines,Philippines
0.56496876,Japan,Japan
0.47263992,Chile,Jordan
0.21406604,United Kingdom,Belgium
0.35023257,Cambodia,Thailand
0.6738215,Australia,Australia
0.17253625,Israel,Israel
0.28903404,Kyrgyzstan,Tunisia
0.2655177,Dominican Republic,Guatemala
0.13944992,Spain,Turkey
0.60054594,New Zealand,Australia
0.6832648,Australia,Australia
0.54923046,South Africa,South Africa
0.360933,Iceland,Canada
0.14584658,Puerto Rico,Brazil
0.30649945,Finland,Poland
0.7407476,France,France
0.14035462,United States,United States
0.25014102,Cambodia,Indonesia
0.2864027,Japan,Japan
0.5151923,South Africa,South Africa
0.27690995,Finland,Estonia
0.056778032,Dominican Republic,United States
0.21456605,Uganda,Brazil
0.19796552,New Zealand,Brazil
0.32549173,Slovakia,Japan
0.5892159,Finland,Finland
0.5067655,Sweden,Sweden
0.2494533,New Zealand,United States
0.3339415,Finland,Norway
0.5229432,Netherlands,Japan
0.27376443,South Africa,Russia
0.24295466,Luxembourg,Germany
0.29586604,Lesotho,South Africa
0.37905067,Mongolia,Argentina
0.095359,Philippines,Thailand
0.3704932,Mexico,Mexico
0.54497176,Finland,Finland
0.63789225,Finland,Finland
0.23064487,Lesotho,Kenya
0.46879655,Russia,Russia
0.16639586,France,France
0.35150096,Australia,United States
0.24632423,Australia,Japan
0.23491405,Spain,Spain
0.6312691,Ireland,United Kingdom
0.22571878,United Kingdom,Russia
0.74101716,Ireland,Taiwan
0.11107991,Portugal,United States
0.114677265,France,United States
0.2169894,Finland,Finland
0.4828674,Denmark,Norway
0.876209,Ireland,Ireland
0.17453916,Russia,France
0.104922935,Slovakia,United States
0.1803168,United Kingdom,France
0.5605531,Finland,Finland
0.2029595,Finland,Russia
0.737292,New Zealand,New Zealand
0.20709369,France,France
0.33067277,United Kingdom,Sweden
0.28851646,South Africa,Brazil
0.44084248,Chile,Guatemala
0.34781963,Spain,Spain
0.73215926,France,France
0.28192723,Netherlands,Brazil
0.75558823,South Africa,Spain
0.1410468,Italy,Japan
0.9429248,Japan,Japan
0.8764781,Japan,Japan
0.17009927,Sweden,Italy
0.18383653,Taiwan,India
0.23178731,Belgium,Netherlands
0.15165661,Romania,Switzerland
0.2257918,Slovakia,Poland
0.15153828,Philippines,Japan
0.24802831,Ireland,United States
0.61793816,Australia,Australia
0.18719375,Mexico,United States
0.45997468,Russia,Russia
