Probabilities,predicted labels,label
0.24240687,Slovakia,Czechia
0.54128176,Italy,Japan
0.25565046,Spain,Spain
0.32056335,Jordan,United States
0.2292245,South Korea,Japan
0.5841889,Cambodia,Thailand
0.1970796,Portugal,Singapore
0.123261124,Chile,Germany
0.056728877,Romania,Malaysia
0.52314943,Australia,Australia
0.11048734,Russia,Greece
0.16214004,South Africa,United States
0.15929896,Dominican Republic,France
0.34941724,Canada,United States
0.39726207,South Korea,Singapore
0.115033865,Bulgaria,Germany
0.38866103,Italy,Croatia
0.27282962,Dominican Republic,Brazil
0.1614057,Italy,Russia
0.25374916,Dominican Republic,Brazil
0.3189129,Philippines,Malaysia
0.26298657,Slovakia,Japan
0.47863856,Malaysia,Singapore
0.16000699,Canada,Canada
0.5197694,South Africa,Brazil
0.1250751,Dominican Republic,Brazil
0.2038758,Latvia,United Kingdom
0.2653453,Latvia,Netherlands
0.1455944,France,Spain
0.91120124,Japan,Japan
0.25153038,Italy,United States
0.18702865,Finland,Lithuania
0.11310571,Bulgaria,Russia
0.468505,South Korea,Japan
0.18364042,New Zealand,Australia
0.19577013,Russia,Turkey
0.28715053,South Africa,United States
0.112809666,United Kingdom,Brazil
0.7060883,Finland,Finland
0.552268,Russia,Russia
0.3739579,Belgium,France
0.23528792,France,Japan
0.120432936,Lithuania,Belgium
0.10404295,Israel,United States
0.18083923,Dominican Republic,Colombia
0.18727611,Slovakia,Russia
0.46700162,Japan,Japan
0.22508064,South Africa,Brazil
0.4599231,Australia,Australia
0.32077724,United Kingdom,United Kingdom
0.38877392,South Africa,South Africa
0.9155834,United Kingdom,United Kingdom
0.4497484,Belgium,France
0.5135289,Finland,Russia
0.19529845,Portugal,Hong Kong
0.7380193,United Kingdom,France
0.18576925,Portugal,Spain
0.21412909,Latvia,Russia
0.12989692,Canada,United States
0.41675186,Lesotho,South Africa
0.51938045,Sweden,Austria
0.29905754,Mongolia,Peru
0.08820557,Guatemala,Brazil
0.3333585,Russia,Canada
0.23164703,Slovakia,Norway
0.3411143,Taiwan,Taiwan
0.2231575,South Africa,Botswana
0.61381364,Philippines,Brazil
0.38942736,South Africa,Spain
0.40771687,Ireland,United Kingdom
0.2965945,Japan,France
