Probabilities,predicted labels,label
0.37367514,South Africa,Brazil
0.53993917,South Africa,South Africa
0.31076005,Slovakia,Norway
0.6156823,Finland,Finland
0.23637958,Uganda,United States
0.16138838,South Africa,Uruguay
0.7290999,United Kingdom,United Kingdom
0.5965491,Japan,Japan
0.92745,United Kingdom,United Kingdom
0.41292718,Japan,Japan
0.3011663,Italy,Poland
0.8442475,South Korea,South Korea
0.87347525,United Kingdom,United Kingdom
0.96880734,Japan,Japan
0.24361739,Japan,Japan
0.78162754,France,France
0.5722389,Ireland,France
0.38385028,Finland,Spain
0.35489812,Italy,Spain
0.76598257,Australia,Australia
0.16257076,United States,United States
0.12283922,Chile,United States
0.20694686,Belgium,Estonia
0.38746867,South Africa,Colombia
0.22926958,Colombia,Bangladesh
0.18751684,United Kingdom,France
0.8565391,Ireland,United Kingdom
0.11209168,United States,United States
0.26073477,Dominican Republic,Brazil
0.14507878,Philippines,Colombia
0.37541878,Japan,Japan
0.24297315,Singapore,Singapore
0.19010407,Latvia,Finland
0.65623647,Philippines,Philippines
0.14537627,Netherlands,United Kingdom
0.704168,Lesotho,South Africa
0.25665072,Finland,Kyrgyzstan
0.4690921,Netherlands,Australia
0.15137738,South Africa,United States
0.46290696,Lesotho,Lesotho
0.17812912,Canada,United States
0.35269275,Philippines,Japan
0.29365528,Australia,Argentina
0.14264753,Dominican Republic,Australia
0.377842,United Kingdom,United Kingdom
0.47472897,Japan,Japan
0.18747906,Colombia,Colombia
0.14283757,Luxembourg,Sweden
0.8277081,South Africa,South Africa
0.72577775,Finland,Sweden
0.14956689,South Africa,Uruguay
0.6166776,Australia,Australia
0.37813026,Slovakia,Switzerland
0.16598105,Spain,Israel
0.115758814,Denmark,Japan
0.49952194,Philippines,Singapore
0.2566648,Finland,Finland
0.22852993,Sweden,Romania
0.28513795,Japan,Japan
0.32860106,South Africa,France
0.14513396,Puerto Rico,United States
0.19485158,Japan,United States
0.83772534,Ireland,Denmark
0.15457338,South Korea,France
0.24185349,Finland,Lithuania
0.08675743,South Africa,Italy
0.9129768,Japan,Japan
0.46474358,United Kingdom,Ireland
0.33126172,Sweden,Sweden
0.26688668,Russia,Poland
0.4142509,Belgium,United States
0.13489497,Ireland,Japan
0.3524897,Hong Kong,Singapore
0.24339922,Belgium,France
0.15696079,Russia,Russia
0.34668404,Japan,Japan
0.27929685,South Korea,Japan
0.36300272,Australia,Mexico
0.10369815,Egypt,India
0.21699768,Slovakia,Italy
0.15569729,Belgium,South Africa
0.20178176,Russia,Thailand
0.1673486,Mexico,Mexico
0.2808511,United States,United States
0.40478215,Mongolia,Canada
0.26263496,Sweden,Austria
0.30941305,Luxembourg,France
0.37046236,Philippines,Thailand
0.42096516,Israel,Israel
0.23882969,Italy,Russia
0.23604484,Ireland,United Kingdom
0.6695422,Finland,Norway
0.5316244,Australia,Japan
0.8900744,Japan,Japan
0.53622943,Netherlands,Poland
0.9357533,United Kingdom,United Kingdom
0.36288112,Finland,Sweden
0.71475154,Finland,Finland
0.27555764,Singapore,Singapore
0.39020732,Finland,Norway
0.121021025,United Kingdom,United States
0.20345023,New Zealand,Japan
0.40263867,Chile,United States
0.14642468,Japan,United States
0.773344,New Zealand,Australia
0.1991514,New Zealand,Australia
0.113610186,Netherlands,Russia
0.254829,Canada,Russia
0.08947503,Chile,Albania
0.12508245,Sweden,United Kingdom
0.45729262,South Korea,Japan
0.22585413,Mexico,Brazil
0.383085,France,France
0.11242095,Kyrgyz Republic,Laos
0.08593838,South Korea,Thailand
0.16404296,Belgium,Czechia
0.1028302,Finland,Spain
0.26545486,Italy,South Africa
0.55488044,Russia,Russia
0.16479449,Finland,Canada
0.57667947,South Africa,Australia
0.088277854,Portugal,Greece
0.10272925,Philippines,Brazil
0.68509686,Singapore,Singapore
0.15354998,Luxembourg,Norway
0.35858566,Canada,Canada
0.09999295,Belgium,United States
0.15804681,Latvia,Hungary
0.15497872,Peru,Nigeria
0.15605688,South Korea,Mexico
0.26394448,United States,United States
0.68756497,United Kingdom,Germany
0.23189637,Croatia,Turkey
0.6611692,Finland,Sweden
0.45809948,Lesotho,South Africa
0.23727177,Lithuania,Poland
0.83330816,Finland,Norway
0.25993833,United States,United States
0.2853775,Cambodia,Brazil
0.6215885,Japan,Japan
0.15449308,Australia,Australia
0.2293974,United States,United States
0.42146567,Australia,Australia
0.19367145,Latvia,Russia
0.096830845,United States,United States
0.8033726,United Kingdom,United Kingdom
0.4902849,United Kingdom,United Kingdom
0.17311421,Portugal,Portugal
0.2831942,Croatia,Croatia
0.39161098,Sri Lanka,Brazil
0.68837255,Canada,Canada
0.116509154,Croatia,Romania
0.11766878,United States,United States
0.2524816,Finland,Russia
0.19562882,Lithuania,France
0.14358997,Japan,Turkey
0.52305895,France,Germany
0.19151637,Israel,Israel
0.15853116,Dominican Republic,Mexico
0.44684258,Ireland,United Kingdom
0.45717674,Canada,Canada
0.59109235,United Kingdom,United Kingdom
