Probabilities,predicted labels,label
0.16946614,Spain,Croatia
0.6872784,United Kingdom,United Kingdom
0.61718386,Ireland,Ireland
0.46449476,Philippines,Brazil
0.10441871,United States,Brazil
0.19283168,Japan,Japan
0.29692733,Guatemala,Brazil
0.83447844,Ireland,United Kingdom
0.35503533,Italy,Japan
0.18382087,Latvia,Norway
0.31320217,Peru,Colombia
0.051214494,Australia,Australia
0.30386913,Ireland,Ireland
0.08592923,Senegal,India
0.16237806,Greece,Greece
0.5455168,South Africa,South Africa
0.11948269,Eswatini,Japan
0.8415529,United Kingdom,United Kingdom
0.3504394,Latvia,Finland
0.13509895,Russia,Romania
0.72570854,Netherlands,Netherlands
0.2396623,Chile,Argentina
0.23238483,Uganda,United States
0.15043806,Italy,Brazil
0.24220102,Ireland,Brazil
0.3611432,Singapore,Singapore
0.20436652,Luxembourg,United Kingdom
0.46085873,South Africa,Botswana
0.14907697,Spain,Mexico
0.38783485,Indonesia,Indonesia
0.26887193,Canada,Canada
0.18331486,Belgium,Norway
0.26884606,South Korea,Sri Lanka
0.22083132,Slovakia,Austria
0.36970255,Indonesia,Philippines
0.764238,Finland,Finland
0.15618142,Latvia,France
0.15061374,New Zealand,United States
0.14434892,Chile,Brazil
0.20232452,United Kingdom,United Kingdom
0.08988353,Slovakia,Poland
0.16351601,Latvia,Russia
0.5423872,South Africa,Australia
0.29749086,Finland,United States
0.25829235,Luxembourg,Denmark
0.19362414,Italy,Japan
0.33481842,Malaysia,Singapore
0.51365155,Puerto Rico,Brazil
0.46967795,South Africa,South Africa
0.1427303,Japan,Spain
0.60556114,France,France
0.26363423,Russia,Russia
0.14265001,Mongolia,United States
0.38333404,New Zealand,New Zealand
0.42897066,Netherlands,Japan
0.20602533,United Kingdom,Latvia
0.28471398,Belgium,Poland
0.14840925,Australia,Russia
0.5624837,Ireland,United Kingdom
0.2094064,France,France
0.13325518,New Zealand,New Zealand
0.22906415,Latvia,Russia
0.2933912,Latvia,Finland
0.25651097,Latvia,Argentina
0.20616771,Chile,Australia
0.37075868,Italy,Italy
0.1641498,Chile,United States
0.15353374,Latvia,United States
0.24244386,Slovakia,Poland
0.4249877,Netherlands,Japan
0.2429928,Argentina,Australia
0.19927232,South Africa,Brazil
0.76842135,South Africa,South Africa
0.8260424,United Arab Emirates,Israel
0.18372476,Ireland,France
0.91256565,Japan,Japan
0.23504618,Denmark,Denmark
0.7041239,France,France
0.35358426,Canada,United States
0.9076569,United Kingdom,United Kingdom
0.09857668,France,United States
0.3601958,Luxembourg,France
0.08211175,Argentina,United States
0.13525899,Belgium,United Kingdom
0.17619307,Argentina,Argentina
0.33212188,South Korea,Dominican Republic
0.10397346,Puerto Rico,Colombia
0.17430766,South Africa,Mexico
0.5874318,Japan,Japan
0.19974215,South Korea,Colombia
0.25718588,Canada,Canada
0.42836818,New Zealand,New Zealand
0.32384798,United Kingdom,Denmark
0.5143334,Japan,Japan
0.72053105,Finland,Sweden
0.19686161,Philippines,Taiwan
0.2405068,Sweden,Slovakia
0.74275464,Philippines,Philippines
0.3761438,New Zealand,New Zealand
0.7550138,South Korea,South Korea
0.8876836,France,France
0.17353842,Netherlands,Norway
0.18344784,Belgium,Spain
0.12544143,France,United States
0.9185723,United Kingdom,United Kingdom
0.17395096,Puerto Rico,Brazil
0.062423173,Denmark,Russia
0.11709085,Lithuania,Poland
0.6839112,South Korea,South Korea
0.4214361,Japan,Japan
0.53618765,Japan,France
0.24168597,Kenya,Nigeria
0.66353256,Canada,Canada
0.6790891,Ireland,Ireland
0.7530728,Australia,Australia
0.122183114,Portugal,Portugal
0.3759951,Kenya,Kenya
0.12465818,Mexico,Israel
0.9343532,Japan,Japan
0.69850594,Australia,Australia
0.2492703,Belgium,United Kingdom
0.41479573,Netherlands,Poland
0.6683337,Finland,Russia
0.040369563,South Korea,Norway
0.3479782,Finland,United States
0.29295617,Australia,Australia
0.37285858,Singapore,Singapore
0.48388338,Finland,Russia
0.2803022,United States,United States
0.80312926,Japan,Japan
0.29517633,South Africa,United States
0.16488403,Spain,Spain
0.26872963,Canada,United States
0.40564373,South Africa,Brazil
0.9568063,Japan,Japan
0.22134283,Latvia,Poland
0.18182954,Bulgaria,Brazil
0.29890424,Japan,Japan
0.20250113,South Africa,Poland
0.17359616,Latvia,France
0.17401034,Uganda,United States
0.19079787,Chile,Australia
